Plate,Row,Column,LABID,Miseq.num,fname,fname2
7,C,10,z0055998,395,z0055998_S395_L001_R1.fastq.gz,
7,D,10,z0055999,396,z0055999_S396_L001_R1.fastq.gz,
7,E,10,z0075696,397,z0075696_S397_L001_R1.fastq.gz,
7,F,10,z0196686,398,z0196686_S398_L001_R1.fastq.gz,
7,G,10,z0196687,399,z0196687_S399_L001_R1.fastq.gz,
7,H,10,z0196689,400,z0196689_S400_L001_R1.fastq.gz,
7,A,11,z0196690,401,z0196690_S401_L001_R1.fastq.gz,
7,B,11,z0196691,402,z0196691_S402_L001_R1.fastq.gz,
7,C,11,z0196692,403,z0196692_S403_L001_R1.fastq.gz,
7,D,11,z0196693,404,z0196693_S404_L001_R1.fastq.gz,
7,E,11,z0196694,405,z0196694_S405_L001_R1.fastq.gz,
7,F,11,z0012701,406,z0012701_S406_L001_R1.fastq.gz,
7,G,11,z0025405,407,z0025405_S407_L001_R1.fastq.gz,
7,H,11,z0045776,408,z0045776_S408_L001_R1.fastq.gz,
7,A,12,z0046925,409,z0046925_S409_L001_R1.fastq.gz,
7,B,12,z0053078,410,z0053078_S410_L001_R1.fastq.gz,
7,C,12,z0053082,411,z0053082_S411_L001_R1.fastq.gz,
7,D,12,z0053090,412,z0053090_S412_L001_R1.fastq.gz,
7,E,12,z0053111,413,z0053111_S413_L001_R1.fastq.gz,
7,F,12,z0061527,414,z0061527_S414_L001_R1.fastq.gz,
7,G,12,z0113628,415,z0113628_S415_L001_R1.fastq.gz,
7,H,12,z0146087,416,z0146087_S416_L001_R1.fastq.gz,
8,A,1,z0029831,28565,z0029831_Mnov_MS51_n0028565_R1.fastq.gz,
8,B,1,z0029833,28566,z0029833_Mnov_MS51_n0028566_R1.fastq.gz,
8,C,1,z0045329,28567,z0045329_Mnov_MS51_n0028567_R1.fastq.gz,
8,D,1,z0045357,28568,z0045357_Mnov_MS51_n0028568_R1.fastq.gz,
8,E,1,z0045358,28569,z0045358_Mnov_MS51_n0028569_R1.fastq.gz,
8,F,1,z0051402,28570,z0051402_Mnov_MS51_n0028570_R1.fastq.gz,
8,G,1,z0051404,28571,z0051404_Mnov_MS51_n0028571_R1.fastq.gz,
8,H,1,z0051405,28572,z0051405_Mnov_MS51_n0028572_R1.fastq.gz,
8,A,2,z0051879,28573,z0051879_Mnov_MS51_n0028573_R1.fastq.gz,
8,B,2,z0051898,28574,z0051898_Mnov_MS51_n0028574_R1.fastq.gz,
8,C,2,z0051899,28575,z0051899_Mnov_MS51_n0028575_R1.fastq.gz,
8,D,2,z0051945,28576,z0051945_Mnov_MS51_n0028576_R1.fastq.gz,
8,E,2,z0051968,28577,z0051968_Mnov_MS51_n0028577_R1.fastq.gz,
8,F,2,z0053055,28578,z0053055_Mnov_MS51_n0028578_R1.fastq.gz,
8,G,2,z0107055,28579,z0107055_Mnov_MS51_n0028579_R1.fastq.gz,
8,H,2,z0107073,28580,z0107073_Mnov_MS51_n0028580_R1.fastq.gz,
8,A,3,z0107078,28581,z0107078_Mnov_MS51_n0028581_R1.fastq.gz,
8,B,3,z0107080,28582,z0107080_Mnov_MS51_n0028582_R1.fastq.gz,
8,C,3,z0108480,28583,z0108480_Mnov_MS51_n0028583_R1.fastq.gz,
8,D,3,z0108508,28584,z0108508_Mnov_MS51_n0028584_R1.fastq.gz,
8,E,3,z0108510,28585,z0108510_Mnov_MS51_n0028585_R1.fastq.gz,
8,F,3,z0175377,28586,z0175377_Mnov_MS51_n0028586_R1.fastq.gz,
8,G,3,z0175915,28587,z0175915_Mnov_MS51_n0028587_R1.fastq.gz,
8,H,3,z0175927,28588,z0175927_Mnov_MS51_n0028588_R1.fastq.gz,
8,A,4,z0175928,28589,z0175928_Mnov_MS51_n0028589_R1.fastq.gz,
8,B,4,z0178296,28590,z0178296_Mnov_MS51_n0028590_R1.fastq.gz,
8,C,4,z0187811,28591,z0187811_Mnov_MS51_n0028591_R1.fastq.gz,
8,D,4,z0187842,28592,z0187842_Mnov_MS51_n0028592_R1.fastq.gz,
8,E,4,z0187846,28593,z0187846_Mnov_MS51_n0028593_R1.fastq.gz,
8,F,4,z0187859,28594,z0187859_Mnov_MS51_n0028594_R1.fastq.gz,
8,G,4,z0187868,28595,z0187868_Mnov_MS51_n0028595_R1.fastq.gz,
8,H,4,z0195690,28596,z0195690_Mnov_MS51_n0028596_R1.fastq.gz,
8,A,5,z0195700,28597,z0195700_Mnov_MS51_n0028597_R1.fastq.gz,
8,B,5,z0195715,28598,z0195715_Mnov_MS51_n0028598_R1.fastq.gz,
8,C,5,z0195758,28599,z0195758_Mnov_MS51_n0028599_R1.fastq.gz,
8,D,5,z0196753,28600,z0196753_Mnov_MS51_n0028600_R1.fastq.gz,
8,E,5,z0196760,28601,z0196760_Mnov_MS51_n0028601_R1.fastq.gz,
8,F,5,z0196792,28602,z0196792_Mnov_MS51_n0028602_R1.fastq.gz,
8,G,5,z0196795,28603,z0196795_Mnov_MS51_n0028603_R1.fastq.gz,
8,H,5,z0196822,28604,z0196822_Mnov_MS51_n0028604_R1.fastq.gz,
8,A,6,z0196823,28605,z0196823_Mnov_MS51_n0028605_R1.fastq.gz,
8,B,6,z0197658,28606,z0197658_Mnov_MS51_n0028606_R1.fastq.gz,
8,C,6,z0197664,28607,z0197664_Mnov_MS51_n0028607_R1.fastq.gz,
8,D,6,z0197682,28608,z0197682_Mnov_MS51_n0028608_R1.fastq.gz,
8,E,6,z0051402,28609,z0051402_Mnov_MS51_n0028609_R1.fastq.gz,
8,F,6,z0108508,28610,z0108508_Mnov_MS51_n0028610_R1.fastq.gz,
8,G,6,z0187868,28611,z0187868_Mnov_MS51_n0028611_R1.fastq.gz,
8,H,6,z0197658,28612,z0197658_Mnov_MS51_n0028612_R1.fastq.gz,
