"","AnimalID","LABID","SEX","HAP","mito.haps","wint.area","feed.area","herd","HI.v.HI.SEAK","MnMx.v.MnMx.CA.OR.WA"
"59","z0056397","z0056397","M","F2","MnMito16","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"60","z0101084","z0101084","M","F2","MnMito29","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"61","z0107101","z0107101","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"62","z0108489","z0108489","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"63","z0108513","z0108513","F","F2","MnMito29","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"64","z0133302","z0133302","M","F2","MnMito29","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"65","z0173485","z0173485","F","F2","MnMito35","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"66","z0175912","z0175912","M","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"67","z0187857","z0187857","M","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"68","z0187860","z0187860","M","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"69","z0196730","z0196730","M","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"70","z0196733","z0196733","M","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"71","z0196746","z0196746","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"72","z0196783","z0196783","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"73","z0196794","z0196794","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"74","z0196810","z0196810","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"75","z0196838","z0196838","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"76","z0197665","z0197665","F","F2",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"77","z0045331","z0045331","M","F3","MnMito41","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"78","z0051891","z0051891","F","F3",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"79","z0051947","z0051947","M","F3","MnMito41","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"80","z0053847","z0053847","F","F3","MnMito41","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"81","z0056377","z0056377","M","F3","MnMito41","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"82","z0175916","z0175916","M","F3",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"83","z0196758","z0196758","F","F3",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"84","z0196811","z0196811","M","F3",NA,"CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"85","z0011944","z0011944","F","H35","MnMito45N","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"86","z0066805","z0066805","M","H35","MnMito45N","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"87","z0018264","z0018264","M","H36","MnMito46","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"88","z0066792","z0066792","M","SP90","MnMito48","CentAm","CA.OR.WA","CentAm-CA.OR.WA",NA,NA
"89","z0067213","z0067213",NA,NA,NA,NA,NA,NA,NA,NA
"90","z0030475","z0030475",NA,NA,NA,NA,NA,NA,NA,NA
"91","z0062886","z0062886",NA,NA,NA,NA,NA,NA,NA,NA
"92","z0012201","z0012201",NA,NA,NA,NA,NA,NA,NA,NA
"93","z0040363","z0040363","M","Aminus",NA,"HI",NA,NA,"HI-unknown",NA
"94","z0040334","z0040334","M","Aplus",NA,"HI",NA,NA,"HI-unknown",NA
"95","z0040345","z0040345","M","Aplus",NA,"HI",NA,NA,"HI-unknown",NA
"96","z0040413","z0040413","M","E14",NA,"HI",NA,NA,"HI-unknown",NA
"97","z0040337","z0040337","M","F2",NA,"HI",NA,NA,"HI-unknown",NA
"98","z0040985","z0040985","M","F2",NA,"HI",NA,NA,"HI-unknown",NA
"99","z0041243","z0041243","M","A3",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"100","z0040961","z0040961","M","Aminus",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"101","z0043819","z0043819","M","Aminus",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"102","z0043915","z0043915","M","Aminus",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"103","z0041250","z0041250","F","Aplus",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"104","z0047854","z0047854","M","Aplus",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"105","z0043876","z0043876","M","E1",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"106","z0041051","z0041051","M","E5",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"107","z0043243","z0043243","F","E5",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"108","z0043807","z0043807","F","F2",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"109","z0043877","z0043877","F","F2",NA,"HI","Al.Ber","HI-Al.Ber","HI-other",NA
"110","z0040275","z0040275","F","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"111","z0040287","z0040287","M","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"112","z0041233","z0041233","M","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"113","z0043278","z0043278","M","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"114","z0043566","z0043566","M","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"115","z0043572","z0043572","F","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"116","z0043649","z0043649","M","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"117","z0043668","z0043668","M","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"118","z0043693","z0043693","F","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"119","z0043704","z0043704","F","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"120","z0043954","z0043954","F","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"121","z0044432","z0044432","F","Aminus",NA,"HI","GOA","HI-GOA","HI-other",NA
"122","z0041248","z0041248","M","Aplus",NA,"HI","GOA","HI-GOA","HI-other",NA
"123","z0043599","z0043599","M","Aplus",NA,"HI","GOA","HI-GOA","HI-other",NA
"124","z0043940","z0043940","F","Aplus",NA,"HI","GOA","HI-GOA","HI-other",NA
"125","z0043966","z0043966","F","Aplus",NA,"HI","GOA","HI-GOA","HI-other",NA
"126","z0043980","z0043980","F","Aplus",NA,"HI","GOA","HI-GOA","HI-other",NA
"127","z0047562","z0047562","M","Aplus",NA,"HI","GOA","HI-GOA","HI-other",NA
"128","z0043652","z0043652","M","E1",NA,"HI","GOA","HI-GOA","HI-other",NA
"129","z0043642","z0043642","M","F4",NA,"HI","GOA","HI-GOA","HI-other",NA
"130","z0043686","z0043686","F","HET",NA,"HI","GOA","HI-GOA","HI-other",NA
"131","z0051840","z0051840","F","A3",NA,"HI","Rus","HI-Rus","HI-other",NA
"132","z0051844","z0051844","M","Aplus",NA,"HI","Rus","HI-Rus","HI-other",NA
"133","z0040333","z0040333","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"134","z0053024","z0053024","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"135","z0053025","z0053025","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"136","z0053032","z0053032","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"137","z0053083","z0053083","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"138","z0053096","z0053096","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"139","z0053101","z0053101","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"140","z0053131","z0053131","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"141","z0053133","z0053133","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"142","z0053138","z0053138","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"143","z0053142","z0053142","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"144","z0053020","z0053020","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"145","z0053100","z0053100","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"146","z0053102","z0053102","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"147","z0053149","z0053149","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"148","z0053031","z0053031","F","E2",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"149","z0053040","z0053040","F","E2",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"150","z0053071","z0053071","M","HET",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"151","z0040298","z0043496","M","Aminus",NA,NA,NA,NA,NA,NA
"152","z0040364","z0040364","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"153","z0040387","z0040387","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"154","z0040465","z0040465","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"155","z0041115","z0041115","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"156","z0041153","z0041153","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"157","z0041472","z0041472","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"158","z0041483","z0041483","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"159","z0041494","z0041494","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"160","z0041501","z0041501","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"161","z0041512","z0041512","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"162","z0041522","z0041522","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"163","z0041527","z0041527","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"164","z0043478","z0043478","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"165","z0043494","z0043494","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"166","z0043498","z0043498","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"167","z0044017","z0044017","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"168","z0044023","z0044023","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"169","z0044033","z0044033","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"170","z0044042","z0044042","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"171","z0044047","z0044047","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"172","z0044064","z0044064","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"173","z0045728","z0045728","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"174","z0045731","z0045731","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"175","z0045736","z0045736","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"176","z0045739","z0045739","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"177","z0045741","z0045741","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"178","z0045779","z0045779","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"179","z0045781","z0045781","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"180","z0045788","z0045788","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"181","z0045789","z0045789","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"182","z0045791","z0045791","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"183","z0052882","z0052882","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"184","z0053073","z0053073","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"185","z0053103","z0053103","F","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"186","z0053132","z0053132","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"187","z0038417","z0174005","M","Aminus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"188","z0040308","z0040308","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"189","z0040403","z0040403","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"190","z0041026","z0041026","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"191","z0041274","z0041274","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"192","z0041465","z0041465","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"193","z0041480","z0041480","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"194","z0041498","z0041498","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"195","z0041507","z0041507","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"196","z0043477","z0043477","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"197","z0043481","z0043481","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"198","z0043489","z0043489","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"199","z0043491","z0043491","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"200","z0043493","z0043493","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"201","z0044019","z0044019","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"202","z0045719","z0045719","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"203","z0045720","z0045720","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"204","z0045733","z0045733","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"205","z0045740","z0045740","M","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"206","z0045742","z0045742","F","Aplus",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"207","z0040357","z0040357","M","E2",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"208","z0040439","z0040439","M","E2",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"209","z0043504","z0043504","M","E2",NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC",NA
"210","207778","z0207778","F","Aminus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"211","z0175378","z0175378","M","Aminus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"212","z0187885","z0187885","F","Aminus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"213","z0195655","z0195655","F","Aminus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"214","z0051888","z0051888","M","Aplus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"215","z0195688","z0195688","F","Aplus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"216","z0196855","z0196855","M","Aplus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"217","z0196857","z0196857","M","Aplus",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"218","z0196852","z0196852","F","F2",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"219","z0196828","z0196828","F","F3",NA,"HI","WA.SBC","HI-WA.SBC","HI-other",NA
"220","z0041519","z0041519","M","Aplus",NA,"HI/MnMx","SEAK.NBC","HI/MnMx-SEAK.NBC",NA,"MnMx"
"221","z0056095","z0056095","F","Aminus",NA,"MnMx",NA,NA,NA,"MnMx"
"222","z0056056","z0056056","M","Aplus",NA,"MnMx",NA,NA,NA,"MnMx"
"223","z0056062","z0056062","M","Aplus",NA,"MnMx",NA,NA,NA,"MnMx"
"224","z0056069","z0056069","M","Aplus",NA,"MnMx",NA,NA,NA,"MnMx"
"225","z0056059","z0056059","M","E1",NA,"MnMx",NA,NA,NA,"MnMx"
"226","z0056064","z0056064","M","E1",NA,"MnMx",NA,NA,NA,"MnMx"
"227","z0056076","z0056076","M","E1",NA,"MnMx",NA,NA,NA,"MnMx"
"228","z0056085","z0056085","F","E1",NA,"MnMx",NA,NA,NA,"MnMx"
"229","z0056092","z0056092","M","E3",NA,"MnMx",NA,NA,NA,"MnMx"
"230","z0056073","z0056073","F","E5",NA,"MnMx",NA,NA,NA,"MnMx"
"231","z0056079","z0056079","F","E6",NA,"MnMx",NA,NA,NA,"MnMx"
"232","z0056103","z0056103","M","E6",NA,"MnMx",NA,NA,NA,"MnMx"
"233","z0056058","z0056058","M","F2",NA,"MnMx",NA,NA,NA,"MnMx"
"234","z0056065","z0056065","M","F2",NA,"MnMx",NA,NA,NA,"MnMx"
"235","z0056063","z0056063","M","F6",NA,"MnMx",NA,NA,NA,"MnMx"
"236","z0045371","z0045371","F","A3","MnMito01","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"237","z0051431","z0051431","M","A3","MnMito01","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"238","z0196856","z0196856","M","Aminus",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"239","z0016577","z0016577","F","Aplus","MnMito03","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"240","z0016579","z0016579","M","Aplus","MnMito03","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"241","z0029860","z0029860","M","Aplus","MnMito06","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"242","z0051885","z0051885","M","Aplus","MnMito04","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"243","z0053054","z0053054","F","Aplus","MnMito03","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"244","z0101181","z0197663","M","Aplus",NA,NA,NA,NA,NA,NA
"245","z0195704","z0195704","F","Aplus",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"246","z0195705","z0195705","M","Aplus",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"247","z0195740","z0195740","M","Aplus",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"248","z0197669","z0197669","M","Aplus",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"249","z0029828","z0029828","F","E1",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"250","z0045399","z0045399","M","E1","MnMito14","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"251","z0045793","z0045793","M","E1","MnMito08","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"252","z0053051","z0053051","M","E1",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"253","z0005758","z0005758","M","E1_E11","MnMito13N","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"254","z0187882","z0196713","M","E1_E11",NA,NA,NA,NA,NA,NA
"255","z0195701","z0195701","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"256","z0195737","z0195737","M","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"257","z0196715","z0196715","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"258","z0196719","z0196719","M","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"259","z0196724","z0196724","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"260","z0196725","z0196725","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"261","z0196739","z0196739","M","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"262","z0196751","z0196751","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"263","z0196763","z0196763","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"264","z0196764","z0196764","F","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"265","z0196824","z0196824","M","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"266","z0196841","z0196841","M","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"267","z0196843","z0196843","M","E1_E11",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"268","z0061969","z0061969","M","E10","MnMito15","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"269","z0195691","z0195691","M","E10",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"270","z0068471","z0068471","M","E13","z0068471","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"271","z0196740","z0196740","F","E13",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"272","z0196829","z0196829","M","E13",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"273","z0197672","z0197672","M","E15",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"274","z0037607","z0037607","M","E2","MnMito20N","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"275","z0196864","z0196864","M","E2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"276","z0197668","z0197668","F","E3",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"277","z0051327","z0051327","M","E4","MnMito51","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"278","z0051400","z0051400","M","E4","MnMito22","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"279","z0051875","z0051875","F","E4","MnMito22","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"280","z0051918","z0051918","F","E4","MnMito22","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"281","z0051939","z0051939","F","E4",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"282","z0187851","z0195724","M","E4",NA,NA,NA,NA,NA,NA
"283","z0195663","z0195663","M","E4",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"284","z0195687","z0195687","F","E4",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"285","z0195725","z0195725","M","E4",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"286","z0037609","z0037609","M","E5","MnMito23","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"287","z0045407","z0045407","F","E5","MnMito51","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"288","z0196734","z0196734","M","E5",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"289","z0045405","z0045405","M","E6","MnMito25","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"290","z0195711","z0195711","M","E6",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"291","z0195784","z0195784","M","E6",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"292","z0029865","z0029865","M","E7","MnMito26","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"293","z0051959","z0051959","F","E7",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"294","z0195718","z0195718","M","E7",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"295","z0195762","z0195762","F","E7",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
