,Sample,well,plate
599,GTseek_028_384i5_045_PLT_8_113607,45,8
600,GTseek_028_384i5_047_PLT_8_113619,47,8
601,GTseek_028_384i5_049_PLT_8_113620,49,8
602,GTseek_028_384i5_051_PLT_8_113628,51,8
603,GTseek_028_384i5_053_PLT_8_145207,53,8
604,GTseek_028_384i5_055_PLT_8_146081,55,8
605,GTseek_028_384i5_057_PLT_8_146087,57,8
606,GTseek_028_384i5_059_PLT_8_146094,59,8
607,GTseek_028_384i5_061_PLT_8_174005,61,8
608,GTseek_028_384i5_063_PLT_8_175351,63,8
609,GTseek_028_384i5_065_PLT_8_175354,65,8
610,GTseek_028_384i5_067_PLT_8_175377,67,8
611,GTseek_028_384i5_069_PLT_8_175378,69,8
612,GTseek_028_384i5_071_PLT_8_175381,71,8
613,GTseek_028_384i5_073_PLT_8_175912,73,8
614,GTseek_028_384i5_075_PLT_8_175914,75,8
615,GTseek_028_384i5_077_PLT_8_175915,77,8
616,GTseek_028_384i5_079_PLT_8_175916,79,8
617,GTseek_028_384i5_081_PLT_8_175927,81,8
618,GTseek_028_384i5_083_PLT_8_175928,83,8
619,GTseek_028_384i5_085_PLT_8_175930,85,8
620,GTseek_028_384i5_087_PLT_8_175937,87,8
621,GTseek_028_384i5_089_PLT_8_178348,89,8
622,GTseek_028_384i5_091_PLT_8_187811,91,8
623,GTseek_028_384i5_093_PLT_8_187819,93,8
624,GTseek_028_384i5_095_PLT_8_187837,95,8
625,GTseek_028_384i5_097_PLT_8_187842,97,8
626,GTseek_028_384i5_099_PLT_8_187846,99,8
627,GTseek_028_384i5_101_PLT_8_187857,101,8
628,GTseek_028_384i5_103_PLT_8_187859,103,8
629,GTseek_028_384i5_105_PLT_8_187860,105,8
630,GTseek_028_384i5_107_PLT_8_187868,107,8
631,GTseek_028_384i5_109_PLT_8_187885,109,8
632,GTseek_028_384i5_111_PLT_8_187906,111,8
633,GTseek_028_384i5_113_PLT_8_207765,113,8
634,GTseek_028_384i5_115_PLT_8_207776,115,8
635,GTseek_028_384i5_117_PLT_8_207777,117,8
636,GTseek_028_384i5_119_PLT_8_207778,119,8
637,GTseek_028_384i5_121_PLT_8_30475,121,8
638,GTseek_028_384i5_123_PLT_8_62886,123,8
639,GTseek_028_384i5_125_PLT_8_67213,125,8
640,GTseek_028_384i5_127_PLT_8_145401,127,8
641,GTseek_028_384i5_129_PLT_8_17317,129,8
642,GTseek_028_384i5_131_PLT_8_25439,131,8
643,GTseek_028_384i5_133_PLT_8_11162,133,8
644,GTseek_028_384i5_135_PLT_8_42288,135,8
645,GTseek_028_384i5_137_PLT_8_100814,137,8
646,GTseek_028_384i5_139_PLT_8_12201,139,8
647,GTseek_028_384i5_141_PLT_8_160234,141,8
648,GTseek_028_384i5_143_PLT_8_empty,143,8
649,GTseek_028_384i5_145_PLT_8_55912,145,8
650,GTseek_028_384i5_147_PLT_8_61980,147,8
651,GTseek_028_384i5_149_PLT_8_63304,149,8
652,GTseek_028_384i5_151_PLT_8_175914,151,8
653,GTseek_028_384i5_153_PLT_8_187811,153,8
654,GTseek_028_384i5_155_PLT_8_62886,155,8
655,GTseek_028_384i5_157_PLT_8_25439,157,8
656,GTseek_028_384i5_159_PLT_8_12201,159,8
657,GTseek_029_384i5_001_PLT_9_40308,1,9
658,GTseek_029_384i5_003_PLT_9_40377,3,9
659,GTseek_029_384i5_005_PLT_9_40387,5,9
660,GTseek_029_384i5_007_PLT_9_40451,7,9
661,GTseek_029_384i5_009_PLT_9_40960,9,9
662,GTseek_029_384i5_011_PLT_9_41026,11,9
663,GTseek_029_384i5_013_PLT_9_41115,13,9
664,GTseek_029_384i5_015_PLT_9_41174,15,9
665,GTseek_029_384i5_017_PLT_9_41274,17,9
666,GTseek_029_384i5_019_PLT_9_43627,19,9
667,GTseek_029_384i5_021_PLT_9_43678,21,9
668,GTseek_029_384i5_023_PLT_9_47602,23,9
669,GTseek_029_384i5_025_PLT_9_47603,25,9
670,GTseek_029_384i5_027_PLT_9_47613,27,9
671,GTseek_029_384i5_029_PLT_9_56092,29,9
672,GTseek_029_384i5_031_PLT_9_107055,31,9
673,GTseek_029_384i5_033_PLT_9_107073,33,9
674,GTseek_029_384i5_035_PLT_9_107078,35,9
675,GTseek_029_384i5_037_PLT_9_107080,37,9
676,GTseek_029_384i5_039_PLT_9_108510,39,9
677,GTseek_029_384i5_041_PLT_9_25405,41,9
678,GTseek_029_384i5_043_PLT_9_55945,43,9
679,GTseek_029_384i5_045_PLT_9_56089,45,9
680,GTseek_029_384i5_047_PLT_9_56052,47,9
681,GTseek_029_384i5_049_PLT_9_55884,49,9
682,GTseek_029_384i5_051_PLT_9_55896,51,9
683,GTseek_029_384i5_053_PLT_9_55909,53,9
684,GTseek_029_384i5_055_PLT_9_56106,55,9
685,GTseek_029_384i5_057_PLT_9_55915,57,9
686,GTseek_029_384i5_059_PLT_9_56110,59,9
687,GTseek_029_384i5_061_PLT_9_55932,61,9
688,GTseek_029_384i5_063_PLT_9_56111,63,9
689,GTseek_029_384i5_065_PLT_9_56056,65,9
690,GTseek_029_384i5_067_PLT_9_56058,67,9
691,GTseek_029_384i5_069_PLT_9_56059,69,9
692,GTseek_029_384i5_071_PLT_9_56072,71,9
693,GTseek_029_384i5_073_PLT_9_56073,73,9
694,GTseek_029_384i5_075_PLT_9_56074,75,9
695,GTseek_029_384i5_077_PLT_9_56081,77,9
696,GTseek_029_384i5_079_PLT_9_56083,79,9
697,GTseek_029_384i5_081_PLT_9_56082,81,9
698,GTseek_029_384i5_083_PLT_9_55895,83,9
699,GTseek_029_384i5_085_PLT_9_55986,85,9
700,GTseek_029_384i5_087_PLT_9_55963,87,9
701,GTseek_029_384i5_089_PLT_9_56001,89,9
702,GTseek_029_384i5_091_PLT_9_55970,91,9
703,GTseek_029_384i5_093_PLT_9_55947,93,9
704,GTseek_029_384i5_095_PLT_9_56010,95,9
705,GTseek_029_384i5_097_PLT_9_55948,97,9
706,GTseek_029_384i5_099_PLT_9_55990,99,9
707,GTseek_029_384i5_101_PLT_9_56337,101,9
708,GTseek_029_384i5_103_PLT_9_55959,103,9
709,GTseek_029_384i5_105_PLT_9_55910,105,9
710,GTseek_029_384i5_107_PLT_9_55928,107,9
711,GTseek_029_384i5_109_PLT_9_55957,109,9
712,GTseek_029_384i5_111_PLT_9_56012,111,9
713,GTseek_029_384i5_113_PLT_9_55936,113,9
714,GTseek_029_384i5_115_PLT_9_55965,115,9
715,GTseek_029_384i5_117_PLT_9_56011,117,9
716,GTseek_029_384i5_119_PLT_9_56029,119,9
717,GTseek_029_384i5_121_PLT_9_56044,121,9
718,GTseek_029_384i5_123_PLT_9_56062,123,9
719,GTseek_029_384i5_125_PLT_9_56063,125,9
720,GTseek_029_384i5_127_PLT_9_56064,127,9
721,GTseek_029_384i5_129_PLT_9_56065,129,9
722,GTseek_029_384i5_131_PLT_9_56066,131,9
723,GTseek_029_384i5_133_PLT_9_56069,133,9
724,GTseek_029_384i5_135_PLT_9_56076,135,9
725,GTseek_029_384i5_137_PLT_9_56085,137,9
726,GTseek_029_384i5_139_PLT_9_56090,139,9
727,GTseek_029_384i5_141_PLT_9_56093,141,9
728,GTseek_029_384i5_143_PLT_9_56095,143,9
729,GTseek_029_384i5_145_PLT_9_56100,145,9
730,GTseek_029_384i5_147_PLT_9_56079,147,9
731,GTseek_029_384i5_149_PLT_9_56102,149,9
732,GTseek_029_384i5_151_PLT_9_56103,151,9
733,GTseek_029_384i5_153_PLT_9_56104,153,9
734,GTseek_029_384i5_155_PLT_9_12701,155,9
735,GTseek_029_384i5_157_PLT_9_40337,157,9
736,GTseek_029_384i5_159_PLT_9_7446,159,9
737,GTseek_029_384i5_161_PLT_9_117063,161,9
738,GTseek_029_384i5_163_PLT_9_9880,163,9
739,GTseek_029_384i5_165_PLT_9_30424,165,9
740,GTseek_029_384i5_167_PLT_9_32258,167,9
741,GTseek_029_384i5_169_PLT_9_143977,169,9
742,GTseek_029_384i5_171_PLT_9_41026,171,9
743,GTseek_029_384i5_173_PLT_9_41274,173,9
744,GTseek_029_384i5_175_PLT_9_107080,175,9
745,GTseek_029_384i5_177_PLT_9_56106,177,9
746,GTseek_029_384i5_179_PLT_9_56073,179,9
747,GTseek_029_384i5_181_PLT_9_55947,181,9
748,GTseek_029_384i5_183_PLT_9_55910,183,9
749,GTseek_029_384i5_185_PLT_9_55965,185,9
750,GTseek_029_384i5_187_PLT_9_56095,187,9
751,GTseek_029_384i5_189_PLT_9_56079,189,9
752,GTseek_029_384i5_191_PLT_9_30424,191,9
