"LABID","id","Duplicate1","Duplicate2","Duplicate3","X2019.herd","CentAm.Mmex","unmixed","CentAm.inclusive","All.samples","Haplogroup","CentAm.BakerMex","CentAm.AllMex","Herds.BakerMMex","Mmex.MartinezLoustalot","Mmex.REV","fine.herd","CRC.pure.herd","all.2021.data.herds","GTseq.stratum","in.gtseq","wint.area","feed.area","herd","HI.SEAK.v.HI"
51429,"z0051429",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51431,"z0051431",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","A",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51447,"z0051447",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51868,"z0051868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51875,"z0051875",NA,NA,NA,"Baja",NA,NA,NA,"Baja","E",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51885,"z0051885","z0051958",NA,NA,"Baja",NA,NA,NA,"Baja","A",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51890,"z0051890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51895,"z0051895",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51902,"z0051902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51903,"z0051903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51918,"z0051918",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51927,"z0051927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51932,"z0051932",NA,NA,NA,"MMex.WA",NA,NA,NA,"MMex.WA","E",NA,NA,NA,NA,NA,"MnMx-CA.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51939,"z0051939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51942,"z0051942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51952,"z0051952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51959,"z0051959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51960,"z0051960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51966,"z0051966",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
53051,"z0053051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
53054,"z0053054",NA,NA,NA,"MixMB.WA",NA,NA,NA,"MMex.WA","A",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
56070,"z0056070",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E","Baker.Mex","MMex","MMex","MMex","MMex",NA,NA,"MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
56315,"z0056315",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex",NA,NA,"MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
61967,"z0061967",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
61968,"z0061968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
61969,"z0061969",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
61971,"z0061971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
61974,"z0061974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
61978,"z0061978",NA,NA,NA,"Baja",NA,NA,NA,"Baja","F",NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
66166,"z0066166",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex",NA,NA,"MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
68471,"z0068471",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex",NA,NA,"MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
68566,"z0068566",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex",NA,NA,"MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101101,"z0101101",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101104,"z0101104","z0108493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101181,"z0101181","z0197663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101182,"z0101182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101183,"z0101183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101185,"z0101185","z0101186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101190,"z0101190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
101191,"z0101191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107044,"z0107044","z0175366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107045,"z0107045","z0175367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107063,"z0107063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107065,"z0107065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107068,"z0107068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107093,"z0107093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107099,"z0107099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
107105,"z0107105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108473,"z0108473",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108475,"z0108475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108491,"z0108491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108494,"z0108494",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108495,"z0108495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108496,"z0108496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108497,"z0108497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108505,"z0108505","z0175350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108511,"z0108511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108516,"z0108516",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108521,"z0108521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108526,"z0108526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108532,"z0108532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
108535,"z0108535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
133304,"z0133304","z0187909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
145207,"z0145207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175345,"z0175345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175351,"z0175351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175353,"z0175353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175354,"z0175354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175371,"z0175371",NA,NA,NA,"MMex.WA",NA,NA,NA,"MMex.WA","E",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175379,"z0175379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175381,"z0175381","z0197661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175914,"z0175914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175922,"z0175922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175930,"z0175930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175936,"z0175936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175940,"z0175940","z0196890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175946,"z0175946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175951,"z0175951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
175952,"z0175952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187819,"z0187819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187837,"z0187837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187843,"z0187843","z0195749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187847,"z0187847","z0195731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187851,"z0187851","z0195724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187873,"z0187873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187880,"z0187880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187881,"z0187881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187882,"z0187882","z0196713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187903,"z0187903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187904,"z0187904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187907,"z0187907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
187908,"z0187908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195642,"z0195642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195652,"z0195652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195658,"z0195658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195660,"z0195660","z0195666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
