"","AnimalID","LABID.x","Duplicate1","Duplicate2","Duplicate3","Herd","all.2021.data.herds","SEX","HAP","mito.haps","USE","GTseq.stratum","Optimization.sample","Main.run","Latitude","Longitude","YR","SOURCE","Contact","Notes","Permission.requested","Permission.received","Photo.Need.permission","Photo.Have.permission","LABID.y","prod","val","MS43","MS45","MS51","MS54","times.run","genos.10readsMin","genos.20readsMin","OLD Include on 3rd MiSeq run","NEW Include on 3rd MiSeq run","Use as replicate (from previous PCR1)"
"73",175915,175915,"NA","NA","NA","NA","SMX","F","E1","NA","NA","SMX","NA","x","38.279833000000004","-123.113","2016","BIOPSY-CASCADIA","John","NA","NA","NA","NA","Katherina","z0175915",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,202,132,"Yes","Yes",NA
"74",175378,175378,"NA","NA","NA","NA","HI-WA/SBC","M","Aminus","NA","NA","HI-WA/SBC","NA","x","46.884999999999998","-124.658","2012","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","PWF","z0175378",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,203,161,"Yes","Yes",NA
"75",195647,195647,"NA","NA","NA","NA","NA","M","Aminus","NA","CCES","NA","NA","x","48.459299999999999","-125.0188","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195647",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,203,167,"Yes","Yes",NA
"76",43566,43566,"NA","NA","NA","NA","HI-GOA","M","Aminus","NA","HI.nonSEAK","HI-GOA","NA","x","59.316665999999998","-144.08333300000001","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","SPLASH match","z0043566",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,206,163,"Yes","Yes",NA
"77",40308,40308,"NA","NA","NA","NA","HI-SEAK/NBC","F","Aplus","NA","NA","HI-SEAK/NBC","NA","x","20.916665999999999","-156.73333299999999","2004","BIOPSY-HIHWNMS","NA","bonus","NA","NA","NA","Wintering ground photo was from SPLASH, matched to non-SPLASH photo taken by Jan/Chris/Janet","z0040308",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,208,153,"Yes","Yes",NA
"78",195762,195762,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","F","E7","NA","CCES","MnMx-CA/OR/WA/SBC","x","x","43.695900000000002","-124.3445","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","Nico","z0195762",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,208,124,"Yes","Yes",NA
"79",53846,53846,"NA","NA","NA","CentAm","CentAm","M","F1","MnMito28N","mito","CentAm","x","x","12.633333","-87.5","2006","BIOPSY-NICARAGUA-SPLASH","John","NA","44503","Yes, collaborator","NA","NA - collected in CentAm","z0053846",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,212,161,"Yes","Yes","x"
"80",195688,195688,"NA","NA","NA","NA","HI-WA/SBC","F","Aplus","NA","CCES","HI-WA/SBC","x","x","47.549100000000003","-124.9072","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","Bert Forbes-PUBLIC","z0195688",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,212,151,"Yes","Yes",NA
"81",29828,29828,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","F","E1","NA","NA","MnMx-CA/OR/WA/SBC","NA","x","44.25","-124.533333","2002","BIOPSY-CASCADIA","NA","Added Nov 29","NA","NA","NA","Nico","z0029828",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,212,126,"Yes","Yes",NA
"82",195683,195683,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","M","F1","NA","CCES","MnMx-CA/OR/WA/SBC","x","x","48.084499999999998","-125.6564","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","Nico, FIBB","z0195683",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,212,153,"Yes","Yes",NA
"83",56374,56374,"107081","NA","NA","CentAm","CentAm","M","F2","MnMito32","mito","CentAm","NA","x","8.6999999999999993","-83.733333000000002","2004","SLOUGHED-COSTA RICA-SPLASH","John","NA","44503","Yes, collaborator","NA","NA - collected in CentAm","z0056374",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,215,146,"Yes","Yes",NA
"84",175916,175916,"NA","NA","NA","NA","CentAm","M","F3","NA","NA","CentAm","NA","x","38.264499999999998","-123.13333","2016","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Nico","z0175916",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,216,161,"Yes","Yes",NA
"85",51875,51875,"NA","NA","NA","Baja","MnMx-CA/OR/WA/SBC","F","E4","MnMito22","mito","MnMx-CA/OR/WA/SBC","NA","x","47.466665999999996","-125.116666","2005","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Nico","z0051875",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,219,97,"Yes","Yes",NA
"86",53757,53757,"NA","NA","NA","CentAm","CentAm","F","E1","MnMito09","mito","CentAm","NA","x","13.783333000000001","-90.366665999999995","2006","BIOPSY-GUATEMALA-SPLASH","John","NA","44503","Yes, collaborator","NA","NA - collected in CentAm","z0053757",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,222,119,"Yes","Yes",NA
"87",196846,196846,"NA","NA","NA","NA","NA","F","F2","NA","CCES","NA","NA","x","34.1081","-120.1438","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0196846",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,222,157,"Yes","Yes",NA
"88",40298,40298,"43496","NA","NA","NA","HI-SEAK/NBC","M","Aminus","NA","NA","HI-SEAK/NBC","x","x","20.9","-156.783333","2004","BIOPSY-HIHWNMS","Dave Mattila","NA","NA","NA","NA","Wintering ground photo was from SPLASH, matched to non-SPLASH photo taken by Jan/Chris/Janet","z0043496",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,223,139,"Yes","Yes","x"
"89",29860,29860,"NA","NA","NA","MMex","MnMx-CA/OR/WA/SBC","M","Aplus","MnMito06","mito","MnMx-CA/OR/WA/SBC","NA","x","41.95","-124.5","2002","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0029860",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,223,172,"Yes","Yes",NA
"90",187859,187859,"NA","NA","NA","NA","SMX","F","F2","NA","NA","SMX","NA","x","35.1143","-120.81780000000001","2017","BIOPSY-CASCADIA","John","Added Nov 29","NA","NA","NA","FIBB","z0187859",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,224,166,"Yes","Yes",NA
"91",56065,56065,"NA","NA","NA","NA","MnMx-Baker","M","F2","NA","NA","MnMx-Baker","NA","x","20.633333","-105.316666","2004","BIOPSY-MEXICO-SPLASH","NA","bonus","NA","NA","NA","NA - no herd assigned","z0056065",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,227,110,"Yes","Yes",NA
"92",56064,56064,"NA","NA","NA","NA","MnMx-Baker","M","E1","NA","NA","MnMx-Baker","NA","x","20.7","-105.5","2004","BIOPSY-MEXICO-SPLASH","NA","bonus","NA","NA","NA","NA - no herd assigned","z0056064",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,227,118,"Yes","Yes",NA
"93",196810,196810,"NA","NA","NA","NA","CentAm","F","F2","NA","CCES","CentAm","x","x","35.372","-120.89019999999999","2018","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0196810",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,230,160,"Yes","Yes",NA
"94",175927,175927,"NA","NA","NA","NA","SMX","M","E1","NA","NA","SMX","NA","x","38.138399999999997","-123.3395","2016","BIOPSY-CASCADIA","John","Added Nov 29","NA","NA","NA","Nico, FIBB","z0175927",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,231,201,"Yes","Yes",NA
"95",56389,56389,"NA","NA","NA","CentAm","CentAm","F","E4","MnMito22","ddRAD.CentAm","CentAm","x","x","10.766666000000001","-85.683333000000005","2005","BIOPSY-COSTA RICA-SPLASH","John","NA","44503","Yes, collaborator","NA","NA - collected in CentAm","z0056389",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,233,174,"Yes","Yes",NA
"96",56073,56073,"NA","NA","NA","NA","MnMx-Baker","F","E5","NA","NA","MnMx-Baker","NA","x","20.7","-105.483333","2004","BIOPSY-MEXICO-SPLASH","NA","bonus","NA","NA","NA","NA - no herd assigned","z0056073",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,234,174,"Yes","Yes",NA
"97",195657,195657,"NA","NA","NA","NA","NA","M","Aplus","NA","CCES","NA","NA","x","48.017099999999999","-125.416","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195657",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,235,211,"Yes","Yes",NA
"98",5758,5758,"NA","NA","NA","MMex","MnMx-CA/OR/WA/SBC","M","E1_E11","MnMito13N","mito","MnMx-CA/OR/WA/SBC","NA","x","37.583333000000003","-123.016666","1996","BIOPSY-SWFSC-ORCAWA","Jay","NA","44502","44503","NA","Cascadia match pre-HW","z0005758",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,236,186,"Yes","Yes","x"
"99",61969,61969,"NA","NA","NA","MMex","MnMx-CA/OR/WA/SBC","M","E10","MnMito15","mito","MnMx-CA/OR/WA/SBC","NA","x","41.45","-124.483333","2006","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0061969",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,236,181,"Yes","Yes",NA
"100",44033,44033,"NA","NA","NA","NA","HI-SEAK/NBC","F","Aminus","NA","NA","HI-SEAK/NBC","NA","x","56.916665999999999","-136.033333","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","PWF, Chris Gabriele","z0044033",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,237,172,"Yes","Yes",NA
"101",56034,56034,"NA","NA","NA","NA","Rev","M","E1","NA","ddRAD.REV","Rev","x","x","18.7","-110.983333","2004","BIOPSY-MEXICO-SPLASH","Jorge","NA","44503","44503","NA","NA - no winter photo","z0056034",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,237,147,"Yes","Yes",NA
"102",196839,196839,"NA","NA","NA","NA","NA","F","E1_E11","NA","CCES","NA","NA","x","35.374000000000002","-120.88890000000001","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0196839",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,238,169,"Yes","Yes",NA
"103",195659,195659,"NA","NA","NA","NA","NA","M","Aminus","NA","CCES","NA","NA","x","48.021099999999997","-125.40689999999999","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195659",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,238,211,"Yes","Yes",NA
"104",195643,195643,"NA","NA","NA","NA","NA","F","Aplus","NA","CCES","NA","NA","x","48.455800000000004","-124.9914","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195643",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,238,212,"Yes","Yes",NA
"105",43674,43674,"NA","NA","NA","NA","REV-WGOA/NGOA","F","E9","NA","NA","REV-WGOA/NGOA","NA","x","56.666665999999999","-152.316666","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","SPLASH match","z0043674",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,239,179,"Yes","Yes",NA
"106",43494,43494,"NA","NA","NA","NA","HI-SEAK/NBC","M","Aminus","NA","NA","HI-SEAK/NBC","NA","x","57.733333000000002","-136.98333299999999","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","Wild Side Specialty Tours-PUBLIC","z0043494",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,242,137,"Yes","Yes",NA
"107",44023,44023,"NA","NA","NA","NA","HI-SEAK/NBC","F","Aminus","NA","NA","HI-SEAK/NBC","NA","x","56.916665999999999","-136.033333","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","PWF","z0044023",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,244,207,"Yes","Yes",NA
"108",195777,195777,"NA","NA","NA","NA","NA","F","Aminus","NA","CCES","NA","NA","x","42.208799999999997","-124.5865","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195777",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,245,186,"Yes","Yes",NA
"109",195705,195705,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","M","Aplus","NA","CCES","MnMx-CA/OR/WA/SBC","NA","x","43.633000000000003","-124.51179999999999","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","FIBB","z0195705",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,246,171,"Yes","Yes","x"
"110",195755,195755,"NA","NA","NA","NA","NA","F","Aplus","NA","CCES","NA","NA","x","43.6357","-124.4114","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195755",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,248,211,"Yes","Yes",NA
"111",197664,197664,"NA","NA","NA","NA","SMX","M","E10","NA","CCES","SMX","NA","x","36.649099999999997","-121.97620000000001","2018","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Nico, FIBB","z0197664",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,248,213,"Yes","Yes",NA
"112",196838,196838,"NA","NA","NA","NA","CentAm","F","F2","NA","CCES","CentAm","x","x","35.3733","-120.8916","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","Cascadia match pre-HW","z0196838",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,249,203,"Yes","Yes",NA
"113",195673,195673,"NA","NA","NA","NA","NA","F","E4","NA","CCES","NA","NA","x","47.965499999999999","-125.54349999999999","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195673",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,249,220,"Yes","Yes",NA
"114",196891,196891,"NA","NA","NA","NA","NA","M","F1","NA","CCES","NA","NA","x","40.8872","-124.40519999999999","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0196891",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,251,211,"Yes","Yes",NA
"115",29863,29863,"51894","NA","NA","CentAm","CentAm","M","F2","MnMito29","mito","CentAm","NA","x","34.116666000000002","-120.2","2002","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0029863",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,252,206,"Yes","Yes",NA
"116",43278,43278,"NA","NA","NA","NA","HI-GOA","M","Aminus","NA","HI.nonSEAK","HI-GOA","NA","x","59.8","-149.44999999999999","2004","BIOPSY-AK-NGOS","Craig Matkin","NA","44503","NA","NA","SPLASH match","z0043278",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,252,125,"Yes","Yes",NA
"117",43489,43489,"NA","NA","NA","NA","HI-SEAK/NBC","M","Aplus","NA","NA","HI-SEAK/NBC","NA","x","56.583333000000003","-134.44999999999999","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","PWF","z0043489",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,253,129,"Yes","Yes",NA
"118",196851,196851,"NA","NA","NA","NA","NA","F","F2","NA","CCES","NA","NA","x","40.862400000000001","-124.2632","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0196851",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,253,210,"Yes","Yes",NA
"119",108513,108513,"175346","196776","NA","CentAm","CentAm","F","F2","MnMito29","mito","CentAm","NA","x","36.799999999999997","-121.95","2012","BIOPSY-CA-MLML","Jim Harvey?","NA","44502","44503","NA","Cascadia match pre-HW","z0108513",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,254,222,"Yes","Yes","x"
"120",53101,53101,"NA","NA","NA","NA","HI-SEAK","M","Aminus","NA","HI-SEAK","HI-SEAK/NBC","x","x","54.016666000000001","-133.23333299999999","2005","BIOPSY-CANADA-SPLASH","Thomas Doniol-Valcroze","NA","NA","Yes, collaborator","NA","Chris Gabriele","z0053101",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,254,198,"Yes","Yes",NA
"121",43650,55889,"43650","NA","NA","NA","Rev-WGOA/NGOA","M","A3","NA","X","Rev-WGOA/NGOA","NA","x","18.733332999999998","-111","2004","BIOPSY-MEXICO-SPLASH","Jorge","NA","44503","44503","NA","SPLASH match","z0043650",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,254,195,"Yes","Yes",NA
"122",51918,51918,"NA","NA","NA","MixMB","MnMx-CA/OR/WA/SBC","F","E4","MnMito22","mito","MnMx-CA/OR/WA/SBC","NA","x","44.066665999999998","-124.766666","2005","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0051918",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,256,199,"Yes","Yes",NA
"123",41250,41250,"NA","NA","NA","NA","HI-AI.Ber","F","Aplus","NA","HI.nonSEAK","HI-AI.Ber","NA","x","21.95","-156.80000000000001","2004","BIOPSY-HIHWNMS","Dave Mattila","NA","NA","NA","NA","SPLASH match","z0041250",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,257,216,"Yes","Yes",NA
"124",51895,51895,"NA","NA","NA","MMex","MnMx-CA/OR/WA/SBC","M","F2","MnMito34","mito","MnMx-CA/OR/WA/SBC","NA","x","35.333333000000003","-120.95","2005","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0051895",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,257,188,"Yes","Yes",NA
"125",195736,195736,"NA","NA","NA","NA","NA","M","E13","NA","CCES","NA","NA","x","43.602499999999999","-124.5127","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195736",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,257,227,"Yes","Yes",NA
"126",43994,43994,"NA","NA","NA","NA","MnMx-SEAK","M","Aminus","NA","NA","MnMx-SEAK","NA","x","58.166665999999999","-138.11666600000001","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","Mark OBrien-PUBLIC","z0043994",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,258,214,"Yes","Yes",NA
"127",196894,196894,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","F","E7","NA","CCES","MnMx-CA/OR/WA/SBC","NA","x","40.990699999999997","-124.3792","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","Nico, FIBB","z0196894",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,259,245,"Yes","Yes",NA
"128",45398,45398,"NA","NA","NA","MixMB","MnMx-CA/OR/WA/SBC","M","F1","MnMito28N","mito","MnMx-CA/OR/WA/SBC","NA","x","41.766666000000001","-124.41666600000001","2004","CASCADIA RESEARCH","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0045398",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,260,223,"Yes","Yes",NA
"129",196828,196828,"NA","NA","NA","NA","HI-WA/SBC","F","F3","NA","CCES","HI-WA/SBC","x","x","36.799399999999999","-121.8181","2018","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Chris Gabriele","z0196828",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,262,211,"Yes","Yes","x"
"130",195784,195784,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","M","E6","NA","CCES","MnMx-CA/OR/WA/SBC","x","x","40.6008","-124.5052","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","Nico, FIBB","z0195784",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,262,201,"Yes","Yes",NA
"131",16577,16577,"195654","NA","NA","MMex","MnMx-CA/OR/WA/SBC","F","Aplus","MnMito03","mito","MnMx-CA/OR/WA/SBC","NA","x","NA","NA","2000","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Cascadia match pre-HW","z0016577",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,262,223,"Yes","Yes",NA
"132",196887,196887,"NA","NA","NA","NA","NA","F","E13","NA","CCES","NA","NA","x","40.945900000000002","-124.4144","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0196887",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,262,219,"Yes","Yes",NA
"133",195773,195773,"NA","NA","NA","NA","NA","M","E1_E11","NA","CCES","NA","NA","x","42.253900000000002","-124.45489999999999","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195773",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,262,224,"Yes","Yes",NA
"134",195668,195668,"NA","NA","NA","NA","NA","F","Aminus","NA","CCES","NA","NA","x","47.956600000000002","-125.5338","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195668",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,262,240,"Yes","Yes",NA
"135",187857,187857,"NA","NA","NA","NA","CentAm","M","F2","NA","NA","CentAm","NA","x","34.3675","-119.93300000000001","2017","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Nico, FIBB","z0187857",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,265,223,"Yes","Yes",NA
"136",195258,195258,"NA","NA","NA","NA","NA","F","Aminus","NA","CCES","NA","NA","x","47.078600000000002","-124.1794","2018","ENTANGLED-CASCADIA","John","NA","44503","Yes, collaborator","NA","NA - no winter photo","z0195258",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,265,242,"Yes","Yes",NA
"137",196811,196811,"NA","NA","NA","NA","CentAm","M","F3","NA","CCES","CentAm","NA","x","35.364699999999999","-120.8839","2018","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Nico","z0196811",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,266,233,"Yes","Yes",NA
"138",44432,44432,"NA","NA","NA","NA","HI-GOA","F","Aminus","NA","HI.nonSEAK","HI-GOA","NA","x","55.266666000000001","-160.05000000000001","2004","BIOPSY-AK-NMML","Paul","Tiny fleck, but enough DNA once concentrated","44503","NA","NA","SPLASH match","z0044432",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,267,215,"Yes","Yes","x"
"139",53842,53842,"NA","NA","NA","CentAm","CentAm","F","E1","MnMito10","mito","CentAm","NA","x","12.433332999999999","-87.266666000000001","2006","BIOPSY-NICARAGUA-SPLASH","John","NA","44503","Yes, collaborator","NA","NA - collected in CentAm","z0053842",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,268,216,"Yes","Yes",NA
"140",51326,51326,"NA","NA","NA","NA","CentAm","M","F2","NA","NA","CentAm","NA","x","35.533332999999999","-121.366666","2005","BIOPSY-SWFSC-CSCAPE","NA","Added Nov 24","NA","NA","NA","FIBB","z0051326",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,268,223,"Yes","Yes",NA
"141",41243,41243,"NA","NA","NA","NA","HI-AI.Ber","M","A3","NA","HI.nonSEAK","HI-AI.Ber","NA","x","21.883333","-156.63333299999999","2004","BIOPSY-HIHWNMS","Dave Mattila","NA","NA","NA","NA","SPLASH match","z0041243",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,268,226,"Yes","Yes",NA
"142",195791,195791,"NA","NA","NA","NA","NA","F","F2","NA","CCES","NA","NA","x","32.588332999999999","-118.076666","2018","ENTANGLED-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0195791",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,269,242,"Yes","Yes",NA
"143",51380,51380,"NA","NA","NA","MixSM","CentAm","M","E1","MnMito08","mito","CentAm","NA","x","34.166665999999999","-120.85","2005","BIOPSY-SWFSC-CSCAPE","Karin","NA","44502","44502","NA","FIBB","z0051380",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,270,232,"Yes","Yes",NA
"144",43693,43693,"NA","NA","NA","NA","HI-GOA","F","Aminus","NA","HI.nonSEAK","HI-GOA","NA","x","56.666665999999999","-152.19999999999999","2004","BIOPSY-SWFSC-SPLASH","Jay","NA","44502","44503","NA","SPLASH match","z0043693",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,271,248,"Yes","Yes",NA
"145",41519,41519,"NA","NA","NA","NA","HI/MnMx-SEAK","M","Aplus","NA","NA","HI/MnMx-SEAK","NA","x","57.333333000000003","-134.683333","2004","BIOPSY-UAS-STRALEY","Jan Straley","Added 1.10.22","NA","NA","Meagan Jones, Elizabeth Henderson (HI); FIBB for Mex","FIBB","z0041519",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,271,244,"Yes","Yes",NA
"146",196847,196847,"NA","NA","NA","NA","NA","F","F2","NA","CCES","NA","NA","x","34.0884","-120.1789","2018","BIOPSY-SWFSC-CCES","Jeff","NA","44502","44502","NA","NA - no winter photo","z0196847",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,272,231,"Yes","Yes",NA
"147",53138,53138,"NA","NA","NA","NA","HI-SEAK","M","Aminus","NA","HI-SEAK","HI-SEAK/NBC","x","x","52.416665999999999","-131.15","2005","BIOPSY-CANADA-SPLASH","Thomas Doniol-Valcroze","NA","NA","Yes, collaborator","NA","Patrick Sproul-PUBLIC","z0053138",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,273,224,"Yes","Yes",NA
"148",53096,53096,"NA","NA","NA","NA","HI-SEAK","M","Aminus","NA","HI-SEAK","HI-SEAK/NBC","x","x","54.233333000000002","-132.816666","2005","BIOPSY-CANADA-SPLASH","Thomas Doniol-Valcroze","NA","NA","Yes, collaborator","NA","PWF","z0053096",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,273,232,"Yes","Yes",NA
"149",196829,196829,"NA","NA","NA","NA","MnMx-CA/OR/WA/SBC","M","E13","NA","CCES","MnMx-CA/OR/WA/SBC","NA","x","36.796300000000002","-121.8205","2018","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","FIBB","z0196829",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,274,236,"Yes","Yes",NA
"150",197682,197682,"NA","NA","NA","NA","SMX","M","E1_E11","NA","CCES","SMX","NA","x","37.474499999999999","-122.5436","2018","BIOPSY-CASCADIA","John","NA","44503","Yes, collaborator","NA","Nico, FIBB","z0197682",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,274,226,"Yes","Yes",NA
