Ind.ID origin.pop pred.pop CentAm-CA.OR.WA HI-WA.SBC MnMx-CA.OR.WA
CentAm-CA.OR.WA_z0029863 CentAm-CA.OR.WA HI-WA.SBC 0.466862185472376 0.469665275155721 0.0634725393719028
CentAm-CA.OR.WA_z0029864 CentAm-CA.OR.WA HI-WA.SBC 0.438356387799297 0.530420973134086 0.0312226390666166
CentAm-CA.OR.WA_z0045333 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.600957505998084 0.396179803282064 0.00286269071985156
CentAm-CA.OR.WA_z0045337 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.662018606335342 0.334620462192256 0.00336093147240257
CentAm-CA.OR.WA_z0045370 CentAm-CA.OR.WA HI-WA.SBC 0.43824944964747 0.525135943077222 0.0366146072753086
CentAm-CA.OR.WA_z0051891 CentAm-CA.OR.WA HI-WA.SBC 0.279316769739719 0.668345176815347 0.0523380534449343
CentAm-CA.OR.WA_z0053754 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.659238156449536 0.305018507517203 0.0357433360332614
CentAm-CA.OR.WA_z0053759 CentAm-CA.OR.WA HI-WA.SBC 0.474563675453001 0.518984403660549 0.00645192088645053
CentAm-CA.OR.WA_z0053847 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.548757302177671 0.436782433646404 0.0144602641759241
CentAm-CA.OR.WA_z0056375 CentAm-CA.OR.WA HI-WA.SBC 0.350980164599521 0.624715883749974 0.0243039516505048
CentAm-CA.OR.WA_z0056393 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.546390954107505 0.4405229550974 0.013086090795096
CentAm-CA.OR.WA_z0056395 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.635917234131336 0.352838283427087 0.0112444824415762
CentAm-CA.OR.WA_z0175912 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.547819971695133 0.442371196108431 0.0098088321964365
CentAm-CA.OR.WA_z0175916 CentAm-CA.OR.WA HI-WA.SBC 0.260829321288017 0.703840464231304 0.0353302144806788
CentAm-CA.OR.WA_z0187857 CentAm-CA.OR.WA HI-WA.SBC 0.433499765367879 0.555235841164902 0.0112643934672191
CentAm-CA.OR.WA_z0187860 CentAm-CA.OR.WA HI-WA.SBC 0.217595096717264 0.735414517448273 0.0469903858344625
CentAm-CA.OR.WA_z0196730 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.752654468141132 0.245609727630113 0.00173580422875432
CentAm-CA.OR.WA_z0196758 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.761198530301167 0.224354324331854 0.0144471453669792
CentAm-CA.OR.WA_z0196810 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.512751743846901 0.475181178742761 0.0120670774103373
HI-WA.SBC_207778 MnMx-CA.OR.WA HI-WA.SBC 0.277311973234144 0.666261738254885 0.0564262885109718
HI-WA.SBC_z0195655 MnMx-CA.OR.WA HI-WA.SBC 0.225989391029569 0.734783361132678 0.0392272478377529
MnMx-CA.OR.WA_z0029860 HI-WA.SBC HI-WA.SBC 0.388365245885528 0.542655409799938 0.0689793443145341
MnMx-CA.OR.WA_z0045326 HI-WA.SBC HI-WA.SBC 0.211154648830372 0.74277400141685 0.0460713497527783
MnMx-CA.OR.WA_z0045347 HI-WA.SBC HI-WA.SBC 0.366175862177965 0.608741809364749 0.0250823284572855
MnMx-CA.OR.WA_z0045398 HI-WA.SBC HI-WA.SBC 0.344084122082658 0.594291602850775 0.0616242750665674
MnMx-CA.OR.WA_z0045404 HI-WA.SBC HI-WA.SBC 0.34220443268286 0.546503500969504 0.111292066347635
MnMx-CA.OR.WA_z0045405 HI-WA.SBC HI-WA.SBC 0.149171918922662 0.797821412561619 0.0530066685157189
MnMx-CA.OR.WA_z0051895 HI-WA.SBC HI-WA.SBC 0.384702103760899 0.601893889899884 0.0134040063392171
MnMx-CA.OR.WA_z0051939 HI-WA.SBC HI-WA.SBC 0.394883294805585 0.587531142021753 0.0175855631726622
MnMx-CA.OR.WA_z0051959 HI-WA.SBC HI-WA.SBC 0.373162608128384 0.581969627007941 0.044867764863675
MnMx-CA.OR.WA_z0061967 HI-WA.SBC HI-WA.SBC 0.348430841353382 0.570240430421613 0.0813287282250047
MnMx-CA.OR.WA_z0068471 HI-WA.SBC CentAm-CA.OR.WA 0.52763344594108 0.467505563389773 0.00486099066914697
