Ind.ID origin.pop pred.pop CentAm-CA.OR.WA HI-WA.SBC MnMx-CA.OR.WA
CentAm-CA.OR.WA_z0011944 CentAm-CA.OR.WA HI-WA.SBC 0.215142679387388 0.746903236848955 0.0379540837636576
CentAm-CA.OR.WA_z0029829 CentAm-CA.OR.WA HI-WA.SBC 0.236581504856143 0.762375542414965 0.00104295272889179
CentAm-CA.OR.WA_z0029846 CentAm-CA.OR.WA HI-WA.SBC 0.40296747716712 0.585872077438734 0.011160445394146
CentAm-CA.OR.WA_z0045350 CentAm-CA.OR.WA HI-WA.SBC 0.253737426427942 0.741132772827104 0.00512980074495479
CentAm-CA.OR.WA_z0045401 CentAm-CA.OR.WA HI-WA.SBC 0.299505279185555 0.692813236730135 0.00768148408430993
CentAm-CA.OR.WA_z0045792 CentAm-CA.OR.WA HI-WA.SBC 0.402556440197864 0.596663403027389 0.000780156774747124
CentAm-CA.OR.WA_z0051324 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.682443894250567 0.310683639469986 0.00687246627944713
CentAm-CA.OR.WA_z0051328 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.839419830527601 0.156238991190184 0.00434117828221472
CentAm-CA.OR.WA_z0051380 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.875672075890585 0.124050268519653 0.00027765558976174
CentAm-CA.OR.WA_z0051947 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.702136892548014 0.293018067474867 0.00484503997711981
CentAm-CA.OR.WA_z0053756 CentAm-CA.OR.WA HI-WA.SBC 0.479478210966835 0.519707764362002 0.000814024671162307
CentAm-CA.OR.WA_z0053843 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.589773737365058 0.408512573282332 0.0017136893526095
CentAm-CA.OR.WA_z0053844 CentAm-CA.OR.WA HI-WA.SBC 0.488940566958018 0.50938873328191 0.00167069976007189
CentAm-CA.OR.WA_z0056386 CentAm-CA.OR.WA HI-WA.SBC 0.473945964064195 0.524443522661336 0.00161051327446874
CentAm-CA.OR.WA_z0056392 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.710709179288146 0.28892528968646 0.000365531025394502
CentAm-CA.OR.WA_z0056397 CentAm-CA.OR.WA HI-WA.SBC 0.446594214426922 0.510780655278168 0.0426251302949096
CentAm-CA.OR.WA_z0101084 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.631978072406826 0.358876457269396 0.00914547032377755
CentAm-CA.OR.WA_z0108513 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.512518252354062 0.476620546176564 0.0108612014693743
CentAm-CA.OR.WA_z0195726 CentAm-CA.OR.WA HI-WA.SBC 0.215744651304694 0.783310414512 0.000944934183306852
CentAm-CA.OR.WA_z0196794 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.734248418819815 0.262686411092406 0.00306517008777889
HI-WA.SBC_z0196828 MnMx-CA.OR.WA HI-WA.SBC 0.471281157102323 0.509608278568267 0.0191105643294106
HI-WA.SBC_z0196852 MnMx-CA.OR.WA HI-WA.SBC 0.45834793448066 0.51835845701562 0.0232936085037203
MnMx-CA.OR.WA_z0037607 HI-WA.SBC HI-WA.SBC 0.136959672921136 0.849519485666863 0.0135208414120015
MnMx-CA.OR.WA_z0045371 HI-WA.SBC HI-WA.SBC 0.369009802058344 0.555244172638004 0.075746025303652
MnMx-CA.OR.WA_z0051327 HI-WA.SBC HI-WA.SBC 0.367154257255404 0.624280911563646 0.00856483118095025
