Ind.ID origin.pop pred.pop CentAm-CA.OR.WA HI-WA.SBC MnMx-CA.OR.WA
CentAm-CA.OR.WA_z0016578 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.748306502390736 0.250789380358166 0.000904117251098668
CentAm-CA.OR.WA_z0045331 CentAm-CA.OR.WA HI-WA.SBC 0.234735025013592 0.765102883855536 0.000162091130872008
CentAm-CA.OR.WA_z0045342 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.52707295719743 0.472758621456975 0.000168421345594796
CentAm-CA.OR.WA_z0051893 CentAm-CA.OR.WA HI-WA.SBC 0.458988446347978 0.499990972453093 0.0410205811989289
CentAm-CA.OR.WA_z0053842 CentAm-CA.OR.WA HI-WA.SBC 0.10015306702332 0.899679427604937 0.000167505371743702
CentAm-CA.OR.WA_z0053849 CentAm-CA.OR.WA HI-WA.SBC 0.347718039767414 0.650024300631391 0.0022576596011951
CentAm-CA.OR.WA_z0056374 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.864548938317066 0.135435345587485 1.57160954493333e-05
CentAm-CA.OR.WA_z0056378 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.59404637283992 0.404008678981982 0.00194494817809891
CentAm-CA.OR.WA_z0056384 CentAm-CA.OR.WA HI-WA.SBC 0.355509332507465 0.638595978928086 0.00589468856444819
CentAm-CA.OR.WA_z0056389 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.804438743852585 0.195409283114231 0.000151973033184441
CentAm-CA.OR.WA_z0056391 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.805910097682568 0.193963709402923 0.000126192914509435
CentAm-CA.OR.WA_z0056394 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.578623806422009 0.416050142547417 0.00532605103057375
CentAm-CA.OR.WA_z0066792 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.526313176599317 0.471766146494807 0.00192067690587581
CentAm-CA.OR.WA_z0173485 CentAm-CA.OR.WA HI-WA.SBC 0.117959008443689 0.807803324968352 0.074237666587959
CentAm-CA.OR.WA_z0178348 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.823630334303221 0.176292583326421 7.70823703577577e-05
CentAm-CA.OR.WA_z0196733 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.668077956268038 0.331080066469032 0.000841977262930473
CentAm-CA.OR.WA_z0196746 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.845074850677698 0.154686431812746 0.000238717509556413
CentAm-CA.OR.WA_z0196811 CentAm-CA.OR.WA HI-WA.SBC 0.448442051334044 0.547697723747132 0.00386022491882458
CentAm-CA.OR.WA_z0197662 CentAm-CA.OR.WA HI-WA.SBC 0.276144952123206 0.72294387805619 0.000911169820604353
HI-WA.SBC_z0051888 MnMx-CA.OR.WA HI-WA.SBC 0.081634405554087 0.865828299199661 0.0525372952462521
HI-WA.SBC_z0195688 MnMx-CA.OR.WA HI-WA.SBC 0.276986832815607 0.701432686327126 0.021580480857267
HI-WA.SBC_z0196855 MnMx-CA.OR.WA CentAm-CA.OR.WA 0.515980689418584 0.482515062308733 0.00150424827268333
MnMx-CA.OR.WA_z0005758 HI-WA.SBC HI-WA.SBC 0.373261405377417 0.619754479969265 0.00698411465331825
MnMx-CA.OR.WA_z0016577 HI-WA.SBC HI-WA.SBC 0.261827752630461 0.723791878522285 0.0143803688472538
MnMx-CA.OR.WA_z0016579 HI-WA.SBC HI-WA.SBC 0.448503364180431 0.546770831321346 0.00472580449822228
MnMx-CA.OR.WA_z0029828 HI-WA.SBC HI-WA.SBC 0.265760180985522 0.733306397988442 0.000933421026036091
MnMx-CA.OR.WA_z0037609 HI-WA.SBC HI-WA.SBC 0.0955378364164082 0.87169193067311 0.0327702329104818
MnMx-CA.OR.WA_z0045793 HI-WA.SBC HI-WA.SBC 0.252446670347479 0.747469497680254 8.38319722665386e-05
MnMx-CA.OR.WA_z0051400 HI-WA.SBC HI-WA.SBC 0.267956603231606 0.729684730209623 0.00235866655877064
MnMx-CA.OR.WA_z0051875 HI-WA.SBC MnMx-CA.OR.WA 0.00110974132382819 0.0324967325027171 0.966393526173455
MnMx-CA.OR.WA_z0051885 HI-WA.SBC HI-WA.SBC 0.29038786931965 0.708819435274268 0.000792695406081679
MnMx-CA.OR.WA_z0053051 HI-WA.SBC HI-WA.SBC 0.0915537213545901 0.907416471250307 0.00102980739510257
MnMx-CA.OR.WA_z0053054 HI-WA.SBC HI-WA.SBC 0.235814255017691 0.73990578442267 0.0242799605596387
MnMx-CA.OR.WA_z0066166 HI-WA.SBC HI-WA.SBC 0.340805580325245 0.659099092989482 9.53266852728175e-05
MnMx-CA.OR.WA_z0187819 HI-WA.SBC CentAm-CA.OR.WA 0.638891521686486 0.361088177274621 2.0301038893007e-05
MnMx-CA.OR.WA_z0195718 HI-WA.SBC CentAm-CA.OR.WA 0.841583817643557 0.158379935465322 3.62468911212593e-05
MnMx-CA.OR.WA_z0195737 HI-WA.SBC HI-WA.SBC 0.244420378586904 0.725041983497646 0.0305376379154498
MnMx-CA.OR.WA_z0195740 HI-WA.SBC HI-WA.SBC 0.123189090986638 0.771335005283271 0.105475903730091
MnMx-CA.OR.WA_z0195784 HI-WA.SBC HI-WA.SBC 0.337506440147075 0.660448467296615 0.0020450925563106
MnMx-CA.OR.WA_z0196731 HI-WA.SBC HI-WA.SBC 0.410427255986103 0.579823559560298 0.0097491844535993
MnMx-CA.OR.WA_z0196739 HI-WA.SBC HI-WA.SBC 0.383296620706457 0.61324785987972 0.00345551941382264
MnMx-CA.OR.WA_z0196752 HI-WA.SBC CentAm-CA.OR.WA 0.828333364384372 0.171028824598429 0.000637811017199136
