Ind.ID origin.pop pred.pop CentAm-CA.OR.WA HI-WA.SBC MnMx-CA.OR.WA
CentAm-CA.OR.WA_z0011944 CentAm-CA.OR.WA HI-WA.SBC 0.414949639676648 0.575512169134739 0.00953819118861356
CentAm-CA.OR.WA_z0029863 CentAm-CA.OR.WA HI-WA.SBC 0.268196708008289 0.721598057181119 0.0102052348105923
CentAm-CA.OR.WA_z0045332 CentAm-CA.OR.WA HI-WA.SBC 0.301809013500388 0.693408313381318 0.00478267311829313
CentAm-CA.OR.WA_z0045342 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.531456015748086 0.467199922980432 0.00134406127148262
CentAm-CA.OR.WA_z0045350 CentAm-CA.OR.WA HI-WA.SBC 0.229276252130393 0.736078886838484 0.0346448610311233
CentAm-CA.OR.WA_z0045401 CentAm-CA.OR.WA HI-WA.SBC 0.40499481725772 0.588576441350089 0.00642874139219047
CentAm-CA.OR.WA_z0045792 CentAm-CA.OR.WA HI-WA.SBC 0.397583989898369 0.60069802277037 0.00171798733126054
CentAm-CA.OR.WA_z0051380 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.578373229448646 0.420367956974547 0.00125881357680629
CentAm-CA.OR.WA_z0051893 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.520241914120366 0.45542665741497 0.024331428464664
CentAm-CA.OR.WA_z0051929 CentAm-CA.OR.WA HI-WA.SBC 0.460637717871333 0.488360460321285 0.0510018218073819
CentAm-CA.OR.WA_z0053756 CentAm-CA.OR.WA HI-WA.SBC 0.412024074905094 0.570855793711787 0.0171201313831189
CentAm-CA.OR.WA_z0053759 CentAm-CA.OR.WA HI-WA.SBC 0.400732187003836 0.598169959927587 0.00109785306857668
CentAm-CA.OR.WA_z0053844 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.552244730575915 0.43991678872454 0.00783848069954494
CentAm-CA.OR.WA_z0056374 CentAm-CA.OR.WA HI-WA.SBC 0.498777443701368 0.500371860275678 0.000850696022954123
CentAm-CA.OR.WA_z0056375 CentAm-CA.OR.WA HI-WA.SBC 0.353500235113469 0.641005121248992 0.00549464363753893
CentAm-CA.OR.WA_z0056378 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.568210049596418 0.417294888939417 0.014495061464165
CentAm-CA.OR.WA_z0056389 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.694041669390542 0.28951269294512 0.0164456376643378
CentAm-CA.OR.WA_z0056392 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.655160811979765 0.343910222185588 0.000928965834646823
CentAm-CA.OR.WA_z0101084 CentAm-CA.OR.WA HI-WA.SBC 0.426683168095518 0.568030233403988 0.00528659850049437
CentAm-CA.OR.WA_z0175912 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.631966765523055 0.359043538936133 0.00898969554081145
CentAm-CA.OR.WA_z0178348 CentAm-CA.OR.WA HI-WA.SBC 0.389734189931156 0.607871465300185 0.00239434476865895
CentAm-CA.OR.WA_z0195726 CentAm-CA.OR.WA HI-WA.SBC 0.179866987747243 0.818651361160954 0.0014816510918031
CentAm-CA.OR.WA_z0196730 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.91398689778053 0.0852764215694458 0.00073668065002434
CentAm-CA.OR.WA_z0196733 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.622769979941833 0.368526769956922 0.00870325010124542
CentAm-CA.OR.WA_z0196804 CentAm-CA.OR.WA HI-WA.SBC 0.185379473739467 0.813413244892572 0.00120728136796044
CentAm-CA.OR.WA_z0196811 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.615610611371911 0.340416511027137 0.0439728776009523
HI-WA.SBC_207778 MnMx-CA.OR.WA HI-WA.SBC 0.403311841589884 0.538248532233135 0.0584396261769813
HI-WA.SBC_z0195655 MnMx-CA.OR.WA CentAm-CA.OR.WA 0.490806488897198 0.488293684614724 0.0208998264880782
HI-WA.SBC_z0195688 MnMx-CA.OR.WA HI-WA.SBC 0.354296519397834 0.550176210418154 0.0955272701840115
MnMx-CA.OR.WA_z0005757 HI-WA.SBC CentAm-CA.OR.WA 0.645764513525005 0.349093502293128 0.00514198418186759
MnMx-CA.OR.WA_z0045404 HI-WA.SBC HI-WA.SBC 0.344065131324177 0.623792427481699 0.0321424411941241
MnMx-CA.OR.WA_z0045405 HI-WA.SBC HI-WA.SBC 0.152218923597422 0.834427369381639 0.0133537070209391
MnMx-CA.OR.WA_z0051327 HI-WA.SBC HI-WA.SBC 0.381262591180832 0.595190625937732 0.0235467828814365
MnMx-CA.OR.WA_z0051400 HI-WA.SBC CentAm-CA.OR.WA 0.491926854583504 0.482140658853768 0.0259324865627282
MnMx-CA.OR.WA_z0051885 HI-WA.SBC HI-WA.SBC 0.251781882241544 0.74370637709151 0.00451174066694572
MnMx-CA.OR.WA_z0051959 HI-WA.SBC HI-WA.SBC 0.35140268571991 0.623864010918455 0.0247333033616349
MnMx-CA.OR.WA_z0053051 HI-WA.SBC HI-WA.SBC 0.36027238763013 0.634528583047425 0.00519902932244583
MnMx-CA.OR.WA_z0053054 HI-WA.SBC HI-WA.SBC 0.244276092425716 0.746947197230225 0.00877671034405936
MnMx-CA.OR.WA_z0061967 HI-WA.SBC CentAm-CA.OR.WA 0.622049770147195 0.275875731778547 0.102074498074258
MnMx-CA.OR.WA_z0107099 HI-WA.SBC CentAm-CA.OR.WA 0.642182379339786 0.340564068572348 0.0172535520878659
MnMx-CA.OR.WA_z0108528 HI-WA.SBC HI-WA.SBC 0.36697816651313 0.626260043342773 0.00676179014409724
MnMx-CA.OR.WA_z0175371 HI-WA.SBC HI-WA.SBC 0.251807615007486 0.717986285446397 0.0302060995461176
MnMx-CA.OR.WA_z0195663 HI-WA.SBC HI-WA.SBC 0.163887562603413 0.83132269312132 0.0047897442752679
MnMx-CA.OR.WA_z0195701 HI-WA.SBC CentAm-CA.OR.WA 0.504467262100833 0.491718999190014 0.00381373870915226
MnMx-CA.OR.WA_z0195704 HI-WA.SBC HI-WA.SBC 0.439743889961665 0.554642049078662 0.00561406095967281
MnMx-CA.OR.WA_z0195725 HI-WA.SBC CentAm-CA.OR.WA 0.521834491923426 0.44812665421412 0.0300388538624541
MnMx-CA.OR.WA_z0195740 HI-WA.SBC HI-WA.SBC 0.131478904190632 0.863771621241719 0.00474947456764848
MnMx-CA.OR.WA_z0195751 HI-WA.SBC HI-WA.SBC 0.49193659270347 0.497076202480363 0.0109872048161673
MnMx-CA.OR.WA_z0195784 HI-WA.SBC HI-WA.SBC 0.305807021156663 0.690300603758109 0.0038923750852285
MnMx-CA.OR.WA_z0196715 HI-WA.SBC HI-WA.SBC 0.157495360550278 0.841260136797458 0.00124450265226374
MnMx-CA.OR.WA_z0196731 HI-WA.SBC CentAm-CA.OR.WA 0.525685175990282 0.451252898014614 0.0230619259951036
MnMx-CA.OR.WA_z0196734 HI-WA.SBC CentAm-CA.OR.WA 0.447468372826881 0.439175611645 0.113356015528119
MnMx-CA.OR.WA_z0196751 HI-WA.SBC CentAm-CA.OR.WA 0.523990569060492 0.460025375214089 0.0159840557254192
MnMx-CA.OR.WA_z0196754 HI-WA.SBC HI-WA.SBC 0.417278007126398 0.569661112861071 0.0130608800125313
MnMx-CA.OR.WA_z0196825 HI-WA.SBC HI-WA.SBC 0.432770977170089 0.468945830850679 0.0982831919792317
MnMx-CA.OR.WA_z0196834 HI-WA.SBC HI-WA.SBC 0.101914362874986 0.89670470336178 0.00138093376323452
MnMx-CA.OR.WA_z0196841 HI-WA.SBC HI-WA.SBC 0.432163053507836 0.564055198744883 0.0037817477472814
MnMx-CA.OR.WA_z0196864 HI-WA.SBC HI-WA.SBC 0.188917275189634 0.780038512692873 0.0310442121174925
