Ind.ID origin.pop pred.pop CentAm-CA.OR.WA HI-WA.SBC MnMx-CA.OR.WA
CentAm-CA.OR.WA_z0011944 CentAm-CA.OR.WA HI-WA.SBC 0.2491600590983 0.742009190619181 0.0088307502825195
CentAm-CA.OR.WA_z0029829 CentAm-CA.OR.WA HI-WA.SBC 0.273887397795532 0.725291175662736 0.000821426541732171
CentAm-CA.OR.WA_z0029846 CentAm-CA.OR.WA HI-WA.SBC 0.426851930674117 0.571169367021334 0.00197870230454929
CentAm-CA.OR.WA_z0045350 CentAm-CA.OR.WA HI-WA.SBC 0.269885460964677 0.729493918635861 0.000620620399461828
CentAm-CA.OR.WA_z0045401 CentAm-CA.OR.WA HI-WA.SBC 0.237832545137206 0.758440596863138 0.00372685799965515
CentAm-CA.OR.WA_z0045792 CentAm-CA.OR.WA HI-WA.SBC 0.33099552044294 0.668109222968022 0.000895256589037907
CentAm-CA.OR.WA_z0051324 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.748973663459325 0.250307164216633 0.000719172324042075
CentAm-CA.OR.WA_z0051328 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.813298635908628 0.186302362570226 0.000399001521146245
CentAm-CA.OR.WA_z0051380 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.880106268868037 0.1198849414262 8.78970576325389e-06
CentAm-CA.OR.WA_z0051947 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.676828410377044 0.321683052018214 0.00148853760474202
CentAm-CA.OR.WA_z0053756 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.546950545529828 0.45286315796261 0.00018629650756131
CentAm-CA.OR.WA_z0053843 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.710999714571531 0.288753600392167 0.000246685036301988
CentAm-CA.OR.WA_z0053844 CentAm-CA.OR.WA HI-WA.SBC 0.380146275289442 0.619321793080499 0.000531931630058705
CentAm-CA.OR.WA_z0056386 CentAm-CA.OR.WA HI-WA.SBC 0.478469279462583 0.521142417664595 0.000388302872822146
CentAm-CA.OR.WA_z0056392 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.697924534722395 0.3020542108162 2.12544614044538e-05
CentAm-CA.OR.WA_z0056397 CentAm-CA.OR.WA HI-WA.SBC 0.411468037548392 0.571896259663397 0.0166357027882113
CentAm-CA.OR.WA_z0101084 CentAm-CA.OR.WA HI-WA.SBC 0.444065601173594 0.553644188009926 0.00229021081648001
CentAm-CA.OR.WA_z0108513 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.533761857265518 0.461641706312437 0.0045964364220453
CentAm-CA.OR.WA_z0195726 CentAm-CA.OR.WA HI-WA.SBC 0.188571806554543 0.811221543002425 0.000206650443031364
CentAm-CA.OR.WA_z0196794 CentAm-CA.OR.WA CentAm-CA.OR.WA 0.761233964696514 0.23820671467607 0.000559320627416039
HI-WA.SBC_z0196828 MnMx-CA.OR.WA HI-WA.SBC 0.428253085892625 0.56539195724102 0.00635495686635564
HI-WA.SBC_z0196852 MnMx-CA.OR.WA HI-WA.SBC 0.449700944543523 0.542793952749041 0.00750510270743543
MnMx-CA.OR.WA_z0037607 HI-WA.SBC HI-WA.SBC 0.106387540237182 0.883685656008546 0.00992680375427197
MnMx-CA.OR.WA_z0045371 HI-WA.SBC HI-WA.SBC 0.332064654808688 0.647936418228369 0.0199989269629429
MnMx-CA.OR.WA_z0051327 HI-WA.SBC HI-WA.SBC 0.431895997919496 0.565680702288861 0.00242329979164353
MnMx-CA.OR.WA_z0051431 HI-WA.SBC HI-WA.SBC 0.0478420555059383 0.770670196836016 0.181487747658046
MnMx-CA.OR.WA_z0051918 HI-WA.SBC HI-WA.SBC 0.147875599908679 0.848427845205249 0.00369655488607159
MnMx-CA.OR.WA_z0107099 HI-WA.SBC CentAm-CA.OR.WA 0.51163463141725 0.483742368760599 0.0046229998221513
MnMx-CA.OR.WA_z0108528 HI-WA.SBC HI-WA.SBC 0.33810995077013 0.651955262439255 0.00993478679061553
MnMx-CA.OR.WA_z0195663 HI-WA.SBC HI-WA.SBC 0.168944633031091 0.820832733260203 0.0102226337087063
MnMx-CA.OR.WA_z0195691 HI-WA.SBC HI-WA.SBC 0.103385951205811 0.895560905306971 0.00105314348721804
MnMx-CA.OR.WA_z0195701 HI-WA.SBC HI-WA.SBC 0.464459753654932 0.534176268077484 0.00136397826758456
MnMx-CA.OR.WA_z0195762 HI-WA.SBC CentAm-CA.OR.WA 0.57298962403378 0.424963488207377 0.00204688775884343
MnMx-CA.OR.WA_z0196710 HI-WA.SBC HI-WA.SBC 0.1219119908724 0.865759088961481 0.012328920166119
MnMx-CA.OR.WA_z0196724 HI-WA.SBC HI-WA.SBC 0.257037556183047 0.741873161664826 0.00108928215212678
MnMx-CA.OR.WA_z0196734 HI-WA.SBC HI-WA.SBC 0.312665471892528 0.675338598720641 0.0119959293868304
MnMx-CA.OR.WA_z0196764 HI-WA.SBC HI-WA.SBC 0.297900030618868 0.701619162755872 0.000480806625259403
MnMx-CA.OR.WA_z0196769 HI-WA.SBC HI-WA.SBC 0.361696952020338 0.633491154460876 0.0048118935187858
MnMx-CA.OR.WA_z0196829 HI-WA.SBC HI-WA.SBC 0.448566927508415 0.53843953988645 0.0129935326051344
MnMx-CA.OR.WA_z0196834 HI-WA.SBC HI-WA.SBC 0.0444566872360765 0.945678191650683 0.00986512111324023
MnMx-CA.OR.WA_z0196835 HI-WA.SBC CentAm-CA.OR.WA 0.541564517024211 0.451423211110563 0.00701227186522619
