"","labID","genos","missing"
"1","z0011944",316,6
"2","z0016578",254,68
"3","z0018264",320,2
"4","z0029829",278,44
"5","z0029831",7,315
"6","z0029833",321,1
"7","z0029846",1,321
"8","z0029846b",24,298
"9","z0029863",94,228
"10","z0029864",239,83
"11","z0037611",37,285
"12","z0037624",173,149
"13","z0040334",306,16
"14","z0040345",225,97
"15","z0040345b",304,18
"16","z0040363",254,68
"17","z0045329",320,2
"18","z0045331",288,34
"19","z0045332",300,22
"20","z0045333",210,112
"21","z0045337",303,19
"22","z0045342",279,43
"23","z0045350",315,7
"24","z0045350b",316,6
"25","z0045357",321,1
"26","z0045358",313,9
"27","z0045401",1,321
"28","z0045792",17,305
"29","z0051185",303,19
"30","z0051324",23,299
"31","z0051324b",74,248
"32","z0051326",217,105
"33","z0051328",11,311
"34","z0051380",46,276
"35","z0051402b",321,1
"36","z0051404",294,28
"37","z0051891",312,10
"38","z0051893",309,13
"39","z0051898",319,3
"40","z0051899",302,20
"41","z0051929",105,217
"42","z0051947",310,12
"43","z0051968",300,22
"44","z0053055",19,303
"45","z0053754",317,5
"46","z0053756",3,319
"47","z0053757b",101,221
"48","z0053758",238,84
"49","z0053759",317,5
"50","z0053760",80,242
"51","z0053842",31,291
"52","z0053843",300,22
"53","z0053844",276,46
"54","z0053845",2,320
"55","z0053846",1,321
"56","z0053847",315,7
"57","z0053849",306,16
"58","z0056374",139,183
"59","z0056375",314,8
"60","z0056377",315,7
"61","z0056378",309,13
"62","z0056378b",312,10
"63","z0056380",1,321
"64","z0056382",306,16
"65","z0056384",309,13
"66","z0056386",291,31
"67","z0056389",124,198
"68","z0056391",317,5
"69","z0056392",221,101
"70","z0056393",292,30
"71","z0056394",318,4
"72","z0056395",266,56
"73","z0056397",318,4
"74","z0056399",312,10
"75","z0061980",316,6
"76","z0066792",1,321
"77","z0066792b",309,13
"78","z0107055",320,2
"79","z0107073",321,1
"80","z0107080",306,16
"81","z0107101",289,33
"82","z0108480",312,10
"83","z0108489",238,84
"84","z0108508",294,28
"85","z0108508b",317,5
"86","z0108513",2,320
"87","z0133302",261,61
"88","z0173485",308,14
"89","z0175377",316,6
"90","z0175915",127,195
"91","z0175916",158,164
"92","z0175927",198,124
"93","z0175928",317,5
"94","z0175937",291,31
"95","z0175937b",303,19
"96","z0178294",1,321
"97","z0178296",1,321
"98","z0178348",281,41
"99","z0187811",2,320
"100","z0187842",313,9
"101","z0187857",1,321
"102","z0187859",163,159
"103","z0187860",316,6
"104","z0187860b",317,5
"105","z0187868",11,311
"106","z0187868b",250,72
"107","z0187906",288,34
"108","z0187911",1,321
"109","z0195258",5,317
"110","z0195644",265,57
"111","z0195650",24,298
"112","z0195651",80,242
"113","z0195653",1,321
"114","z0195653b",3,319
"115","z0195657",13,309
"116","z0195659",9,313
"117","z0195664",1,321
"118","z0195665",1,321
"119","z0195667",71,251
"120","z0195668",11,311
"121","z0195670",1,321
"122","z0195671",1,321
"123","z0195673",4,318
"124","z0195675",1,321
"125","z0195677",106,216
"126","z0195678",1,321
"127","z0195679",1,321
"128","z0195682",1,321
"129","z0195684",1,321
"130","z0195689",30,292
"131","z0195693",1,321
"132","z0195697",269,53
"133","z0195700",305,17
"134","z0195703",310,12
"135","z0195706",317,5
"136","z0195707",318,4
"137","z0195708",317,5
"138","z0195709",319,3
"139","z0195710",318,4
"140","z0195712",319,3
"141","z0195713",321,1
"142","z0195713b",320,2
"143","z0195714",318,4
"144","z0195715",311,11
"145","z0195717",319,3
"146","z0195720",275,47
"147","z0195721",1,321
"148","z0195722",316,6
"149","z0195726",233,89
"150","z0195727",289,33
"151","z0195729",294,28
"152","z0195730",317,5
"153","z0195733",320,2
"154","z0195735",321,1
"155","z0195736",35,287
"156","z0195738",319,3
"157","z0195739",310,12
"158","z0195741",311,11
"159","z0195742",320,2
"160","z0195742b",320,2
"161","z0195743",318,4
"162","z0195748",321,1
"163","z0195755",1,321
"164","z0195756",1,321
"165","z0195759",2,320
"166","z0195769b",1,321
"167","z0195770",1,321
"168","z0195771",8,314
"169","z0195772",14,308
"170","z0195773",4,318
"171","z0195775",1,321
"172","z0195776",1,321
"173","z0195777",1,321
"174","z0195778",1,321
"175","z0195780",1,321
"176","z0195781",5,317
"177","z0195782",43,279
"178","z0195787",1,321
"179","z0196707",320,2
"180","z0196708",270,52
"181","z0196709",309,13
"182","z0196714",319,3
"183","z0196718",318,4
"184","z0196721",288,34
"185","z0196722",309,13
"186","z0196723",111,211
"187","z0196726",310,12
"188","z0196727",311,11
"189","z0196728",306,16
"190","z0196728b",307,15
"191","z0196730",296,26
"192","z0196732",305,17
"193","z0196733",191,131
"194","z0196736",308,14
"195","z0196736b",314,8
"196","z0196737",299,23
"197","z0196738",215,107
"198","z0196741",261,61
"199","z0196742",319,3
"200","z0196743",300,22
"201","z0196744",306,16
"202","z0196746",312,10
"203","z0196747",304,18
"204","z0196748",312,10
"205","z0196749",318,4
"206","z0196750",301,21
"207","z0196753",311,11
"208","z0196755",233,89
"209","z0196755b",298,24
"210","z0196756",319,3
"211","z0196757",318,4
"212","z0196758",315,7
"213","z0196759",297,25
"214","z0196760",316,6
"215","z0196761",303,19
"216","z0196762",262,60
"217","z0196762b",302,20
"218","z0196765",310,12
"219","z0196767",307,15
"220","z0196768",307,15
"221","z0196770",283,39
"222","z0196772",313,9
"223","z0196773",304,18
"224","z0196775",313,9
"225","z0196777",315,7
"226","z0196778",314,8
"227","z0196781",315,7
"228","z0196783",319,3
"229","z0196792",1,321
"230","z0196793",260,62
"231","z0196794",306,16
"232","z0196795",273,49
"233","z0196800",226,96
"234","z0196804",271,51
"235","z0196806",137,185
"236","z0196810",1,321
"237","z0196811",35,287
"238","z0196812",104,218
"239","z0196822",317,5
"240","z0196823",318,4
"241","z0196826",312,10
"242","z0196830",215,107
"243","z0196831",309,13
"244","z0196832",240,82
"245","z0196833",259,63
"246","z0196833b",313,9
"247","z0196838",1,321
"248","z0196840",1,321
"249","z0196842",114,208
"250","z0196844",1,321
"251","z0196845",16,306
"252","z0196847",6,316
"253","z0196848",317,5
"254","z0196850",1,321
"255","z0196851",1,321
"256","z0196854",317,5
"257","z0196854b",318,4
"258","z0196858",165,157
"259","z0196859",320,2
"260","z0196860",317,5
"261","z0196861",318,4
"262","z0196862",317,5
"263","z0196863",311,11
"264","z0196865",313,9
"265","z0196886",248,74
"266","z0196887",14,308
"267","z0196888",1,321
"268","z0196891",11,311
"269","z0196892",28,294
"270","z0197658",68,254
"271","z0197658b",308,14
"272","z0197659",266,56
"273","z0197660",150,172
"274","z0197662",277,45
"275","z0197664",1,321
"276","z0197665",313,9
"277","z0197671",1,321
"278","z0197671b",268,54
"279","z0197673",294,28
"280","z0197679",319,3
