AnimalID,LABID.x,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX,HAP,mito.haps,USE,GTseq.stratum,Optimization.sample,Main.run,Latitude,Longitude,YR,SOURCE,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,LABID.y,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin,Include on 3rd MiSeq run
195766,195766,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,42.3983,-124.5181,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195766,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,No
195775,195775,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,42.2829,-124.4542,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195775,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,No
195779,195779,NA,NA,NA,NA,NA,M,F3,NA,CCES,NA,NA,x,40.7154,-124.4858,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195779,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,No
51945,51945,NA,NA,NA,NA,SMX,F,F3,NA,NA,SMX,NA,x,38.05,-123.433333,2005,BIOPSY-CASCADIA,John,Added Dec 15,NA,NA,MMOBiDiC-PUBLIC,NA,z0051945,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,No
195690,195690,NA,NA,NA,NA,SMX,M,Aplus,NA,CCES,SMX,NA,x,47.456,-124.8794,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195690,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,No
61976,61976,NA,NA,NA,MixCM,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,38,-123.333333,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0061976,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,0,No
178294,178294,NA,NA,NA,MMex,CentAm,M,F2,MnMito38N,mito,CentAm,NA,x,37.557166,-122.559666,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0178294,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,1,No
45344,45344,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,A3,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,36.8,-122.05,2004,BIOPSY-CASCADIA,NA,Added Nov 29,NA,NA,NA,FIBB,z0045344,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,0,No
51399,51399,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E7,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,48.25,-125.65,2005,BIOPSY-SWFSC-CSCAPE,NA,Added 1.10.22,NA,NA,NA,Nico,z0051399,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,No
195642,195642,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E4,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,48.4305,-124.7142,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195642,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,No
195754,195754,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E7,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.0478,-124.7706,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,z0195754,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,No
55945,55945,NA,NA,NA,NA,Rev-SEAK/NBC,F,Aplus,NA,NA,Rev-SEAK/NBC,NA,x,18.716666,-110.95,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,SPLASH match,z0055945,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,0,No
43979,43979,NA,NA,NA,NA,REV-WGOA/NGOA,M,Aplus,NA,NA,REV-WGOA/NGOA,NA,x,58.2,-151.15,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,SPLASH match,z0043979,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,2,No
56380,56380,NA,NA,NA,CentAm,CentAm,M,E1,MnMito13N,mito,CentAm,NA,x,10.966666,-85.866666,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056380,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,1,No
44044,44044,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,56.516666,-135.566666,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,Chris Gabriele,z0044044,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,1,No
195769,195769,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,42.4167,-124.5177,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195769,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,1,No
43789,43789,NA,NA,NA,NA,HI-AI.Ber,M,Aplus,NA,HI.nonSEAK,HI-AI.Ber,NA,x,54.5,-166.816666,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,SPLASH match,z0043789,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,0,No
61978,61978,NA,NA,NA,Baja,MnMx-CA/OR/WA/SBC,M,F6,MnMito43,mito,MnMx-CA/OR/WA/SBC,NA,x,38.25,-123.516666,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0061978,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1,No
113628,113628,NA,NA,NA,NA,MnMx-SEAK,F,Aplus,NA,NA,MnMx-SEAK,NA,x,58.6769,-136.29007,2012,BIOPSY-AK-GBNP,Chris Gabriele,"low concentration, but enough after dried down",NA,"Yes, collaborator",NA,FIBB,z0113628,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1,No
43904,43904,NA,NA,NA,NA,REV-WGOA/NGOA,M,E6,NA,NA,REV-WGOA/NGOA,NA,x,54.233333,-163.4,2004,BIOPSY-SWFSC-SPLASH,Jay,Added Nov 24,NA,NA,NA,SPLASH match,z0043904,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1,No
29866,29866,118450,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,M,F2,MnMito29,mito,MnMx-CA/OR/WA/SBC,NA,x,34.116666,-120.083333,2002,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0029866,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,5,1,No
25405,25405,NA,NA,NA,NA,SMX,F,Aplus,NA,NA,SMX,NA,x,47.433333,-126.016666,2001,BIOPSY-SWFSC-ORCAWA,NA,bonus,NA,NA,NA,FIBB,z0025405,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,5,1,No
51966,51966,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,F2,MnMito29,mito,MnMx-CA/OR/WA/SBC,NA,x,40.466666,-124.616666,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051966,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,6,0,No
43898,43898,NA,NA,NA,NA,HI-GOA,F,Aplus,NA,HI.nonSEAK,HI-GOA,NA,x,54.233333,-163.4,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,SPLASH match,z0043898,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,8,1,No
51906,51906,NA,NA,NA,Baja,NA,M,E10,MnMito15,mito,NA,NA,x,41.833333,-124.45,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051906,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,9,1,No
195721,195721,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.6553,-124.4843,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195721,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,10,1,No
47603,47603,NA,NA,NA,NA,MnMx-GOA,F,F4,NA,NA,MnMx-GOA,NA,x,57.183333,-153.116666,2004,BIOPSY-SPLASH-UAF,NA,bonus,NA,NA,NA,SPLASH match,z0047603,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,11,1,No
195780,195780,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,40.6023,-124.513,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195780,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,11,2,No
195787,195787,NA,NA,NA,NA,NA,F,E13,NA,CCES,NA,NA,x,40.6073,-124.5019,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195787,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,11,1,No
41072,178363,41072,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,58.301378,-136.239008,2016,STRAND-AK-GBNP-GABRIELE,Chris Gabriele,"SEAK-441, long sighting history",NA,"Yes, collaborator",NA,PWF,z0041072,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,13,2,No
196888,196888,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,40.7514,-124.4809,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0196888,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,13,1,No
53756,53756,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,13.783333,-90.333333,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053756,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,15,3,No
108494,108494,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,E1,MnMito08,mito,MnMx-CA/OR/WA/SBC,NA,x,36.85,-121.933333,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0108494,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,15,1,No
113619,113619,NA,NA,NA,NA,HI-SEAK/NBC,M,Aplus,NA,NA,HI-SEAK/NBC,NA,x,58.29094,-135.79135,2012,BIOPSY-AK-GBNP,NA,"low concentration, but enough after dried down",NA,"Yes, collaborator",NA,PWF,z0113619,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,16,4,No
195646,195646,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,48.4565,-125.0101,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195646,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,16,1,No
187811,187811,NA,NA,NA,NA,SMX,F,F2,NA,NA,SMX,NA,x,37.9633,-123.0166,2014,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,Katherina,z0187811,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,16,3,No
195786,195786,NA,NA,NA,NA,NA,F,E13,NA,CCES,NA,NA,x,40.6063,-124.4958,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195786,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,17,3,No
175940,175940,196890,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,Aplus,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,41.811,-124.3736,2016,BIOPSY-CASCADIA,NA,NA,NA,NA,NA,"Nico, FIBB",z0196890,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,18,3,No
195764,195764,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E7,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.7183,-124.3183,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,WW Cabo,z0195764,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,20,3,No
29861,29861,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,M,E6,MnMito25,mito,MnMx-CA/OR/WA/SBC,NA,x,34.883333,-120.75,2002,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0029861,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,21,5,No
37610,37610,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,M,E4,MnMito22,mito,MnMx-CA/OR/WA/SBC,NA,x,37,-122.416666,2003,TAGGING-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0037610,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,21,1,No
61527,61527,NA,NA,NA,NA,MnMx-SEAK,M,Aplus,NA,NA,MnMx-SEAK,NA,x,58.4,-136.016666,2006,SLOUGHED-AK-GBNP,Chris Gabriele,"Low concentration, but trying it",NA,"Yes, collaborator",NA,FIBB,z0061527,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,22,5,No
196889,196889,NA,NA,NA,NA,NA,F,F1,NA,CCES,NA,NA,x,40.6523,-124.4547,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0196889,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,22,3,No
55908,55908,NA,NA,NA,NA,REV-WGOA/NGOA,M,Aplus,NA,NA,REV-WGOA/NGOA,NA,x,18.716666,-110.95,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055908,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,23,1,No
195759,195759,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,43.7015,-124.371,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195759,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,24,2,No
41145,41145,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,19.983333,-155.866666,2004,BIOPSY-HIHWNMS,Dave Mattila,Added 1.10.22,NA,NA,NA,"Wintering ground photo was from SPLASH, matched to non-SPLASH photo taken by Jan/Chris/Janet",z0041145,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,25,3,No
51405,51405,NA,NA,NA,NA,SMX,M,Aplus,NA,NA,SMX,NA,x,47.033333,-124.816666,2005,BIOPSY-SWFSC-CSCAPE,Karin,Added 1.10.22,NA,NA,NA,"FIBB, Nico",z0051405,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,1,No
108510,108510,NA,NA,NA,NA,SMX,F,F2,NA,NA,SMX,NA,x,36.816666,-121.966666,2012,BIOPSY-CA-MLML,NA,bonus,NA,NA,NA,Katerina,z0108510,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,1,No
187843,187843,195749,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E1_E11,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,42.0745,-124.5829,2017,BIOPSY-CASCADIA,NA,NA,NA,NA,NA,[no name] Displayed with permission from [**SPLASH project**],z0195749,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,29,7,No
43704,43704,NA,NA,NA,NA,HI-GOA,F,Aminus,NA,HI.nonSEAK,HI-GOA,NA,x,53.583333,-158.4,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,SPLASH match,z0043704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,30,2,No
195781,195781,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,40.6033,-124.512,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195781,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,30,5,No
195679,195679,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,48.0115,-125.6291,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195679,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,33,12,No
40960,40960,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,20.716666,-156.683333,2004,BIOPSY-HIHWNMS,NA,bonus,NA,NA,NA,"Wintering ground photo was from SPLASH, matched to non-SPLASH photo taken by Jan/Chris/Janet",z0040960,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,36,1,No
196840,196840,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,35.368,-120.8909,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0196840,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,37,12,No
43686,43686,NA,NA,NA,NA,HI-GOA,F,HET,NA,HI.nonSEAK,HI-GOA,NA,x,56.666666,-152.2,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,SPLASH match,z0043686,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,39,7,No
195680,195680,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,48.0194,-125.6284,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195680,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,41,13,No
44059,44059,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,56.9,-134.366666,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,"Meagan Jones, Craig Hayslip",NA,z0044059,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,46,6,No
175912,175912,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,36.62816,-121.88033,2016,SLOUGHED-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0175912,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,49,0,No
195662,195662,NA,NA,NA,NA,NA,F,E7,NA,CCES,NA,NA,x,48.0257,-125.2463,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195662,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,49,11,No
53845,53845,NA,NA,NA,MixCB,CentAm,M,E13,MnMito16,mito,CentAm,NA,x,12.833333,-87.683333,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053845,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,50,2,No
195783,195783,196893,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E7,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,40.6029,-124.5071,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0195783,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,50,6,No
195681,195681,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,48.0721,-125.6495,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195681,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,51,19,No
195669,195669,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,NA,NA,x,47.9553,-125.536,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195669,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,55,26,No
195695,195695,NA,NA,NA,NA,NA,M,E7,NA,CCES,NA,NA,x,45.9184,-124.3784,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195695,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,66,20,No
51328,51328,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,35.533333,-121.366666,2005,BIOPSY-SWFSC-CSCAPE,NA,Added Nov 24,NA,NA,NA,Nico,z0051328,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,67,11,No
43487,43487,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,56.583333,-134.45,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,PWF,z0043487,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,70,6,No
43513,43513,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,58.266666,-137.65,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,PWF,z0043513,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,71,14,No
43488,43488,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,56.583333,-134.45,2004,BIOPSY-SWFSC-SPLASH,Jay,NA,2-Nov-21,3-Nov-21,NA,PWF,z0043488,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,79,12,No
53082,53082,NA,NA,NA,NA,MnMx-SEAK,F,Aminus,NA,MnMx-SEAK,MnMx-SEAK,x,x,52.55,-131.183333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,FIBB,z0053082,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,73,17,Yes
51959,51959,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E7,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,46.966666,-124.8,2005,BIOPSY-CASCADIA,NA,"Removed 1.20, was sub no longer needed; Added 1.12.22",NA,NA,NA,FIBB,z0051959,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,74,14,Yes
195771,195771,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,42.4133,-124.5045,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195771,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,80,20,Yes
195772,195772,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,42.1897,-124.4492,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195772,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,87,15,Yes
195672,195672,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,47.9454,-125.5395,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195672,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,95,44,Yes
29831,29831,NA,NA,NA,MixSM,SMX,M,Aplus,MnMito03,mito,SMX,NA,x,44.25,-124.55,2002,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0029831,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,98,7,Yes
53055,53055,NA,NA,NA,MixMB.WA,SMX,M,E1_E11,MnMito14,mito,SMX,NA,x,48.4,-125.666666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,"Nico, FIBB",z0053055,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,100,45,Yes
195691,195691,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E10,NA,CCES,MnMx-CA/OR/WA/SBC,x,x,47.4417,-124.8711,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195691,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,102,18,Yes
43627,43627,NA,NA,NA,NA,MnMx-GOA,M,F2,NA,NA,MnMx-GOA,NA,x,57.033333,-152.5,2004,BIOPSY-SWFSC-SPLASH,NA,bonus,NA,NA,NA,SPLASH match,z0043627,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,102,25,Yes
195751,195751,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,F2,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,43.2153,-124.5907,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195751,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,103,56,Yes
56089,56089,NA,NA,NA,NA,MnMx-GOA,F,Aplus,NA,NA,MnMx-GOA,NA,x,20.766666,-105.566666,2004,SLOUGHED-MEXICO-SPLASH,NA,bonus,NA,NA,NA,SPLASH match,z0056089,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,105,18,Yes
45407,45407,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,E5,MnMito51,mito,MnMx-CA/OR/WA/SBC,NA,x,41.416666,-124.45,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045407,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,107,23,Yes
195684,195684,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,48.1456,-125.7152,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195684,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,108,60,Yes
195756,195756,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.6349,-124.4098,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195756,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,110,31,Yes
195664,195664,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,47.9666,-125.4564,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195664,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,113,72,Yes
195670,195670,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,NA,NA,x,47.9459,-125.5459,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195670,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,117,69,Yes
