"","locus","genos","num.haps"
"1","Mnov_gtseq_1",144,3
"2","Mnov_gtseq_10",142,3
"3","Mnov_gtseq_102",139,3
"4","Mnov_gtseq_104",144,3
"5","Mnov_gtseq_106",137,3
"6","Mnov_gtseq_107",128,3
"7","Mnov_gtseq_108",43,3
"8","Mnov_gtseq_111",93,3
"9","Mnov_gtseq_112",138,3
"10","Mnov_gtseq_113",138,3
"11","Mnov_gtseq_114",137,3
"12","Mnov_gtseq_117",126,3
"13","Mnov_gtseq_118",138,3
"14","Mnov_gtseq_12",137,3
"15","Mnov_gtseq_124",136,3
"16","Mnov_gtseq_125",137,3
"17","Mnov_gtseq_126",141,3
"18","Mnov_gtseq_127",135,3
"19","Mnov_gtseq_128",125,3
"20","Mnov_gtseq_129",136,3
"21","Mnov_gtseq_13",141,3
"22","Mnov_gtseq_130",98,3
"23","Mnov_gtseq_134",17,3
"24","Mnov_gtseq_135",140,3
"25","Mnov_gtseq_137",1,1
"26","Mnov_gtseq_138",140,3
"27","Mnov_gtseq_140",142,3
"28","Mnov_gtseq_141",142,3
"29","Mnov_gtseq_143",136,3
"30","Mnov_gtseq_145",138,3
"31","Mnov_gtseq_146",0,0
"32","Mnov_gtseq_147",131,3
"33","Mnov_gtseq_148",137,3
"34","Mnov_gtseq_149",139,3
"35","Mnov_gtseq_15",142,3
"36","Mnov_gtseq_152",137,3
"37","Mnov_gtseq_154",133,3
"38","Mnov_gtseq_155",72,3
"39","Mnov_gtseq_157",141,3
"40","Mnov_gtseq_158",140,3
"41","Mnov_gtseq_159",126,3
"42","Mnov_gtseq_16",143,3
"43","Mnov_gtseq_160",136,3
"44","Mnov_gtseq_161",139,3
"45","Mnov_gtseq_162",139,3
"46","Mnov_gtseq_167",140,3
"47","Mnov_gtseq_168",21,3
"48","Mnov_gtseq_17",139,3
"49","Mnov_gtseq_170",142,3
"50","Mnov_gtseq_171",128,3
"51","Mnov_gtseq_173",132,3
"52","Mnov_gtseq_174",135,3
"53","Mnov_gtseq_177",0,0
"54","Mnov_gtseq_178",82,3
"55","Mnov_gtseq_180",128,3
"56","Mnov_gtseq_181",113,2
"57","Mnov_gtseq_182",135,3
"58","Mnov_gtseq_186",100,3
"59","Mnov_gtseq_187",142,3
"60","Mnov_gtseq_188",133,3
"61","Mnov_gtseq_189",138,3
"62","Mnov_gtseq_19",144,3
"63","Mnov_gtseq_190",143,3
"64","Mnov_gtseq_191",107,3
"65","Mnov_gtseq_192",131,3
"66","Mnov_gtseq_193",145,3
"67","Mnov_gtseq_195",146,3
"68","Mnov_gtseq_196",142,3
"69","Mnov_gtseq_197",143,6
"70","Mnov_gtseq_2",141,3
"71","Mnov_gtseq_200",142,3
"72","Mnov_gtseq_201",145,3
"73","Mnov_gtseq_202",143,3
"74","Mnov_gtseq_204",141,3
"75","Mnov_gtseq_205",144,5
"76","Mnov_gtseq_208",142,3
"77","Mnov_gtseq_209",143,3
"78","Mnov_gtseq_21",144,3
"79","Mnov_gtseq_210",139,3
"80","Mnov_gtseq_213",138,3
"81","Mnov_gtseq_214",137,3
"82","Mnov_gtseq_215",145,3
"83","Mnov_gtseq_216",140,3
"84","Mnov_gtseq_218",140,3
"85","Mnov_gtseq_22",139,3
"86","Mnov_gtseq_220",143,3
"87","Mnov_gtseq_222",129,3
"88","Mnov_gtseq_223",139,3
"89","Mnov_gtseq_225",141,3
"90","Mnov_gtseq_227",145,3
"91","Mnov_gtseq_229",140,3
"92","Mnov_gtseq_230",137,3
"93","Mnov_gtseq_231",137,1
"94","Mnov_gtseq_232",141,3
"95","Mnov_gtseq_234",137,3
"96","Mnov_gtseq_235",143,3
"97","Mnov_gtseq_237",140,3
"98","Mnov_gtseq_238",142,3
"99","Mnov_gtseq_239",141,3
"100","Mnov_gtseq_240",141,3
"101","Mnov_gtseq_241",148,3
"102","Mnov_gtseq_243",141,3
"103","Mnov_gtseq_244",143,3
"104","Mnov_gtseq_245",133,3
"105","Mnov_gtseq_246",139,3
"106","Mnov_gtseq_247",138,3
"107","Mnov_gtseq_248",144,3
"108","Mnov_gtseq_25",140,3
"109","Mnov_gtseq_250",138,3
"110","Mnov_gtseq_251",140,3
"111","Mnov_gtseq_253",135,3
"112","Mnov_gtseq_254",142,3
"113","Mnov_gtseq_255",141,3
"114","Mnov_gtseq_257",142,3
"115","Mnov_gtseq_258",143,3
"116","Mnov_gtseq_26",149,2
"117","Mnov_gtseq_260",143,3
"118","Mnov_gtseq_261",141,3
"119","Mnov_gtseq_262",138,3
"120","Mnov_gtseq_263",142,3
"121","Mnov_gtseq_265",142,3
"122","Mnov_gtseq_268",148,3
"123","Mnov_gtseq_269",142,3
"124","Mnov_gtseq_270",134,3
"125","Mnov_gtseq_271",138,3
"126","Mnov_gtseq_273",138,3
"127","Mnov_gtseq_274",142,3
"128","Mnov_gtseq_275",136,3
"129","Mnov_gtseq_277",147,3
"130","Mnov_gtseq_278",139,2
"131","Mnov_gtseq_28",144,3
"132","Mnov_gtseq_281",140,3
"133","Mnov_gtseq_284",144,3
"134","Mnov_gtseq_285",144,3
"135","Mnov_gtseq_287",147,3
"136","Mnov_gtseq_288",135,3
"137","Mnov_gtseq_289",143,3
"138","Mnov_gtseq_297",144,3
"139","Mnov_gtseq_298",126,3
"140","Mnov_gtseq_299",143,3
"141","Mnov_gtseq_3",77,3
"142","Mnov_gtseq_30",129,5
"143","Mnov_gtseq_300",142,3
"144","Mnov_gtseq_301",141,6
"145","Mnov_gtseq_304",132,3
"146","Mnov_gtseq_305",136,3
"147","Mnov_gtseq_307",134,3
"148","Mnov_gtseq_308",142,3
"149","Mnov_gtseq_309",141,6
"150","Mnov_gtseq_310",134,3
"151","Mnov_gtseq_311",135,3
"152","Mnov_gtseq_312",140,3
"153","Mnov_gtseq_313",138,3
"154","Mnov_gtseq_314",143,3
"155","Mnov_gtseq_315",141,3
"156","Mnov_gtseq_317",136,3
"157","Mnov_gtseq_318",140,3
"158","Mnov_gtseq_320",138,3
"159","Mnov_gtseq_321",144,3
"160","Mnov_gtseq_322",136,3
"161","Mnov_gtseq_323",141,3
"162","Mnov_gtseq_324",38,3
"163","Mnov_gtseq_326",136,3
"164","Mnov_gtseq_327",138,3
"165","Mnov_gtseq_328",143,3
"166","Mnov_gtseq_33",144,3
"167","Mnov_gtseq_332",129,3
"168","Mnov_gtseq_333",142,3
"169","Mnov_gtseq_334",143,3
"170","Mnov_gtseq_335",143,3
"171","Mnov_gtseq_337",134,6
"172","Mnov_gtseq_338",142,3
"173","Mnov_gtseq_339",141,3
"174","Mnov_gtseq_340",136,3
"175","Mnov_gtseq_341",143,3
"176","Mnov_gtseq_342",140,3
"177","Mnov_gtseq_344",143,3
"178","Mnov_gtseq_345",141,3
"179","Mnov_gtseq_347",139,3
"180","Mnov_gtseq_350",130,3
"181","Mnov_gtseq_352",136,3
