"","locus","genos","num.haps"
"68","Mnov_gtseq_197",11,6
"69","Mnov_gtseq_2",11,3
"70","Mnov_gtseq_200",5,3
"71","Mnov_gtseq_201",15,3
"72","Mnov_gtseq_202",13,3
"73","Mnov_gtseq_204",8,3
"74","Mnov_gtseq_205",13,4
"75","Mnov_gtseq_208",9,3
"76","Mnov_gtseq_209",13,3
"77","Mnov_gtseq_21",15,3
"78","Mnov_gtseq_210",8,2
"79","Mnov_gtseq_213",4,2
"80","Mnov_gtseq_214",3,2
"81","Mnov_gtseq_215",11,3
"82","Mnov_gtseq_216",9,2
"83","Mnov_gtseq_218",12,3
"84","Mnov_gtseq_22",6,3
"85","Mnov_gtseq_220",7,3
"86","Mnov_gtseq_222",5,3
"87","Mnov_gtseq_223",4,2
"88","Mnov_gtseq_225",14,3
"89","Mnov_gtseq_227",15,3
"90","Mnov_gtseq_229",1,1
"91","Mnov_gtseq_230",6,1
"92","Mnov_gtseq_231",2,1
"93","Mnov_gtseq_232",13,3
"94","Mnov_gtseq_234",3,2
"95","Mnov_gtseq_235",12,2
"96","Mnov_gtseq_237",5,2
"97","Mnov_gtseq_238",11,3
"98","Mnov_gtseq_239",7,2
"99","Mnov_gtseq_240",7,2
"100","Mnov_gtseq_241",14,2
"101","Mnov_gtseq_243",12,3
"102","Mnov_gtseq_244",13,3
"103","Mnov_gtseq_245",1,1
"104","Mnov_gtseq_246",5,3
"105","Mnov_gtseq_247",2,1
"106","Mnov_gtseq_248",13,3
"107","Mnov_gtseq_25",9,3
"108","Mnov_gtseq_250",5,2
"109","Mnov_gtseq_251",10,2
"110","Mnov_gtseq_253",6,3
"111","Mnov_gtseq_254",7,2
"112","Mnov_gtseq_255",12,3
"113","Mnov_gtseq_257",10,3
"114","Mnov_gtseq_258",11,3
"115","Mnov_gtseq_26",14,2
"116","Mnov_gtseq_260",10,2
"117","Mnov_gtseq_261",13,3
"118","Mnov_gtseq_262",0,0
"119","Mnov_gtseq_263",15,2
"120","Mnov_gtseq_265",13,3
"121","Mnov_gtseq_268",16,3
"122","Mnov_gtseq_269",11,3
"123","Mnov_gtseq_270",4,2
"124","Mnov_gtseq_271",3,1
"125","Mnov_gtseq_273",1,1
"126","Mnov_gtseq_274",10,3
"127","Mnov_gtseq_275",3,2
"128","Mnov_gtseq_277",15,2
"129","Mnov_gtseq_278",11,2
"130","Mnov_gtseq_28",11,3
"131","Mnov_gtseq_281",10,3
"132","Mnov_gtseq_284",13,3
"133","Mnov_gtseq_285",10,2
"134","Mnov_gtseq_287",14,2
"135","Mnov_gtseq_288",2,2
"136","Mnov_gtseq_289",13,3
"137","Mnov_gtseq_297",16,3
"138","Mnov_gtseq_298",0,0
"139","Mnov_gtseq_299",14,3
"140","Mnov_gtseq_3",4,1
"141","Mnov_gtseq_30",0,0
"142","Mnov_gtseq_300",18,5
"143","Mnov_gtseq_301",4,2
"144","Mnov_gtseq_304",1,1
"145","Mnov_gtseq_305",2,2
"146","Mnov_gtseq_307",2,1
"147","Mnov_gtseq_308",14,3
"148","Mnov_gtseq_309",6,5
"149","Mnov_gtseq_310",2,1
"150","Mnov_gtseq_311",0,0
"151","Mnov_gtseq_312",9,3
"152","Mnov_gtseq_313",6,3
"153","Mnov_gtseq_314",11,3
"154","Mnov_gtseq_315",10,3
"155","Mnov_gtseq_317",7,2
"156","Mnov_gtseq_318",8,3
"157","Mnov_gtseq_320",4,2
"158","Mnov_gtseq_321",14,2
"159","Mnov_gtseq_322",2,1
"160","Mnov_gtseq_323",10,3
"161","Mnov_gtseq_324",2,1
"162","Mnov_gtseq_326",5,2
"163","Mnov_gtseq_327",4,2
"164","Mnov_gtseq_328",14,3
"165","Mnov_gtseq_33",13,3
"166","Mnov_gtseq_332",4,2
"167","Mnov_gtseq_333",14,3
"168","Mnov_gtseq_334",7,3
"169","Mnov_gtseq_335",11,2
"170","Mnov_gtseq_337",0,0
"171","Mnov_gtseq_338",4,1
"172","Mnov_gtseq_339",7,2
"173","Mnov_gtseq_340",0,0
"174","Mnov_gtseq_341",14,2
"175","Mnov_gtseq_342",0,0
"176","Mnov_gtseq_344",8,2
"177","Mnov_gtseq_345",10,3
"178","Mnov_gtseq_347",6,3
"179","Mnov_gtseq_350",0,0
"180","Mnov_gtseq_352",0,0
"181","Mnov_gtseq_353",2,2
"182","Mnov_gtseq_354",0,0
"183","Mnov_gtseq_355",0,0
"184","Mnov_gtseq_356",5,2
"185","Mnov_gtseq_357",2,1
"186","Mnov_gtseq_359",1,1
"187","Mnov_gtseq_360",0,0
"188","Mnov_gtseq_361",0,0
"189","Mnov_gtseq_363",8,2
"190","Mnov_gtseq_364",0,0
"191","Mnov_gtseq_366",7,2
"192","Mnov_gtseq_368",0,0
"193","Mnov_gtseq_37",6,3
"194","Mnov_gtseq_370",6,3
"195","Mnov_gtseq_371",0,0
"196","Mnov_gtseq_372",6,2
"197","Mnov_gtseq_373",0,0
"198","Mnov_gtseq_374",0,0
"199","Mnov_gtseq_376",10,1
"200","Mnov_gtseq_377",4,3
"201","Mnov_gtseq_378",1,1
"202","Mnov_gtseq_379",2,2
"203","Mnov_gtseq_38",12,2
"204","Mnov_gtseq_380",3,2
"205","Mnov_gtseq_383",0,0
"206","Mnov_gtseq_384",16,3
"207","Mnov_gtseq_386",0,0
"208","Mnov_gtseq_388",0,0
"209","Mnov_gtseq_39",14,2
"210","Mnov_gtseq_390",3,1
"211","Mnov_gtseq_391",8,1
"212","Mnov_gtseq_394",13,3
"213","Mnov_gtseq_397",15,2
"214","Mnov_gtseq_398",12,3
"215","Mnov_gtseq_399",14,3
"216","Mnov_gtseq_40",10,2
"217","Mnov_gtseq_400",5,2
"218","Mnov_gtseq_401",14,2
"219","Mnov_gtseq_402",2,1
"220","Mnov_gtseq_405",15,3
"221","Mnov_gtseq_406",3,3
"222","Mnov_gtseq_407",15,3
"223","Mnov_gtseq_41",14,2
"224","Mnov_gtseq_410",12,3
"225","Mnov_gtseq_413",14,2
"226","Mnov_gtseq_415",2,2
"227","Mnov_gtseq_416",8,2
"228","Mnov_gtseq_417",3,2
"229","Mnov_gtseq_42",14,3
"230","Mnov_gtseq_420",4,2
"231","Mnov_gtseq_421",1,1
"232","Mnov_gtseq_424",7,3
"233","Mnov_gtseq_426",15,2
"234","Mnov_gtseq_43",14,2
"235","Mnov_gtseq_431",0,0
"236","Mnov_gtseq_434",14,3
"237","Mnov_gtseq_438",0,0
"238","Mnov_gtseq_44",2,2
"239","Mnov_gtseq_440",13,3
"240","Mnov_gtseq_441",6,2
"241","Mnov_gtseq_442",0,0
"242","Mnov_gtseq_444",0,0
"243","Mnov_gtseq_445",5,2
"244","Mnov_gtseq_446",0,0
"245","Mnov_gtseq_447",4,2
"246","Mnov_gtseq_448",3,2
"247","Mnov_gtseq_45",5,2
"248","Mnov_gtseq_451",12,2
"249","Mnov_gtseq_452",7,2
"250","Mnov_gtseq_454",1,1
"251","Mnov_gtseq_46",11,2
"252","Mnov_gtseq_461",15,3
"253","Mnov_gtseq_462",0,0
"254","Mnov_gtseq_463",4,2
"255","Mnov_gtseq_465",0,0
"256","Mnov_gtseq_468",11,3
"257","Mnov_gtseq_47",4,1
"258","Mnov_gtseq_470",11,3
"259","Mnov_gtseq_471",0,0
"260","Mnov_gtseq_472",13,3
"261","Mnov_gtseq_473",0,0
"262","Mnov_gtseq_475",11,2
"263","Mnov_gtseq_477",14,3
"264","Mnov_gtseq_478",7,2
"265","Mnov_gtseq_479",13,2
"266","Mnov_gtseq_48",12,3
"267","Mnov_gtseq_50",6,3
"268","Mnov_gtseq_502",7,3
"269","Mnov_gtseq_504",11,3
"270","Mnov_gtseq_506",0,0
"271","Mnov_gtseq_507",5,3
"272","Mnov_gtseq_509",8,3
"273","Mnov_gtseq_51",4,2
"274","Mnov_gtseq_511",4,2
"275","Mnov_gtseq_513",14,3
"276","Mnov_gtseq_514",10,3
"277","Mnov_gtseq_515",2,1
"278","Mnov_gtseq_516",0,0
"279","Mnov_gtseq_517",0,0
"280","Mnov_gtseq_518",11,3
"281","Mnov_gtseq_520",10,3
"282","Mnov_gtseq_521",0,0
"283","Mnov_gtseq_522",3,2
"284","Mnov_gtseq_523",6,3
"285","Mnov_gtseq_526",0,0
"286","Mnov_gtseq_529",0,0
"287","Mnov_gtseq_53",11,3
"288","Mnov_gtseq_532",0,0
"289","Mnov_gtseq_533",11,3
"290","Mnov_gtseq_536",0,0
"291","Mnov_gtseq_539",4,1
"292","Mnov_gtseq_54",7,2
"293","Mnov_gtseq_541",17,3
"294","Mnov_gtseq_543",5,2
"295","Mnov_gtseq_544",3,2
"296","Mnov_gtseq_545",5,3
"297","Mnov_gtseq_546",0,0
"298","Mnov_gtseq_547",14,3
"299","Mnov_gtseq_548",2,2
"300","Mnov_gtseq_549",3,1
"301","Mnov_gtseq_55",7,2
"302","Mnov_gtseq_550",0,0
"303","Mnov_gtseq_553",0,0
"304","Mnov_gtseq_56",12,2
"305","Mnov_gtseq_57",15,2
"306","Mnov_gtseq_58",7,3
"307","Mnov_gtseq_6",5,2
"308","Mnov_gtseq_60",8,3
"309","Mnov_gtseq_61",14,3
"310","Mnov_gtseq_63",10,3
"311","Mnov_gtseq_64",14,3
"312","Mnov_gtseq_65",13,3
"313","Mnov_gtseq_66",14,3
"314","Mnov_gtseq_67",16,3
"315","Mnov_gtseq_68",9,2
"316","Mnov_gtseq_69",10,3
"317","Mnov_gtseq_70",10,3
"318","Mnov_gtseq_71",13,3
"319","Mnov_gtseq_72",16,3
"320","Mnov_gtseq_73",14,3
"321","Mnov_gtseq_74",11,2
"322","Mnov_gtseq_75",13,5
"323","Mnov_gtseq_8",13,3
"324","Mnov_gtseq_80",5,2
"325","Mnov_gtseq_81",13,3
"326","Mnov_gtseq_82",10,2
"327","Mnov_gtseq_83",14,3
"328","Mnov_gtseq_84",14,3
"329","Mnov_gtseq_86",14,3
"330","Mnov_gtseq_88",2,1
"331","Mnov_gtseq_90",17,2
"332","Mnov_gtseq_91",15,3
"333","Mnov_gtseq_92",13,3
"334","Mnov_gtseq_93",5,2
"335","Mnov_gtseq_94",12,3
"336","Mnov_gtseq_97",13,3
"337","Mnov_gtseq_98",15,3
