"","labID","genos","missing"
"1","z0005757",211,157
"2","z0005758",253,115
"3","z0009880",144,224
"4","z0011162",280,88
"5","z0011944",334,34
"6","z0012201",298,70
"7","z0012701",333,35
"8","z0012702",316,52
"9","z0016577",269,99
"10","z0016578",298,70
"11","z0016579",328,40
"12","z0017317",283,85
"13","z0018264",335,33
"14","z0025405",12,356
"15","z0025439",302,66
"16","z0029828",240,128
"17","z0029829",306,62
"18","z0029831",169,199
"19","z0029833",335,33
"20","z0029846",317,51
"21","z0029860",241,127
"22","z0029861",43,325
"23","z0029863",273,95
"24","z0029864",325,43
"25","z0029865",309,59
"26","z0029866",13,355
"27","z0029867",1,367
"28","z0030424",284,84
"29","z0030475",281,87
"30","z0032258",288,80
"31","z0037607",327,41
"32","z0037609",296,72
"33","z0037610",38,330
"34","z0037611",179,189
"35","z0037624",301,67
"36","z0040275",323,45
"37","z0040287",328,40
"38","z0040308",225,143
"39","z0040333",332,36
"40","z0040334",330,38
"41","z0040337",323,45
"42","z0040345",333,35
"43","z0040357",326,42
"44","z0040363",303,65
"45","z0040364",336,32
"46","z0040387",203,165
"47","z0040403",307,61
"48","z0040413",243,125
"49","z0040439",337,31
"50","z0040451",4,364
"51","z0040465",303,65
"52","z0040513",318,50
"53","z0040957",122,246
"54","z0040960",95,273
"55","z0040961",321,47
"56","z0040985",312,56
"57","z0041026",336,32
"58","z0041051",307,61
"59","z0041072",24,344
"60","z0041115",325,43
"61","z0041145",64,304
"62","z0041153",286,82
"63","z0041233",326,42
"64","z0041243",276,92
"65","z0041248",229,139
"66","z0041250",277,91
"67","z0041274",225,143
"68","z0041465",320,48
"69","z0041472",333,35
"70","z0041480",322,46
"71","z0041483",336,32
"72","z0041494",312,56
"73","z0041498",333,35
"74","z0041501",331,37
"75","z0041507",330,38
"76","z0041512",337,31
"77","z0041519",283,85
"78","z0041521",131,237
"79","z0041522",319,49
"80","z0041526",3,365
"81","z0041527",323,45
"82","z0042288",247,121
"83","z0043243",202,166
"84","z0043278",282,86
"85","z0043464",1,367
"86","z0043475",312,56
"87","z0043477",337,31
"88","z0043478",329,39
"89","z0043481",337,31
"90","z0043487",118,250
"91","z0043488",138,230
"92","z0043489",285,83
"93","z0043491",316,52
"94","z0043493",329,39
"95","z0043494",274,94
"96","z0043496",240,128
"97","z0043498",211,157
"98","z0043504",319,49
"99","z0043513",112,256
"100","z0043526",327,41
"101","z0043566",229,139
"102","z0043572",337,31
"103","z0043599",190,178
"104","z0043627",131,237
"105","z0043631",9,359
"106","z0043642",334,34
"107","z0043649",329,39
"108","z0043650",278,90
"109","z0043652",332,36
"110","z0043668",210,158
"111","z0043674",258,110
"112","z0043686",61,307
"113","z0043693",282,86
"114","z0043704",63,305
"115","z0043716",1,367
"116","z0043747",3,365
"117","z0043765",2,366
"118","z0043789",15,353
"119","z0043807",333,35
"120","z0043819",209,159
"121","z0043839",305,63
"122","z0043876",324,44
"123","z0043877",302,66
"124","z0043891",301,67
"125","z0043898",28,340
"126","z0043904",16,352
"127","z0043915",310,58
"128","z0043934",1,367
"129","z0043940",319,49
"130","z0043954",336,32
"131","z0043966",330,38
"132","z0043979",3,365
"133","z0043980",337,31
"134","z0043994",281,87
"135","z0044017",315,53
"136","z0044019",317,51
"137","z0044023",256,112
"138","z0044033",259,109
"139","z0044042",326,42
"140","z0044044",19,349
"141","z0044047",291,77
"142","z0044059",81,287
"143","z0044064",317,51
"144","z0044432",287,81
"145","z0045326",334,34
"146","z0045329",336,32
"147","z0045331",324,44
"148","z0045332",329,39
"149","z0045333",327,41
"150","z0045337",322,46
"151","z0045342",311,57
"152","z0045344",5,363
"153","z0045347",173,195
"154","z0045350",330,38
"155","z0045352",327,41
"156","z0045357",333,35
"157","z0045358",328,40
"158","z0045371",328,40
"159","z0045398",275,93
"160","z0045399",327,41
"161","z0045401",289,79
"162","z0045404",331,37
"163","z0045405",321,47
"164","z0045407",158,210
"165","z0045719",333,35
"166","z0045720",326,42
"167","z0045728",330,38
"168","z0045731",332,36
"169","z0045733",333,35
"170","z0045736",330,38
"171","z0045739",327,41
"172","z0045740",330,38
"173","z0045741",331,37
"174","z0045742",330,38
"175","z0045776",333,35
"176","z0045779",330,38
"177","z0045781",331,37
"178","z0045788",326,42
"179","z0045789",329,39
"180","z0045791",324,44
"181","z0045792",287,81
"182","z0045793",333,35
"183","z0046925",2,366
"184","z0047562",315,53
"185","z0047587",1,367
"186","z0047601",1,367
"187","z0047603",34,334
"188","z0047854",329,39
"189","z0049019",323,45
"190","z0049020",330,38
"191","z0051185",333,35
"192","z0051324",328,40
"193","z0051326",283,85
"194","z0051327",327,41
"195","z0051328",107,261
"196","z0051380",281,87
"197","z0051381",3,365
"198","z0051399",7,361
"199","z0051400",336,32
"200","z0051402",337,31
"201","z0051404",320,48
"202","z0051405",57,311
"203","z0051431",303,65
"204","z0051447",2,366
"205","z0051816",89,279
"206","z0051840",274,94
"207","z0051844",276,92
"208","z0051875",263,105
"209","z0051885",322,46
"210","z0051888",329,39
"211","z0051891",332,36
"212","z0051893",325,43
"213","z0051895",280,88
"214","z0051898",335,33
"215","z0051899",321,47
"216","z0051906",23,345
"217","z0051918",276,92
"218","z0051929",213,155
