"","locus","genos","num.haps"
"1","Mnov_gtseq_1",27,3
"2","Mnov_gtseq_10",24,2
"3","Mnov_gtseq_102",23,3
"4","Mnov_gtseq_104",29,2
"5","Mnov_gtseq_106",9,3
"6","Mnov_gtseq_107",4,1
"7","Mnov_gtseq_108",0,0
"8","Mnov_gtseq_111",1,1
"9","Mnov_gtseq_112",20,3
"10","Mnov_gtseq_113",15,3
"11","Mnov_gtseq_114",12,3
"12","Mnov_gtseq_117",5,2
"13","Mnov_gtseq_118",8,2
"14","Mnov_gtseq_12",23,3
"15","Mnov_gtseq_124",3,2
"16","Mnov_gtseq_125",15,2
"17","Mnov_gtseq_126",28,3
"18","Mnov_gtseq_127",14,3
"19","Mnov_gtseq_128",4,2
"20","Mnov_gtseq_129",11,3
"21","Mnov_gtseq_13",32,3
"22","Mnov_gtseq_130",1,1
"23","Mnov_gtseq_134",0,0
"24","Mnov_gtseq_135",20,3
"25","Mnov_gtseq_137",0,0
"26","Mnov_gtseq_138",26,3
"27","Mnov_gtseq_140",32,3
"28","Mnov_gtseq_141",25,3
"29","Mnov_gtseq_143",20,3
"30","Mnov_gtseq_145",23,3
"31","Mnov_gtseq_146",0,0
"32","Mnov_gtseq_147",4,2
"33","Mnov_gtseq_148",6,2
"34","Mnov_gtseq_149",19,3
"35","Mnov_gtseq_15",23,3
"36","Mnov_gtseq_152",14,3
"37","Mnov_gtseq_154",16,3
"38","Mnov_gtseq_155",13,2
"39","Mnov_gtseq_157",28,3
"40","Mnov_gtseq_158",26,3
"41","Mnov_gtseq_159",2,2
"42","Mnov_gtseq_16",26,3
"43","Mnov_gtseq_160",32,3
"44","Mnov_gtseq_161",18,3
"45","Mnov_gtseq_162",24,3
"46","Mnov_gtseq_167",22,3
"47","Mnov_gtseq_168",1,1
"48","Mnov_gtseq_17",17,3
"49","Mnov_gtseq_170",24,3
"50","Mnov_gtseq_171",4,2
"51","Mnov_gtseq_173",8,3
"52","Mnov_gtseq_174",12,3
"53","Mnov_gtseq_177",0,0
"54","Mnov_gtseq_178",1,1
"55","Mnov_gtseq_180",5,3
"56","Mnov_gtseq_181",0,0
"57","Mnov_gtseq_182",14,3
"58","Mnov_gtseq_186",21,3
"59","Mnov_gtseq_187",23,3
"60","Mnov_gtseq_188",3,2
"61","Mnov_gtseq_189",15,3
"62","Mnov_gtseq_19",29,2
"63","Mnov_gtseq_190",27,3
"64","Mnov_gtseq_191",9,3
"65","Mnov_gtseq_192",10,2
"66","Mnov_gtseq_193",30,3
"67","Mnov_gtseq_195",31,3
"68","Mnov_gtseq_196",28,3
"69","Mnov_gtseq_197",29,6
"70","Mnov_gtseq_2",28,3
"71","Mnov_gtseq_200",24,3
"72","Mnov_gtseq_201",32,3
"73","Mnov_gtseq_202",29,3
"74","Mnov_gtseq_204",19,3
"75","Mnov_gtseq_205",30,3
"76","Mnov_gtseq_208",26,3
"77","Mnov_gtseq_209",31,3
"78","Mnov_gtseq_21",32,3
"79","Mnov_gtseq_210",25,3
"80","Mnov_gtseq_213",14,3
"81","Mnov_gtseq_214",13,3
"82","Mnov_gtseq_215",28,3
"83","Mnov_gtseq_216",22,3
"84","Mnov_gtseq_218",29,3
"85","Mnov_gtseq_22",17,3
"86","Mnov_gtseq_220",26,3
"87","Mnov_gtseq_222",20,3
"88","Mnov_gtseq_223",19,3
"89","Mnov_gtseq_225",30,3
"90","Mnov_gtseq_227",31,3
"91","Mnov_gtseq_229",20,3
"92","Mnov_gtseq_230",16,3
"93","Mnov_gtseq_231",12,1
"94","Mnov_gtseq_232",29,3
"95","Mnov_gtseq_234",12,2
"96","Mnov_gtseq_235",26,3
"97","Mnov_gtseq_237",25,2
"98","Mnov_gtseq_238",26,3
"99","Mnov_gtseq_239",26,2
"100","Mnov_gtseq_240",25,3
"101","Mnov_gtseq_241",33,2
"102","Mnov_gtseq_243",28,3
"103","Mnov_gtseq_244",27,3
"104","Mnov_gtseq_245",12,3
"105","Mnov_gtseq_246",24,3
"106","Mnov_gtseq_247",15,2
"107","Mnov_gtseq_248",30,3
"108","Mnov_gtseq_25",20,2
"109","Mnov_gtseq_250",16,2
"110","Mnov_gtseq_251",27,2
"111","Mnov_gtseq_253",11,3
"112","Mnov_gtseq_254",25,2
"113","Mnov_gtseq_255",27,3
"114","Mnov_gtseq_257",26,3
"115","Mnov_gtseq_258",24,3
"116","Mnov_gtseq_26",32,2
"117","Mnov_gtseq_260",23,2
"118","Mnov_gtseq_261",25,3
"119","Mnov_gtseq_262",14,3
"120","Mnov_gtseq_263",24,2
"121","Mnov_gtseq_265",28,3
"122","Mnov_gtseq_268",34,3
"123","Mnov_gtseq_269",26,3
"124","Mnov_gtseq_270",14,2
"125","Mnov_gtseq_271",16,2
"126","Mnov_gtseq_273",16,3
"127","Mnov_gtseq_274",24,3
"128","Mnov_gtseq_275",9,2
"129","Mnov_gtseq_277",31,2
"130","Mnov_gtseq_278",28,2
"131","Mnov_gtseq_28",28,3
"132","Mnov_gtseq_281",23,3
"133","Mnov_gtseq_284",31,3
"134","Mnov_gtseq_285",31,2
"135","Mnov_gtseq_287",34,2
"136","Mnov_gtseq_288",10,3
"137","Mnov_gtseq_289",28,3
"138","Mnov_gtseq_297",30,3
"139","Mnov_gtseq_298",5,2
"140","Mnov_gtseq_299",30,3
"141","Mnov_gtseq_3",8,1
"142","Mnov_gtseq_30",5,2
"143","Mnov_gtseq_300",28,3
"144","Mnov_gtseq_301",11,3
"145","Mnov_gtseq_304",8,3
"146","Mnov_gtseq_305",14,2
"147","Mnov_gtseq_307",15,3
"148","Mnov_gtseq_308",26,3
"149","Mnov_gtseq_309",17,5
"150","Mnov_gtseq_310",12,2
"151","Mnov_gtseq_311",14,3
"152","Mnov_gtseq_312",25,3
"153","Mnov_gtseq_313",19,3
"154","Mnov_gtseq_314",26,3
"155","Mnov_gtseq_315",28,3
"156","Mnov_gtseq_317",10,3
"157","Mnov_gtseq_318",26,3
"158","Mnov_gtseq_320",14,3
"159","Mnov_gtseq_321",29,2
"160","Mnov_gtseq_322",19,3
"161","Mnov_gtseq_323",25,3
"162","Mnov_gtseq_324",2,1
"163","Mnov_gtseq_326",18,3
"164","Mnov_gtseq_327",18,3
"165","Mnov_gtseq_328",31,3
"166","Mnov_gtseq_33",29,3
"167","Mnov_gtseq_332",18,3
"168","Mnov_gtseq_333",23,3
"169","Mnov_gtseq_334",30,3
"170","Mnov_gtseq_335",29,2
