"","locus","genos","num.haps"
"171","Mnov_gtseq_337",12,4
"172","Mnov_gtseq_338",17,3
"173","Mnov_gtseq_339",23,3
"174","Mnov_gtseq_340",14,3
"175","Mnov_gtseq_341",28,2
"176","Mnov_gtseq_342",12,3
"177","Mnov_gtseq_344",25,3
"178","Mnov_gtseq_345",27,3
"179","Mnov_gtseq_347",23,3
"180","Mnov_gtseq_350",3,2
"181","Mnov_gtseq_352",12,3
"182","Mnov_gtseq_353",13,3
"183","Mnov_gtseq_354",6,3
"184","Mnov_gtseq_355",1,1
"185","Mnov_gtseq_356",20,3
"186","Mnov_gtseq_357",22,3
"187","Mnov_gtseq_359",7,2
"188","Mnov_gtseq_360",6,1
"189","Mnov_gtseq_361",12,3
"190","Mnov_gtseq_363",24,3
"191","Mnov_gtseq_364",14,3
"192","Mnov_gtseq_366",25,3
"193","Mnov_gtseq_368",5,3
"194","Mnov_gtseq_37",23,3
"195","Mnov_gtseq_370",18,3
"196","Mnov_gtseq_371",6,3
"197","Mnov_gtseq_372",21,3
"198","Mnov_gtseq_373",7,3
"199","Mnov_gtseq_374",21,3
"200","Mnov_gtseq_376",22,1
"201","Mnov_gtseq_377",12,3
"202","Mnov_gtseq_378",25,3
"203","Mnov_gtseq_379",25,3
"204","Mnov_gtseq_38",26,2
"205","Mnov_gtseq_380",18,2
"206","Mnov_gtseq_383",15,2
"207","Mnov_gtseq_384",25,3
"208","Mnov_gtseq_386",9,3
"209","Mnov_gtseq_388",2,2
"210","Mnov_gtseq_39",31,3
"211","Mnov_gtseq_390",17,3
"212","Mnov_gtseq_391",17,1
"213","Mnov_gtseq_394",27,2
"214","Mnov_gtseq_397",31,2
"215","Mnov_gtseq_398",23,3
"216","Mnov_gtseq_399",28,3
"217","Mnov_gtseq_40",23,2
"218","Mnov_gtseq_400",9,3
"219","Mnov_gtseq_401",25,2
"220","Mnov_gtseq_402",23,3
"221","Mnov_gtseq_405",30,2
"222","Mnov_gtseq_406",12,3
"223","Mnov_gtseq_407",22,3
"224","Mnov_gtseq_41",27,3
"225","Mnov_gtseq_410",14,3
"226","Mnov_gtseq_413",32,2
"227","Mnov_gtseq_415",13,3
"228","Mnov_gtseq_416",18,3
"229","Mnov_gtseq_417",10,3
"230","Mnov_gtseq_42",29,3
"231","Mnov_gtseq_420",13,3
"232","Mnov_gtseq_421",7,4
"233","Mnov_gtseq_424",25,3
"234","Mnov_gtseq_426",31,2
"235","Mnov_gtseq_43",29,3
"236","Mnov_gtseq_431",4,2
"237","Mnov_gtseq_434",32,3
"238","Mnov_gtseq_438",8,2
"239","Mnov_gtseq_44",12,3
"240","Mnov_gtseq_440",26,3
"241","Mnov_gtseq_441",20,3
"242","Mnov_gtseq_442",8,2
"243","Mnov_gtseq_444",20,3
"244","Mnov_gtseq_445",26,3
"245","Mnov_gtseq_446",17,2
"246","Mnov_gtseq_447",22,3
"247","Mnov_gtseq_448",16,3
"248","Mnov_gtseq_45",23,2
"249","Mnov_gtseq_451",30,2
"250","Mnov_gtseq_452",22,3
"251","Mnov_gtseq_454",13,3
"252","Mnov_gtseq_46",25,2
"253","Mnov_gtseq_461",30,3
"254","Mnov_gtseq_462",14,2
"255","Mnov_gtseq_463",16,3
"256","Mnov_gtseq_465",3,2
"257","Mnov_gtseq_468",28,3
"258","Mnov_gtseq_47",22,3
"259","Mnov_gtseq_470",27,3
"260","Mnov_gtseq_471",9,3
"261","Mnov_gtseq_472",21,3
"262","Mnov_gtseq_473",15,3
"263","Mnov_gtseq_475",27,2
"264","Mnov_gtseq_477",30,3
"265","Mnov_gtseq_478",18,3
"266","Mnov_gtseq_479",27,3
"267","Mnov_gtseq_48",21,3
"268","Mnov_gtseq_50",25,3
"269","Mnov_gtseq_502",18,3
"270","Mnov_gtseq_504",27,3
"271","Mnov_gtseq_506",10,3
"272","Mnov_gtseq_507",20,3
"273","Mnov_gtseq_509",12,3
"274","Mnov_gtseq_51",15,3
"275","Mnov_gtseq_511",12,3
"276","Mnov_gtseq_513",30,3
"277","Mnov_gtseq_514",13,3
"278","Mnov_gtseq_515",7,2
"279","Mnov_gtseq_516",0,0
"280","Mnov_gtseq_517",12,3
"281","Mnov_gtseq_518",31,3
"282","Mnov_gtseq_520",14,3
"283","Mnov_gtseq_521",15,3
"284","Mnov_gtseq_522",14,3
"285","Mnov_gtseq_523",25,3
"286","Mnov_gtseq_526",2,2
"287","Mnov_gtseq_529",4,2
"288","Mnov_gtseq_53",21,3
"289","Mnov_gtseq_532",14,3
"290","Mnov_gtseq_533",21,3
"291","Mnov_gtseq_536",1,1
"292","Mnov_gtseq_539",25,3
"293","Mnov_gtseq_54",27,2
"294","Mnov_gtseq_541",35,3
"295","Mnov_gtseq_543",25,3
"296","Mnov_gtseq_544",24,3
"297","Mnov_gtseq_545",17,3
"298","Mnov_gtseq_546",4,3
"299","Mnov_gtseq_547",28,3
"300","Mnov_gtseq_548",19,3
"301","Mnov_gtseq_549",19,1
"302","Mnov_gtseq_55",23,3
"303","Mnov_gtseq_550",5,2
"304","Mnov_gtseq_553",2,2
"305","Mnov_gtseq_56",25,3
"306","Mnov_gtseq_57",29,2
"307","Mnov_gtseq_58",17,3
"308","Mnov_gtseq_6",14,2
"309","Mnov_gtseq_60",24,3
"310","Mnov_gtseq_61",28,3
"311","Mnov_gtseq_63",24,3
"312","Mnov_gtseq_64",27,3
"313","Mnov_gtseq_65",29,3
"314","Mnov_gtseq_66",28,3
"315","Mnov_gtseq_67",31,3
"316","Mnov_gtseq_68",22,3
"317","Mnov_gtseq_69",28,3
"318","Mnov_gtseq_70",23,3
"319","Mnov_gtseq_71",25,3
"320","Mnov_gtseq_72",30,3
"321","Mnov_gtseq_73",29,2
"322","Mnov_gtseq_74",31,3
"323","Mnov_gtseq_75",28,5
"324","Mnov_gtseq_8",24,3
"325","Mnov_gtseq_80",15,3
"326","Mnov_gtseq_81",24,3
"327","Mnov_gtseq_82",27,3
"328","Mnov_gtseq_83",29,3
"329","Mnov_gtseq_84",26,3
"330","Mnov_gtseq_86",28,3
"331","Mnov_gtseq_88",24,3
"332","Mnov_gtseq_90",29,3
"333","Mnov_gtseq_91",31,3
"334","Mnov_gtseq_92",24,3
"335","Mnov_gtseq_93",24,3
"336","Mnov_gtseq_94",27,3
"337","Mnov_gtseq_97",29,3
"338","Mnov_gtseq_98",26,3
