"","labID","genos","missing"
"1","z0040513",161,207
"2","z0041051",131,237
"3","z0043498",109,259
"4","z0043839",122,246
"5","z0043979",1,367
"6","z0043979b",2,366
"7","z0043980",208,160
"8","z0044432",14,354
"9","z0045331",255,113
"10","z0047854",213,155
"11","z0053100",178,190
"12","z0055931",238,130
"13","z0056392",1,367
"14","z0075696",19,349
"15","z0133302",66,302
"16","z0187857",125,243
"17","z0195776",2,366
"18","z0195777",91,277
"19","z0195777b",30,338
"20","z0196887",171,197
"21","z0197665",186,182
