,AnimalID,LABID.x,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX,HAP,mito.haps,USE,GTseq.stratum,Optimization.sample,Main.run,Latitude,Longitude,YR,SOURCE,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,LABID,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin,Status,Concentration,Dried.down
580,56377,56377,NA,NA,NA,CentAm,CentAm,M,F3,MnMito41,mito,CentAm,NA,x,10.95,-85.733333,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056377,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,327,Complete,264.17,NA
581,56378,56378,NA,NA,NA,CentAm,CentAm,F,F2,MnMito32,mito,CentAm,NA,x,10.95,-85.733333,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056378,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,327,Complete,838.14,NA
82,56380,56380,NA,NA,NA,CentAm,CentAm,M,E1,MnMito13N,mito,CentAm,NA,x,10.966666,-85.866666,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056380,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,1,Abandoned,28.04,NA
604,56382,56382,NA,NA,NA,CentAm,CentAm,F,E1,MnMito08,mito,CentAm,NA,x,8.583333,-83.733333,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056382,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,332,329,Complete,812.88,NA
455,56384,56384,NA,NA,NA,Baker.CentAm,CentAm,F,F2,NA,NA,CentAm,NA,x,8.65,-83.733333,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,NA,"Yes, collaborator",NA,[no name] Displayed with permission from [**SPLASH project**],z0056384,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,326,314,Complete,15.72,NA
350,56386,56386,NA,NA,NA,CentAm,CentAm,M,F2,MnMito34,mito,CentAm,NA,x,9.133333,-83.766666,2005,SLOUGHED-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056386,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,313,299,Complete,77.24,NA
213,56389,56389,NA,NA,NA,CentAm,CentAm,F,E4,MnMito22,ddRAD.CentAm,CentAm,x,x,10.766666,-85.683333,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056389,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,233,174,In.Progress,303.13,NA
530,56391,56391,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,ddRAD.CentAm,CentAm,x,x,8.716666,-83.816666,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056391,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,329,321,Complete,926.97,NA
343,56392,56392,NA,NA,NA,CentAm,CentAm,M,E13,MnMito16,mito,CentAm,NA,x,8.666666,-83.716666,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056392,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,310,287,Complete,12.33,NA
358,56393,56393,NA,NA,NA,CentAm,CentAm,F,E1,MnMito09,mito,CentAm,NA,x,10.583333,-85.716666,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056393,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,315,297,Complete,9.1,NA
503,56394,56394,NA,NA,NA,CentAm,CentAm,F,E1,MnMito09,mito,CentAm,NA,x,10.583333,-85.716666,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056394,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,326,Complete,11.2,NA
582,56395,56395,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,10.55,-85.833333,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056395,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,326,Complete,156.23,NA
49,56396,56396,NA,NA,NA,MixCS,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,10.55,-85.833333,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056396,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,Abandoned,11.51,NA
560,56397,56397,NA,NA,NA,CentAm,CentAm,M,F2,MnMito16,mito,CentAm,NA,x,10.55,-85.833333,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056397,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,326,Complete,10.08,NA
558,45370,45370,56399,108479,196745,CentAm,CentAm,F,E1,MnMito08,mito,CentAm,NA,x,35.266666,-121,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0056399,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,327,Complete,379.83,NA
110,61527,61527,NA,NA,NA,NA,MnMx-SEAK,M,Aplus,NA,NA,MnMx-SEAK,NA,x,58.4,-136.016666,2006,SLOUGHED-AK-GBNP,Chris Gabriele,"Low concentration, but trying it",NA,"Yes, collaborator",NA,FIBB,z0061527,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,22,5,Abandoned,3.91647,X
569,61967,61967,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,F2,MnMito29,mito,MnMx-CA/OR/WA/SBC,NA,x,41.5,-124.5,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0061967,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,330,326,Complete,528.13,NA
217,61969,61969,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,E10,MnMito15,mito,MnMx-CA/OR/WA/SBC,NA,x,41.45,-124.483333,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0061969,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,236,181,In.Progress,62.12,NA
2,61973,61973,NA,NA,NA,MixCM,CentAm,M,E10,MnMito15,mito,CentAm,NA,x,40.95,-124.366666,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0061973,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,Abandoned,15.04,NA
74,61976,61976,NA,NA,NA,MixCM,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,38,-123.333333,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0061976,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,0,Abandoned,10.01,NA
86,61978,61978,NA,NA,NA,Baja,MnMx-CA/OR/WA/SBC,M,F6,MnMito43,mito,MnMx-CA/OR/WA/SBC,NA,x,38.25,-123.516666,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0061978,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1,Abandoned,16.1423,NA
623,61980,61980,NA,NA,NA,NA,CentAm,M,E13,NA,NA,CentAm,NA,x,38.25,-123.516666,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0061980,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,333,330,Complete,29.2611,NA
20,61982,61982,NA,NA,NA,NA,HI-WA/SBC,M,Aminus,NA,NA,HI-WA/SBC,NA,x,47.366666,-124.716666,2006,SLOUGHED-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator","Meagan Jones, Paul Schofield",NA,z0061982,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,17.6994,X
531,66792,66792,NA,NA,NA,CentAm,CentAm,M,SP90,MnMito48,mito,CentAm,NA,x,9.433333,-84.616666,2006,BIOPSY-SWFSC-STAR06,Lisa,Low concentration with multiple extractions,Not required per Kelly,NA,NA,NA - collected in CentAm,z0066792,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,329,321,Complete,42.34,NA
174,66805,66805,NA,NA,NA,CentAm,CentAm,M,H35,MnMito45N,mito,CentAm,x,x,7.9,-79.066666,2006,BIOPSY-SWFSC-STAR06,Lisa,NA,Not required per Kelly,NA,NA,NA - collected in CentAm,z0066805,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,183,104,In.Progress,101.74,NA
32,68566,68566,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,F7,MnMito44,mito,MnMx-CA/OR/WA/SBC,NA,x,NA,NA,2006,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0068566,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,25.5469,NA
15,75691,75691,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,58.45,-136,2008,SLOUGHED-AK-GBNP,Chris Gabriele,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0075691,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,8.05323,X
368,75696,75696,NA,NA,NA,Shemisphere,Shemisphere,F,H37,MnMito47,mito,Shemisphere,x,x,-0.783333,-90.1,2005,GALAPAGOS-PALACIOS,Daniel Palacios,NA,3-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0075696,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,316,304,Complete,25.61,NA
370,101084,101084,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,35.266666,-120.95,2010,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0101084,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,317,301,Complete,816.65,NA
3,101085,101085,NA,NA,NA,CentAm,CentAm,F,F2,MnMito29,mito,CentAm,NA,x,35.266666,-120.95,2010,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0101085,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,Abandoned,27.4766,NA
578,107055,107055,NA,NA,NA,NA,SMX,M,F2,NA,NA,SMX,NA,x,36.8,-121.95,2011,BIOPSY-CA-MLML,NA,bonus,NA,NA,"Cit Rubio, Kátia Silva-PUBLIC",NA,z0107055,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,329,Complete,NA,NA
647,107073,107073,NA,NA,NA,NA,SMX,M,E13,NA,NA,SMX,NA,x,36.8,-121.816666,2011,BIOPSY-CA-MLML,NA,bonus,NA,NA,NA,"FIBB, Nico, Katherina",z0107073,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,336,333,Complete,NA,NA
162,107078,107078,NA,NA,NA,NA,SMX,M,F2,NA,NA,SMX,NA,x,36.666666,-122.033333,2011,BIOPSY-CA-MLML,NA,bonus,NA,NA,NA,Nico,z0107078,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,143,30,In.Progress,NA,NA
579,107080,107080,NA,NA,NA,NA,SMX,M,F2,NA,NA,SMX,NA,x,36.65,-122.033333,2011,BIOPSY-CA-MLML,NA,bonus,NA,NA,NA,"FIBB, Nico",z0107080,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,322,Complete,NA,NA
640,107101,107101,NA,NA,NA,NA,CentAm,F,F2,NA,NA,CentAm,NA,x,36.8,-121.8,2011,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Paulina Godoy y Carlos Aguilera-PUBLIC,z0107101,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,335,333,Complete,116.9,NA
501,108480,108480,NA,NA,NA,SMex,SMX,F,F2,MnMito29,mito,SMX,NA,x,36.8,-121.9,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Katherina,z0108480,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,327,320,Complete,32.8855,NA
583,108489,108489,NA,NA,NA,NA,CentAm,F,F2,NA,NA,CentAm,NA,x,36.8,-121.85,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,"Nico, FIBB",z0108489,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,326,Complete,59.2002,NA
101,108494,108494,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,E1,MnMito08,mito,MnMx-CA/OR/WA/SBC,NA,x,36.85,-121.933333,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0108494,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,15,1,Abandoned,28.3906,NA
556,108508,108508,NA,NA,NA,SMex,SMX,M,F2,MnMito29,mito,SMX,NA,x,36.8,-121.9,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Nico,z0108508,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,329,325,Complete,65.96,NA
116,108510,108510,NA,NA,NA,NA,SMX,F,F2,NA,NA,SMX,NA,x,36.816666,-121.966666,2012,BIOPSY-CA-MLML,NA,bonus,NA,NA,NA,Katerina,z0108510,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,1,Abandoned,NA,NA
237,108513,108513,175346,196776,NA,CentAm,CentAm,F,F2,MnMito29,mito,CentAm,NA,x,36.8,-121.95,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0108513,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,254,222,In.Progress,49.55,NA
60,108516,108516,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,E13,MnMito17,mito,MnMx-CA/OR/WA/SBC,NA,x,36.783333,-122.016666,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0108516,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,Abandoned,19.03,NA
16,113607,113607,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,58.49506,-136.00375,2011,BIOPSY-AK-GBNP,NA,NA,NA,"Yes, collaborator",NA,PWF,z0113607,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,8.10112,NA
102,113619,113619,NA,NA,NA,NA,HI-SEAK/NBC,M,Aplus,NA,NA,HI-SEAK/NBC,NA,x,58.29094,-135.79135,2012,BIOPSY-AK-GBNP,NA,"low concentration, but enough after dried down",NA,"Yes, collaborator",NA,PWF,z0113619,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,16,4,Abandoned,5.14978,X
87,113628,113628,NA,NA,NA,NA,MnMx-SEAK,F,Aplus,NA,NA,MnMx-SEAK,NA,x,58.6769,-136.29007,2012,BIOPSY-AK-GBNP,Chris Gabriele,"low concentration, but enough after dried down",NA,"Yes, collaborator",NA,FIBB,z0113628,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1,Abandoned,4.56302,X
312,133302,133302,NA,NA,NA,SMex,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,40.4,-124.616666,2011,BIOPSY-CASCADIA,John,"Low concentration, but trying it",3-Nov-21,"Yes, collaborator",NA,FIBB,z0133302,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,299,267,Complete,7.77925,NA
17,146081,146081,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,58.383722,-136.011185,2014,SLOUGHED-AK-GBNP,Chris Gabriele,NA,NA,"Yes, collaborator",NA,robert raimo-PUBLIC,z0146081,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,6.58921,X
38,146087,174004,146087,NA,NA,NA,MnMx-SEAK,F,Aplus,NA,NA,MnMx-SEAK,NA,x,58.815607,-136.125459,2015,SLOUGHED-AK-GBNP,Chris Gabriele,NA,NA,"Yes, collaborator",NA,Nico,z0146087,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,6.07166,X
621,173485,173485,NA,NA,NA,CentAm,CentAm,F,F2,MnMito35,mito,CentAm,NA,x,NA,NA,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0173485,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,333,327,Complete,97.43,NA
355,38417,174005,38417,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,58.444937,-135.926278,2015,SLOUGHED-AK-GBNP,Chris Gabriele,NA,NA,"Yes, collaborator",NA,PWF,z0174005,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,314,297,Complete,6.51388,X
61,175351,175351,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,Aplus,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,37.5833,-122.7646,2014,TAGGING-CASCADIA,NA,Added 1.10.22,NA,NA,NA,FIBB,z0175351,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,Abandoned,31.5713,NA
33,175354,175354,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E1,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,34.2457,-119.7466,2015,TAGGING-CASCADIA,NA,"1.20.22, seems BLH got DNA out of it? Confirming; Removed 1.12.22, blubber only; Added 1.10.22",NA,NA,NA,FIBB,z0175354,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,36.7822,NA
424,175371,175371,NA,NA,NA,MMex.WA,MnMx-CA/OR/WA/SBC,F,Mnov_1_E4,MnMito51,mito,MnMx-CA/OR/WA/SBC,NA,x,48.0987,-125.1282,2012,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0175371,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,324,322,Complete,15.8858,NA
451,175377,175377,NA,NA,NA,NA,SMX,M,Aplus,NA,NA,SMX,NA,x,46.8593,-124.6575,2012,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,Nico,z0175377,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,325,320,Complete,14.4433,NA
192,175378,175378,NA,NA,NA,NA,HI-WA/SBC,M,Aminus,NA,NA,HI-WA/SBC,NA,x,46.885,-124.658,2012,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,PWF,z0175378,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,203,161,In.Progress,53.3322,NA
126,175912,175912,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,36.62816,-121.88033,2016,SLOUGHED-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0175912,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,49,0,Abandoned,9.16495,NA
34,175914,175914,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E6,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,38.2735,-123.102833,2016,BIOPSY-CASCADIA,NA,Added Nov 29,NA,NA,NA,"Nico, FIBB",z0175914,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,20.4192,NA
191,175915,175915,NA,NA,NA,NA,SMX,F,E1,NA,NA,SMX,NA,x,38.279833,-123.113,2016,BIOPSY-CASCADIA,John,NA,NA,NA,NA,Katherina,z0175915,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,202,132,In.Progress,18.0639,NA
202,175916,175916,NA,NA,NA,NA,CentAm,M,F3,NA,NA,CentAm,NA,x,38.2645,-123.13333,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,z0175916,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,216,161,In.Progress,10.5307,X
212,175927,175927,NA,NA,NA,NA,SMX,M,E1,NA,NA,SMX,NA,x,38.1384,-123.3395,2016,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,"Nico, FIBB",z0175927,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,231,201,In.Progress,57.299,NA
475,175928,175928,NA,NA,NA,NA,SMX,F,A3,NA,NA,SMX,NA,x,38.1387,-123.3382,2016,BIOPSY-CASCADIA,John,Added Nov 30,NA,NA,NA,NA - no happywhale match,z0175928,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,326,322,Complete,20.5776,NA
532,175937,175937,NA,NA,NA,NA,CentAm,F,E13,NA,NA,CentAm,NA,x,40.8065,-124.4102,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,z0175937,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,329,323,Complete,5.95016,X
413,175950,175950,NA,NA,NA,NA,NA,F,E1,MnMito10,mito,mito,NA,x,NA,NA,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0175950,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,323,311,Complete,24.23,NA
75,178294,178294,NA,NA,NA,MMex,CentAm,M,F2,MnMito38N,mito,CentAm,NA,x,37.557166,-122.559666,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0178294,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,1,Abandoned,15.075,NA
415,107067,178296,107067,NA,NA,SMex,SMX,M,E5,MnMito23,mito,SMX,NA,x,37.761,-123.135833,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Katherina,z0178296,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,323,317,Complete,259.67,NA
4,107052,178305,107052,NA,NA,CentAm,CentAm,M,F2,MnMito39N,mito,CentAm,NA,x,34.282333,-119.837833,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0178305,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,Abandoned,125.35,NA
344,178348,178348,NA,NA,NA,NA,CentAm,M,E1,NA,NA,CentAm,NA,x,37.538333,-122.579833,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0178348,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,310,285,Complete,10.6516,NA
104,187811,187811,NA,NA,NA,NA,SMX,F,F2,NA,NA,SMX,NA,x,37.9633,-123.0166,2014,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,Katherina,z0187811,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,16,3,Abandoned,17.3152,NA
602,187842,187842,NA,NA,NA,NA,SMX,F,E1,NA,NA,SMX,NA,x,42.0308,-124.5842,2017,BIOPSY-CASCADIA,John,Added Nov 30,NA,NA,NA,FIBB,z0187842,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,329,Complete,71.9039,NA
452,187846,187846,NA,NA,NA,NA,SMX,M,Aplus,NA,NA,SMX,NA,x,42.6102,-124.6679,2017,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,"Nico, FIBB",z0187846,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,325,314,Complete,72.7111,NA
253,187857,187857,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,34.3675,-119.933,2017,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0187857,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,265,223,In.Progress,15.0485,NA
208,187859,187859,NA,NA,NA,NA,SMX,F,F2,NA,NA,SMX,NA,x,35.1143,-120.8178,2017,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,FIBB,z0187859,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,224,166,In.Progress,13.0515,NA
606,187860,187860,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,35.4191,-120.9177,2017,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0187860,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,332,331,Complete,22.262,NA
311,187868,187868,NA,NA,NA,NA,SMX,F,E1,NA,NA,SMX,NA,x,36.7882,-122.1007,2017,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,"Nico, FIBB",z0187868,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,298,268,Complete,68.0783,NA
625,187885,187885,NA,NA,NA,NA,HI-WA/SBC,F,Aminus,NA,NA,HI-WA/SBC,NA,x,48.3935,-124.5663,2017,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Chris Gabriele,z0187885,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,333,330,Complete,65.2586,NA
339,187906,187906,NA,NA,NA,NA,CentAm,F,Aminus,NA,NA,CentAm,NA,x,37.6087,-123.0883,2017,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0187906,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,309,292,Complete,10.0172,NA
177,56387,56387,187911,187912,NA,Baker.CentAm,CentAm,F,E1,NA,ddRAD.CentAm,CentAm,x,x,10.966666,-85.85,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,z0187911,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,185,105,In.Progress,32.4,NA
254,195258,195258,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,CCES,NA,x,47.0786,-124.1794,2018,ENTANGLED-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,z0195258,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,265,242,In.Progress,35.71,NA
76,195642,195642,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E4,NA,CCES,MnMx-CA/OR/WA/SBC,NA,x,48.4305,-124.7142,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0195642,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,Abandoned,49.15,NA
220,195643,195643,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,CCES,NA,x,48.4558,-124.9914,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,z0195643,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,238,212,In.Progress,37.28,NA
