"","locus","genos","num.haps"
"1","Mnov_gtseq_1",130,3
"2","Mnov_gtseq_10",114,3
"3","Mnov_gtseq_102",109,3
"4","Mnov_gtseq_104",127,3
"5","Mnov_gtseq_106",50,3
"6","Mnov_gtseq_107",22,2
"7","Mnov_gtseq_108",27,3
"8","Mnov_gtseq_111",58,4
"9","Mnov_gtseq_112",123,3
"10","Mnov_gtseq_113",93,3
"11","Mnov_gtseq_114",71,5
"12","Mnov_gtseq_117",45,3
"13","Mnov_gtseq_118",107,3
"14","Mnov_gtseq_12",120,3
"15","Mnov_gtseq_124",110,3
"16","Mnov_gtseq_125",128,3
"17","Mnov_gtseq_126",127,3
"18","Mnov_gtseq_127",83,3
"19","Mnov_gtseq_128",27,3
"20","Mnov_gtseq_129",120,3
"21","Mnov_gtseq_13",129,3
"22","Mnov_gtseq_130",87,3
"23","Mnov_gtseq_134",9,3
"24","Mnov_gtseq_135",124,3
"25","Mnov_gtseq_137",2,2
"26","Mnov_gtseq_138",130,3
"27","Mnov_gtseq_140",128,3
"28","Mnov_gtseq_141",125,3
"29","Mnov_gtseq_143",115,3
"30","Mnov_gtseq_145",123,3
"31","Mnov_gtseq_146",19,3
"32","Mnov_gtseq_147",29,3
"33","Mnov_gtseq_148",87,3
"34","Mnov_gtseq_149",113,3
"35","Mnov_gtseq_15",127,3
"36","Mnov_gtseq_152",112,3
"37","Mnov_gtseq_154",110,3
"38","Mnov_gtseq_155",97,3
"39","Mnov_gtseq_157",127,3
"40","Mnov_gtseq_158",126,3
"41","Mnov_gtseq_159",44,3
"42","Mnov_gtseq_16",124,3
"43","Mnov_gtseq_160",124,3
"44","Mnov_gtseq_161",100,3
"45","Mnov_gtseq_162",121,3
"46","Mnov_gtseq_167",129,3
"47","Mnov_gtseq_168",24,3
"48","Mnov_gtseq_17",119,3
"49","Mnov_gtseq_170",129,3
"50","Mnov_gtseq_171",19,3
"51","Mnov_gtseq_173",70,3
"52","Mnov_gtseq_174",103,3
"53","Mnov_gtseq_177",6,3
"54","Mnov_gtseq_178",13,2
"55","Mnov_gtseq_180",93,3
"56","Mnov_gtseq_181",28,2
"57","Mnov_gtseq_182",78,3
"58","Mnov_gtseq_186",84,3
"59","Mnov_gtseq_187",73,3
"60","Mnov_gtseq_188",82,3
"61","Mnov_gtseq_189",88,3
"62","Mnov_gtseq_19",131,2
"63","Mnov_gtseq_190",129,3
"64","Mnov_gtseq_191",69,3
"65","Mnov_gtseq_192",38,3
"66","Mnov_gtseq_193",130,3
"67","Mnov_gtseq_195",127,3
"68","Mnov_gtseq_196",127,3
"69","Mnov_gtseq_197",127,6
"70","Mnov_gtseq_2",131,3
"71","Mnov_gtseq_200",94,4
"72","Mnov_gtseq_201",132,3
"73","Mnov_gtseq_202",129,3
"74","Mnov_gtseq_204",87,3
"75","Mnov_gtseq_205",132,5
"76","Mnov_gtseq_208",126,3
"77","Mnov_gtseq_209",128,3
"78","Mnov_gtseq_21",127,3
"79","Mnov_gtseq_210",105,3
"80","Mnov_gtseq_213",80,3
"81","Mnov_gtseq_214",90,3
"82","Mnov_gtseq_215",129,3
"83","Mnov_gtseq_216",113,3
"84","Mnov_gtseq_218",131,3
"85","Mnov_gtseq_22",108,3
"86","Mnov_gtseq_220",126,3
"87","Mnov_gtseq_222",83,3
"88","Mnov_gtseq_223",103,3
"89","Mnov_gtseq_225",128,3
"90","Mnov_gtseq_227",123,3
"91","Mnov_gtseq_229",117,3
"92","Mnov_gtseq_230",78,3
"93","Mnov_gtseq_231",72,1
"94","Mnov_gtseq_232",128,3
