"","labID","genos","missing"
"1","175371",97,271
"2","175371b",304,64
"3","187857",128,240
"4","187857b",255,113
"5","195776",2,366
"6","195776b",81,287
"7","195777b",162,206
"8","196887",1,367
"9","196887b",203,165
"10","197665",193,175
"11","197665b",300,68
"12","197682",171,197
"13","197682b",273,95
"14","40513",43,325
"15","40513b",192,176
"16","43475",197,171
"17","43839",204,164
"18","43839b",281,87
"19","43980",224,144
"20","43980b",244,124
"21","45331",65,303
"22","45331b",290,78
"23","45401",193,175
"24","45401b",276,92
"25","45405",3,365
"26","45405b",320,48
"27","47854b",324,44
"28","53100",21,347
"29","53100b",295,73
"30","55903b",311,57
"31","55931",8,360
"32","55931b",282,86
"33","56392",34,334
"34","56392b",282,86
"35","75696",168,200
"36","75696b",218,150
