"","labID","genos","missing"
"1","z0005757",322,46
"2","z0005758",338,30
"3","z0005758b",285,83
"4","z0016577",331,37
"5","z0029828",328,40
"6","z0029831",337,31
"7","z0029860",332,36
"8","z0029863",327,41
"9","z0040308",335,33
"10","z0040387",333,35
"11","z0041243",330,38
"12","z0041248",316,52
"13","z0041250",328,40
"14","z0041274",329,39
"15","z0041519",333,35
"16","z0041526",335,33
"17","z0043243",331,37
"18","z0043243b",1,367
"19","z0043278",333,35
"20","z0043489",317,51
"21","z0043494",327,41
"22","z0043496",336,32
"23","z0043496b",1,367
"24","z0043498",333,35
"25","z0043566",328,40
"26","z0043599",328,40
"27","z0043650",336,32
"28","z0043668",335,33
"29","z0043674",336,32
"30","z0043686",335,33
"31","z0043693",334,34
"32","z0043704",301,67
"33","z0043819",330,38
"34","z0043819b",1,367
"35","z0043994",337,31
"36","z0044033",336,32
"37","z0044432",252,116
"38","z0044432b",32,336
"39","z0045347",333,35
"40","z0045398",334,34
"41","z0045407",333,35
"42","z0046925",248,120
"43","z0051326",334,34
"44","z0051328",333,35
"45","z0051380",336,32
"46","z0051405",336,32
"47","z0051875",216,152
"48","z0051895",337,31
"49","z0051918",336,32
"50","z0051929",334,34
"51","z0051959",329,39
"52","z0053025",328,40
"53","z0053055",335,33
"54","z0053082",332,36
"55","z0053096",336,32
"56","z0053101",335,33
"57","z0053133",334,34
"58","z0053138",335,33
"59","z0053149",336,32
"60","z0053149b",6,362
"61","z0053756",333,35
"62","z0053757",9,359
"63","z0053760",336,32
"64","z0053842",329,39
"65","z0053845",108,260
"66","z0053845b",28,340
"67","z0053846",329,39
"68","z0056034",333,35
"69","z0056064",337,31
"70","z0056065",337,31
"71","z0056069",336,32
"72","z0056073",335,33
"73","z0056374",320,48
"74","z0056389",334,34
"75","z0061527",334,34
"76","z0061969",336,32
"77","z0061982",12,356
"78","z0066805",334,34
"79","z0107078",334,34
"80","z0108510",335,33
"81","z0108513",336,32
"82","z0108513b",11,357
"83","z0113628",330,38
"84","z0146087",274,94
"85","z0175378",336,32
"86","z0175912",326,42
"87","z0175915",334,34
"88","z0175916",331,37
"89","z0175927",336,32
"90","z0187811",336,32
"91","z0187857",328,40
"92","z0187859",335,33
"93","z0187911",327,41
"94","z0195258",335,33
"95","z0195643",330,38
"96","z0195647",2,366
"97","z0195648",333,35
"98","z0195649",121,247
"99","z0195653",333,35
"100","z0195655",336,32
"101","z0195657",287,81
"102","z0195659",285,83
"103","z0195663",335,33
"104","z0195664",334,34
"105","z0195668",327,41
"106","z0195670",330,38
"107","z0195671",327,41
"108","z0195672",329,39
"109","z0195673",334,34
"110","z0195675",320,48
"111","z0195678",333,35
"112","z0195682",330,38
"113","z0195683",335,33
"114","z0195684",327,41
"115","z0195688",338,30
"116","z0195689",328,40
"117","z0195691",334,34
"118","z0195693",333,35
"119","z0195705",326,42
"120","z0195705b",290,78
"121","z0195736",329,39
"122","z0195751",331,37
"123","z0195751b",1,367
"124","z0195755",333,35
"125","z0195756",334,34
"126","z0195762",332,36
"127","z0195767",336,32
"128","z0195770",191,177
"129","z0195771",331,37
"130","z0195772",336,32
"131","z0195773",329,39
"132","z0195776",326,42
"133","z0195777",325,43
"134","z0195778",334,34
"135","z0195784",335,33
"136","z0195791",333,35
"137","z0196805",334,34
"138","z0196810",332,36
"139","z0196811",332,36
"140","z0196828",333,35
"141","z0196828b",43,325
"142","z0196829",336,32
"143","z0196838",332,36
"144","z0196839",332,36
"145","z0196846",332,36
"146","z0196847",337,31
"147","z0196851",334,34
"148","z0196887",334,34
"149","z0196891",330,38
"150","z0196894",335,33
"151","z0197660",327,41
"152","z0197664",335,33
"153","z0197682",228,140
"154","z0207777",209,159
"155","z0207778",333,35
