"","labID","genos","missing"
"1","z0005757",295,27
"2","z0005758",321,1
"3","z0011944",316,6
"4","z0016577",311,11
"5","z0016578",254,68
"6","z0018264",320,2
"7","z0029828",312,10
"8","z0029829",278,44
"9","z0029831",322,0
"10","z0029833",321,1
"11","z0029846",54,268
"12","z0029860",316,6
"13","z0029863",313,9
"14","z0029864",239,83
"15","z0037611",40,282
"16","z0037624",173,149
"17","z0040308",316,6
"18","z0040334",306,16
"19","z0040345",312,10
"20","z0040363",254,68
"21","z0040387",316,6
"22","z0040513",103,219
"23","z0041243",314,8
"24","z0041248",294,28
"25","z0041250",312,10
"26","z0041274",312,10
"27","z0041519",316,6
"28","z0041526",318,4
"29","z0043243",314,8
"30","z0043278",313,9
"31","z0043489",287,35
"32","z0043494",307,15
"33","z0043496",320,2
"34","z0043498",313,9
"35","z0043566",306,16
"36","z0043599",303,19
"37","z0043650",321,1
"38","z0043668",318,4
"39","z0043674",319,3
"40","z0043686",317,5
"41","z0043693",317,5
"42","z0043704",271,51
"43","z0043819",314,8
"44","z0043839",248,74
"45","z0043980",208,114
"46","z0043994",321,1
"47","z0044033",317,5
"48","z0044432",196,126
"49","z0045329",320,2
"50","z0045331",302,20
"51","z0045332",300,22
"52","z0045333",210,112
"53","z0045337",303,19
"54","z0045342",279,43
"55","z0045347",317,5
"56","z0045350",319,3
"57","z0045357",321,1
"58","z0045358",313,9
"59","z0045398",317,5
"60","z0045401",237,85
"61","z0045405",305,17
"62","z0045407",315,7
"63","z0045792",17,305
"64","z0046925",171,151
"65","z0047854",315,7
"66","z0051185",303,19
"67","z0051324",112,210
"68","z0051326",319,3
"69","z0051328",315,7
"70","z0051380",318,4
"71","z0051402",321,1
"72","z0051404",294,28
"73","z0051405",321,1
"74","z0051875",140,182
"75","z0051891",312,10
"76","z0051893",309,13
"77","z0051895",321,1
"78","z0051898",319,3
"79","z0051899",302,20
"80","z0051918",319,3
"81","z0051929",319,3
"82","z0051947",310,12
"83","z0051959",313,9
"84","z0051968",300,22
"85","z0053025",306,16
"86","z0053055",318,4
"87","z0053082",315,7
"88","z0053096",322,0
"89","z0053100",268,54
"90","z0053101",319,3
"91","z0053133",319,3
"92","z0053138",320,2
"93","z0053149",320,2
"94","z0053754",317,5
"95","z0053756",317,5
"96","z0053757",141,181
"97","z0053758",238,84
"98","z0053759",317,5
"99","z0053760",320,2
"100","z0053842",314,8
"101","z0053843",300,22
"102","z0053844",276,46
"103","z0053845",117,205
"104","z0053846",311,11
"105","z0053847",315,7
"106","z0053849",306,16
"107","z0055903",289,33
"108","z0055931",250,72
"109","z0056034",317,5
"110","z0056064",321,1
"111","z0056065",321,1
"112","z0056069",321,1
"113","z0056073",321,1
"114","z0056374",296,26
"115","z0056375",314,8
"116","z0056377",315,7
"117","z0056378",315,7
"118","z0056380",1,321
"119","z0056382",306,16
"120","z0056384",309,13
"121","z0056386",291,31
"122","z0056389",318,4
"123","z0056391",317,5
"124","z0056392",282,40
"125","z0056393",292,30
"126","z0056394",318,4
"127","z0056395",266,56
"128","z0056397",318,4
"129","z0056399",312,10
"130","z0061527",312,10
"131","z0061969",319,3
"132","z0061980",316,6
"133","z0061982",1,321
"134","z0066792",309,13
"135","z0066805",315,7
"136","z0075696",165,157
"137","z0107055",320,2
"138","z0107073",321,1
"139","z0107078",319,3
"140","z0107080",306,16
"141","z0107101",289,33
"142","z0108480",312,10
"143","z0108489",238,84
"144","z0108508",317,5
"145","z0108510",319,3
"146","z0108513",320,2
"147","z0113628",315,7
"148","z0133302",261,61
"149","z0146087",215,107
"150","z0173485",308,14
"151","z0175371",289,33
"152","z0175377",316,6
"153","z0175378",322,0
"154","z0175912",304,18
"155","z0175915",319,3
"156","z0175916",314,8
"157","z0175927",322,0
"158","z0175928",317,5
"159","z0175937",316,6
"160","z0178294",1,321
"161","z0178296",1,321
"162","z0178348",281,41
"163","z0187811",320,2
"164","z0187842",313,9
"165","z0187857",313,9
"166","z0187859",321,1
"167","z0187860",321,1
"168","z0187868",253,69
"169","z0187906",288,34
"170","z0187911",308,14
"171","z0195258",320,2
"172","z0195643",312,10
"173","z0195644",264,58
"174","z0195648",311,11
"175","z0195649",32,290
"176","z0195650",24,298
"177","z0195651",80,242
"178","z0195653",315,7
