"","labID","genos","missing"
"179","z0195655",321,1
"180","z0195657",240,82
"181","z0195659",257,65
"182","z0195663",318,4
"183","z0195664",321,1
"184","z0195665",1,321
"185","z0195667",71,251
"186","z0195668",311,11
"187","z0195670",313,9
"188","z0195671",308,14
"189","z0195672",311,11
"190","z0195673",316,6
"191","z0195675",284,38
"192","z0195677",106,216
"193","z0195678",319,3
"194","z0195679",1,321
"195","z0195682",313,9
"196","z0195683",316,6
"197","z0195684",309,13
"198","z0195688",322,0
"199","z0195689",312,10
"200","z0195691",320,2
"201","z0195693",315,7
"202","z0195697",269,53
"203","z0195700",305,17
"204","z0195703",310,12
"205","z0195705",317,5
"206","z0195706",317,5
"207","z0195707",318,4
"208","z0195708",317,5
"209","z0195709",319,3
"210","z0195710",318,4
"211","z0195712",319,3
"212","z0195713",322,0
"213","z0195714",318,4
"214","z0195715",311,11
"215","z0195717",319,3
"216","z0195720",275,47
"217","z0195721",1,321
"218","z0195722",316,6
"219","z0195726",233,89
"220","z0195727",289,33
"221","z0195729",294,28
"222","z0195730",317,5
"223","z0195733",320,2
"224","z0195735",321,1
"225","z0195736",311,11
"226","z0195738",319,3
"227","z0195739",310,12
"228","z0195741",311,11
"229","z0195742",322,0
"230","z0195743",318,4
"231","z0195748",321,1
"232","z0195751",316,6
"233","z0195755",317,5
"234","z0195756",317,5
"235","z0195759",2,320
"236","z0195762",316,6
"237","z0195767",320,2
"238","z0195769",1,321
"239","z0195770",120,202
"240","z0195771",313,9
"241","z0195772",319,3
"242","z0195773",313,9
"243","z0195775",1,321
"244","z0195776",305,17
"245","z0195777",310,12
"246","z0195778",316,6
"247","z0195780",1,321
"248","z0195781",5,317
"249","z0195782",43,279
"250","z0195784",319,3
"251","z0195787",1,321
"252","z0195791",319,3
"253","z0196707",320,2
"254","z0196708",270,52
"255","z0196709",309,13
"256","z0196714",319,3
"257","z0196718",318,4
"258","z0196721",288,34
"259","z0196722",309,13
"260","z0196723",111,211
"261","z0196726",310,12
"262","z0196727",311,11
"263","z0196728",317,5
"264","z0196730",296,26
"265","z0196732",305,17
"266","z0196733",191,131
"267","z0196736",317,5
"268","z0196737",299,23
"269","z0196738",215,107
"270","z0196741",261,61
"271","z0196742",319,3
"272","z0196743",300,22
"273","z0196744",306,16
"274","z0196746",312,10
"275","z0196747",304,18
"276","z0196748",312,10
"277","z0196749",318,4
"278","z0196750",301,21
"279","z0196753",311,11
"280","z0196755",311,11
"281","z0196756",319,3
"282","z0196757",318,4
"283","z0196758",315,7
"284","z0196759",297,25
"285","z0196760",316,6
"286","z0196761",303,19
"287","z0196762",311,11
"288","z0196765",310,12
"289","z0196767",307,15
"290","z0196768",307,15
"291","z0196770",283,39
"292","z0196772",313,9
"293","z0196773",304,18
"294","z0196775",313,9
"295","z0196777",315,7
"296","z0196778",314,8
"297","z0196781",315,7
"298","z0196783",319,3
"299","z0196792",1,321
"300","z0196793",260,62
"301","z0196794",306,16
"302","z0196795",273,49
"303","z0196800",226,96
"304","z0196804",270,52
"305","z0196805",318,4
"306","z0196806",137,185
"307","z0196810",317,5
"308","z0196811",317,5
"309","z0196812",104,218
"310","z0196822",317,5
"311","z0196823",318,4
"312","z0196826",312,10
"313","z0196828",319,3
"314","z0196829",321,1
"315","z0196830",215,107
"316","z0196831",309,13
"317","z0196832",240,82
"318","z0196833",319,3
"319","z0196838",316,6
"320","z0196839",314,8
"321","z0196840",1,321
"322","z0196842",114,208
"323","z0196844",1,321
"324","z0196845",16,306
"325","z0196846",314,8
"326","z0196847",320,2
"327","z0196848",317,5
"328","z0196850",1,321
"329","z0196851",316,6
"330","z0196854",319,3
"331","z0196858",165,157
"332","z0196859",320,2
"333","z0196860",317,5
"334","z0196861",318,4
"335","z0196862",317,5
"336","z0196863",311,11
"337","z0196865",313,9
"338","z0196886",248,74
"339","z0196887",318,4
"340","z0196888",1,321
"341","z0196889",1,321
"342","z0196891",314,8
"343","z0196892",28,294
"344","z0196894",317,5
"345","z0197658",308,14
"346","z0197659",266,56
"347","z0197660",310,12
"348","z0197662",277,45
"349","z0197664",320,2
"350","z0197665",314,8
"351","z0197671",270,52
"352","z0197673",294,28
"353","z0197679",319,3
"354","z0197682",262,60
"355","z0207777",112,210
"356","z0207778",313,9
