"","labID","genos","missing"
"1","z0005757",134,188
"2","z0005758",182,140
"3","z0012701",285,37
"4","z0012702",164,158
"5","z0016577",218,104
"6","z0016579",315,7
"7","z0025405",1,321
"8","z0029828",83,239
"9","z0029860",33,289
"10","z0029861",4,318
"11","z0029865",277,45
"12","z0029866",1,321
"13","z0037607",315,7
"14","z0037609",237,85
"15","z0037610",1,321
"16","z0040275",65,257
"17","z0040287",287,35
"18","z0040333",313,9
"19","z0040357",291,31
"20","z0040364",319,3
"21","z0040403",2,320
"22","z0040439",322,0
"23","z0040465",143,179
"24","z0040513",183,139
"25","z0040513b",1,321
"26","z0040960",1,321
"27","z0040961",281,41
"28","z0041026",321,1
"29","z0041051",122,200
"30","z0041115",298,24
"31","z0041145",1,321
"32","z0041233",307,15
"33","z0041243",114,208
"34","z0041248",38,284
"35","z0041250",42,280
"36","z0041274",9,313
"37","z0041465",93,229
"38","z0041472",290,32
"39","z0041472b",305,17
"40","z0041480",275,47
"41","z0041483",321,1
"42","z0041494",31,291
"43","z0041498",315,7
"44","z0041501",316,6
"45","z0041507",288,34
"46","z0041512",321,1
"47","z0041522",264,58
"48","z0041527",206,116
"49","z0043243",26,296
"50","z0043278",120,202
"51","z0043475",210,112
"52","z0043475b",117,205
"53","z0043477",322,0
"54","z0043478",311,11
"55","z0043481",320,2
"56","z0043487",1,321
"57","z0043488",7,315
"58","z0043489",109,213
"59","z0043491",14,308
"60","z0043493",313,9
"61","z0043494",132,190
"62","z0043496",30,292
"63","z0043498",1,321
"64","z0043504",1,321
"65","z0043513",12,310
"66","z0043526",304,18
"67","z0043572",322,0
"68","z0043599",9,313
"69","z0043627",23,299
"70","z0043642",316,6
"71","z0043649",314,8
"72","z0043650",193,129
"73","z0043652",317,5
"74","z0043674",178,144
"75","z0043807",318,4
"76","z0043839",37,285
"77","z0043876",36,286
"78","z0043877",213,109
"79","z0043891",129,193
"80","z0043898",1,321
"81","z0043904",1,321
"82","z0043915",212,110
"83","z0043940",184,138
"84","z0043954",316,6
"85","z0043966",283,39
"86","z0043980",318,4
"87","z0043994",65,257
"88","z0043994b",169,153
"89","z0044017",276,46
"90","z0044019",274,48
"91","z0044033",162,160
"92","z0044042",307,15
"93","z0044044",1,321
"94","z0044047",237,85
"95","z0044059",4,318
"96","z0044064",214,108
"97","z0044432",207,115
"98","z0045326",322,0
"99","z0045352",307,15
"100","z0045371",314,8
"101","z0045398",218,104
"102","z0045399",317,5
"103","z0045404",320,2
"104","z0045407",23,299
"105","z0045719",320,2
"106","z0045720",316,6
"107","z0045728",320,2
"108","z0045731",318,4
"109","z0045733",319,3
"110","z0045736",318,4
"111","z0045739",316,6
"112","z0045740",317,5
"113","z0045741",320,2
"114","z0045742",319,3
"115","z0045776",321,1
"116","z0045776b",317,5
"117","z0045779",308,14
"118","z0045781",320,2
"119","z0045793",321,1
"120","z0047562",249,73
"121","z0047587",1,321
"122","z0047603",1,321
"123","z0047854",226,96
"124","z0049019",314,8
"125","z0049020",317,5
"126","z0051327",310,12
"127","z0051399",1,321
"128","z0051400",318,4
"129","z0051400b",320,2
"130","z0051431",3,319
"131","z0051447",1,321
"132","z0051875",97,225
"133","z0051885",296,26
"134","z0051888b",318,4
"135","z0051895",186,136
"136","z0051906",1,321
"137","z0051918",196,126
"138","z0051959",9,313
"139","z0052846",320,2
"140","z0052882",317,5
"141","z0053020",224,98
"142","z0053024",268,54
"143","z0053025",1,321
"144","z0053031",317,5
"145","z0053032",315,7
"146","z0053040",293,29
"147","z0053051",319,3
"148","z0053054",303,19
"149","z0053071",309,13
"150","z0053073",313,9
"151","z0053078",317,5
"152","z0053078b",269,53
"153","z0053082",1,321
"154","z0053082b",1,321
"155","z0053083",230,92
"156","z0053090",255,67
"157","z0053090b",120,202
"158","z0053096",212,110
"159","z0053100",236,86
"160","z0053101",124,198
"161","z0053102",286,36
"162","z0053103",319,3
"163","z0053111",305,17
"164","z0053111b",233,89
"165","z0053131",320,2
"166","z0053132",320,2
"167","z0053133",100,222
"168","z0053138",84,238
"169","z0053142",301,21
"170","z0053149",22,300
"171","z0055903",316,6
"172","z0055912",280,42
"173","z0055916",267,55
"174","z0055931",302,20
"175","z0055944",309,13
"176","z0055962",249,73
"177","z0055971",297,25
"178","z0055977",244,78
"179","z0055996",308,14
"180","z0055997",301,21
"181","z0055998",303,19
"182","z0055999",314,8
"183","z0056034",42,280
"184","z0056056",195,127
"185","z0056059",248,74
"186","z0056062",303,19
"187","z0056065",1,321
"188","z0056069",6,316
"189","z0056085",316,6
"190","z0056089",7,315
"191","z0056092",315,7
"192","z0056095",308,14
"193","z0061527",3,319
"194","z0061967",317,5
"195","z0061969",1,321
"196","z0061978",1,321
"197","z0075696",298,24
"198","z0108494",1,321
"199","z0108516",1,321
"200","z0113619",3,319
"201","z0113628",1,321
"202","z0174005",292,30
"203","z0175351",1,321
"204","z0175371",311,11
"205","z0175378b",1,321
"206","z0175950",298,24
"207","z0187885",1,321
"208","z0187885b",306,16
"209","z0195258",227,95
"210","z0195643",198,124
"211","z0195644",276,46
"212","z0195645",1,321
"213","z0195646",2,320
"214","z0195647",155,167
"215","z0195648",53,269
"216","z0195650",259,63
"217","z0195651",266,56
"218","z0195653",54,268
"219","z0195656",1,321
"220","z0195657",198,124
"221","z0195659",198,124
"222","z0195662",1,321
"223","z0195664",63,259
"224","z0195665",6,316
"225","z0195667",266,56
"226","z0195668",220,102
"227","z0195669",17,305
"228","z0195670",63,259
"229","z0195671",90,232
"230","z0195672",33,289
"231","z0195673",203,119
"232","z0195674",1,321
"233","z0195675",122,200
"234","z0195677",234,88
"235","z0195678",72,250
"236","z0195679",12,310
"237","z0195680",10,312
"238","z0195681",8,314
"239","z0195682",137,185
"240","z0195684",58,264
"241","z0195687",2,320
"242","z0195691",3,319
"243","z0195694",1,321
"244","z0195699",318,4
"245","z0195701",257,65
"246","z0195702",319,3
"247","z0195704",320,2
"248","z0195705",136,186
"249","z0195711",318,4
"250","z0195716",320,2
"251","z0195716b",320,2
"252","z0195718",276,46
"253","z0195724",95,227
"254","z0195725",274,48
"255","z0195728",211,111
"256","z0195731",279,43
"257","z0195732",141,181
"258","z0195737",318,4
"259","z0195740",210,112
"260","z0195754",1,321
"261","z0195762",1,321
"262","z0195764",1,321
"263","z0195767",1,321
"264","z0195783",5,317
"265","z0195784",24,298
"266","z0196686",319,3
"267","z0196687",321,1
"268","z0196689",319,3
"269","z0196690",288,34
"270","z0196691",283,39
"271","z0196692",303,19
"272","z0196693",309,13
"273","z0196694",315,7
"274","z0196710",320,2
"275","z0196713",266,56
"276","z0196715",173,149
"277","z0196719",321,1
"278","z0196724",173,149
"279","z0196725",320,2
"280","z0196725b",318,4
"281","z0196729",309,13
"282","z0196731",317,5
"283","z0196734",306,16
"284","z0196739",49,273
"285","z0196740",260,62
"286","z0196751",321,1
"287","z0196752",321,1
"288","z0196754",322,0
"289","z0196763",316,6
"290","z0196764",320,2
"291","z0196766",321,1
"292","z0196769",319,3
"293","z0196774",319,3
"294","z0196809",245,77
"295","z0196824",319,3
"296","z0196825",303,19
"297","z0196828",17,305
"298","z0196828b",58,264
"299","z0196829",34,288
"300","z0196834",19,303
"301","z0196835",318,4
"302","z0196843",47,275
"303","z0196849",312,10
"304","z0196852",316,6
"305","z0196852b",305,17
"306","z0196855",317,5
"307","z0196855b",315,7
"308","z0196856",314,8
"309","z0196857",319,3
"310","z0196857b",307,15
"311","z0196864",314,8
"312","z0196890",1,321
"313","z0197668",249,73
"314","z0197669",319,3
"315","z0197672",296,26
