"","id","stratum","num.loci.genotyped","num.loci.missing.genotypes","pct.loci.missing.genotypes","pct.loci.homozygous"
"176","z0051893","Default",280,8,0.0277777777777778,0.510416666666667
"177","z0051895","Default",288,0,0,0.493055555555556
"178","z0051898","Default",287,1,0.00347222222222222,0.53125
"179","z0051918","Default",286,2,0.00694444444444444,0.493055555555556
"180","z0051922","Default",287,1,0.00347222222222222,0.538194444444444
"181","z0051929","Default",285,3,0.0104166666666667,0.545138888888889
"182","z0051939","Default",255,33,0.114583333333333,0.472222222222222
"183","z0051947","Default",280,8,0.0277777777777778,0.506944444444444
"184","z0051959","Default",284,4,0.0138888888888889,0.548611111111111
"185","z0051968","Default",270,18,0.0625,0.541666666666667
"186","z0052846","Default",287,1,0.00347222222222222,0.552083333333333
"187","z0052882","Default",286,2,0.00694444444444444,0.538194444444444
"188","z0053020","Default",228,60,0.208333333333333,0.427083333333333
"189","z0053024","Default",254,34,0.118055555555556,0.423611111111111
"190","z0053025","Default",279,9,0.03125,0.489583333333333
"191","z0053031","Default",286,2,0.00694444444444444,0.545138888888889
"192","z0053032","Default",287,1,0.00347222222222222,0.576388888888889
"193","z0053040","Default",272,16,0.0555555555555556,0.541666666666667
"194","z0053051","Default",287,1,0.00347222222222222,0.559027777777778
"195","z0053054","Default",274,14,0.0486111111111111,0.524305555555556
"196","z0053055","Default",285,3,0.0104166666666667,0.565972222222222
"197","z0053071","Default",281,7,0.0243055555555556,0.541666666666667
"198","z0053073","Default",284,4,0.0138888888888889,0.552083333333333
"199","z0053078","Default",287,1,0.00347222222222222,0.552083333333333
"200","z0053082","Default",287,1,0.00347222222222222,0.586805555555556
"201","z0053083","Default",253,35,0.121527777777778,0.461805555555556
"202","z0053090","Default",260,28,0.0972222222222222,0.5
"203","z0053096","Default",288,0,0,0.604166666666667
"204","z0053100","Default",269,19,0.0659722222222222,0.555555555555556
"205","z0053101","Default",286,2,0.00694444444444444,0.555555555555556
"206","z0053102","Default",262,26,0.0902777777777778,0.520833333333333
"207","z0053103","Default",287,1,0.00347222222222222,0.555555555555556
"208","z0053111","Default",283,5,0.0173611111111111,0.475694444444444
"209","z0053131","Default",288,0,0,0.524305555555556
"210","z0053132","Default",288,0,0,0.590277777777778
"211","z0053133","Default",286,2,0.00694444444444444,0.524305555555556
"212","z0053138","Default",287,1,0.00347222222222222,0.559027777777778
"213","z0053142","Default",281,7,0.0243055555555556,0.642361111111111
"214","z0053149","Default",288,0,0,0.541666666666667
"215","z0053754","Default",285,3,0.0104166666666667,0.520833333333333
"216","z0053756","Default",285,3,0.0104166666666667,0.559027777777778
"217","z0053758","Default",238,50,0.173611111111111,0.4375
"218","z0053759","Default",287,1,0.00347222222222222,0.527777777777778
"219","z0053842","Default",285,3,0.0104166666666667,0.583333333333333
"220","z0053843","Default",271,17,0.0590277777777778,0.486111111111111
"221","z0053844","Default",266,22,0.0763888888888889,0.5
"222","z0053846","Default",281,7,0.0243055555555556,0.541666666666667
"223","z0053847","Default",288,0,0,0.555555555555556
"224","z0053849","Default",285,3,0.0104166666666667,0.576388888888889
"225","z0055903","Default",285,3,0.0104166666666667,0.5625
"226","z0055910","Default",189,99,0.34375,0.395833333333333
"227","z0055912","Default",266,22,0.0763888888888889,0.517361111111111
"228","z0055916","Default",243,45,0.15625,0.496527777777778
"229","z0055931","Default",280,8,0.0277777777777778,0.569444444444444
"230","z0055944","Default",279,9,0.03125,0.545138888888889
"231","z0055947","Default",260,28,0.0972222222222222,0.53125
"232","z0055962","Default",269,19,0.0659722222222222,0.520833333333333
"233","z0055963","Default",226,62,0.215277777777778,0.423611111111111
"234","z0055965","Default",215,73,0.253472222222222,0.395833333333333
"235","z0055970","Default",242,46,0.159722222222222,0.479166666666667
"236","z0055971","Default",268,20,0.0694444444444444,0.520833333333333
"237","z0055977","Default",269,19,0.0659722222222222,0.541666666666667
"238","z0055986","Default",231,57,0.197916666666667,0.472222222222222
"239","z0055990","Default",269,19,0.0659722222222222,0.53125
"240","z0055996","Default",281,7,0.0243055555555556,0.555555555555556
"241","z0055997","Default",279,9,0.03125,0.506944444444444
"242","z0055998","Default",276,12,0.0416666666666667,0.493055555555556
"243","z0055999","Default",281,7,0.0243055555555556,0.520833333333333
"244","z0056011","Default",265,23,0.0798611111111111,0.520833333333333
"245","z0056029","Default",275,13,0.0451388888888889,0.520833333333333
"246","z0056034","Default",286,2,0.00694444444444444,0.506944444444444
"247","z0056056","Default",217,71,0.246527777777778,0.413194444444444
"248","z0056058","Default",273,15,0.0520833333333333,0.545138888888889
"249","z0056059","Default",264,24,0.0833333333333333,0.479166666666667
"250","z0056062","Default",285,3,0.0104166666666667,0.565972222222222
"251","z0056063","Default",275,13,0.0451388888888889,0.527777777777778
"252","z0056064","Default",288,0,0,0.604166666666667
"253","z0056065","Default",288,0,0,0.520833333333333
"254","z0056073","Default",287,1,0.00347222222222222,0.5
"255","z0056076","Default",274,14,0.0486111111111111,0.475694444444444
"256","z0056079","Default",261,27,0.09375,0.517361111111111
"257","z0056085","Default",287,1,0.00347222222222222,0.552083333333333
"258","z0056092","Default",284,4,0.0138888888888889,0.503472222222222
"259","z0056095","Default",284,4,0.0138888888888889,0.538194444444444
"260","z0056103","Default",265,23,0.0798611111111111,0.493055555555556
"261","z0056374","Default",269,19,0.0659722222222222,0.496527777777778
"262","z0056375","Default",288,0,0,0.520833333333333
"263","z0056377","Default",287,1,0.00347222222222222,0.496527777777778
"264","z0056378","Default",286,2,0.00694444444444444,0.5625
"265","z0056382","Default",287,1,0.00347222222222222,0.548611111111111
"266","z0056384","Default",280,8,0.0277777777777778,0.53125
"267","z0056386","Default",267,21,0.0729166666666667,0.486111111111111
"268","z0056387","Default",281,7,0.0243055555555556,0.472222222222222
"269","z0056389","Default",287,1,0.00347222222222222,0.545138888888889
"270","z0056391","Default",285,3,0.0104166666666667,0.503472222222222
"271","z0056392","Default",256,32,0.111111111111111,0.465277777777778
"272","z0056393","Default",262,26,0.0902777777777778,0.569444444444444
"273","z0056394","Default",286,2,0.00694444444444444,0.555555555555556
"274","z0056395","Default",285,3,0.0104166666666667,0.5625
"275","z0056397","Default",287,1,0.00347222222222222,0.534722222222222
"276","z0061527","Default",282,6,0.0208333333333333,0.503472222222222
"277","z0061967","Default",286,2,0.00694444444444444,0.53125
"278","z0061969","Default",287,1,0.00347222222222222,0.555555555555556
"279","z0061980","Default",286,2,0.00694444444444444,0.538194444444444
"280","z0062886","Default",243,45,0.15625,0.840277777777778
"281","z0066166","Default",279,9,0.03125,0.479166666666667
"282","z0066792","Default",280,8,0.0277777777777778,0.607638888888889
"283","z0066805","Default",284,4,0.0138888888888889,0.576388888888889
"284","z0067213","Default",256,32,0.111111111111111,0.888888888888889
"285","z0068471","Default",280,8,0.0277777777777778,0.479166666666667
"286","z0075696","Default",269,19,0.0659722222222222,0.555555555555556
"287","z0101084","Default",266,22,0.0763888888888889,0.510416666666667
"288","z0101181","Default",286,2,0.00694444444444444,0.572916666666667
"289","z0107055","Default",288,0,0,0.538194444444444
"290","z0107067","Default",278,10,0.0347222222222222,0.517361111111111
"291","z0107073","Default",287,1,0.00347222222222222,0.486111111111111
"292","z0107078","Default",287,1,0.00347222222222222,0.59375
"293","z0107080","Default",283,5,0.0173611111111111,0.53125
"294","z0107099","Default",281,7,0.0243055555555556,0.527777777777778
"295","z0107101","Default",287,1,0.00347222222222222,0.517361111111111
"296","z0108480","Default",284,4,0.0138888888888889,0.482638888888889
"297","z0108489","Default",286,2,0.00694444444444444,0.572916666666667
"298","z0108508","Default",286,2,0.00694444444444444,0.555555555555556
"299","z0108510","Default",286,2,0.00694444444444444,0.517361111111111
"300","z0108513","Default",288,0,0,0.510416666666667
"301","z0108528","Default",287,1,0.00347222222222222,0.524305555555556
"302","z0113628","Default",283,5,0.0173611111111111,0.506944444444444
"303","z0133302","Default",241,47,0.163194444444444,0.482638888888889
"304","z0146087","Default",195,93,0.322916666666667,0.392361111111111
"305","z0173485","Default",285,3,0.0104166666666667,0.517361111111111
"306","z0175371","Default",283,5,0.0173611111111111,0.541666666666667
"307","z0175377","Default",284,4,0.0138888888888889,0.555555555555556
"308","z0175378","Default",288,0,0,0.545138888888889
"309","z0175912","Default",286,2,0.00694444444444444,0.541666666666667
"310","z0175915","Default",286,2,0.00694444444444444,0.5
"311","z0175916","Default",284,4,0.0138888888888889,0.513888888888889
"312","z0175927","Default",288,0,0,0.5625
"313","z0175928","Default",285,3,0.0104166666666667,0.5625
"314","z0175937","Default",284,4,0.0138888888888889,0.548611111111111
"315","z0175950","Default",277,11,0.0381944444444444,0.46875
"316","z0175953","Default",275,13,0.0451388888888889,0.538194444444444
"317","z0178348","Default",253,35,0.121527777777778,0.482638888888889
"318","z0187811","Default",287,1,0.00347222222222222,0.53125
"319","z0187819","Default",267,21,0.0729166666666667,0.510416666666667
"320","z0187842","Default",287,1,0.00347222222222222,0.53125
"321","z0187846","Default",274,14,0.0486111111111111,0.527777777777778
"322","z0187847","Default",264,24,0.0833333333333333,0.510416666666667
"323","z0187851","Default",259,29,0.100694444444444,0.517361111111111
"324","z0187857","Default",283,5,0.0173611111111111,0.517361111111111
"325","z0187859","Default",288,0,0,0.503472222222222
"326","z0187860","Default",288,0,0,0.486111111111111
"327","z0187868","Default",286,2,0.00694444444444444,0.503472222222222
"328","z0187882","Default",271,17,0.0590277777777778,0.524305555555556
"329","z0187885","Default",287,1,0.00347222222222222,0.53125
"330","z0187906","Default",261,27,0.09375,0.496527777777778
"331","z0195258","Default",287,1,0.00347222222222222,0.503472222222222
"332","z0195643","Default",283,5,0.0173611111111111,0.586805555555556
"333","z0195644","Default",275,13,0.0451388888888889,0.475694444444444
"334","z0195648","Default",283,5,0.0173611111111111,0.527777777777778
"335","z0195650","Default",240,48,0.166666666666667,0.454861111111111
"336","z0195651","Default",253,35,0.121527777777778,0.489583333333333
"337","z0195653","Default",286,2,0.00694444444444444,0.454861111111111
"338","z0195655","Default",288,0,0,0.559027777777778
"339","z0195657","Default",241,47,0.163194444444444,0.461805555555556
"340","z0195659","Default",249,39,0.135416666666667,0.454861111111111
"341","z0195663","Default",287,1,0.00347222222222222,0.572916666666667
"342","z0195664","Default",288,0,0,0.59375
"343","z0195667","Default",245,43,0.149305555555556,0.444444444444444
"344","z0195668","Default",282,6,0.0208333333333333,0.548611111111111
"345","z0195670","Default",282,6,0.0208333333333333,0.569444444444444
"346","z0195671","Default",283,5,0.0173611111111111,0.517361111111111
"347","z0195672","Default",284,4,0.0138888888888889,0.503472222222222
"348","z0195673","Default",287,1,0.00347222222222222,0.541666666666667
"349","z0195675","Default",264,24,0.0833333333333333,0.482638888888889
"350","z0195677","Default",226,62,0.215277777777778,0.461805555555556
"351","z0195678","Default",288,0,0,0.565972222222222
"352","z0195682","Default",286,2,0.00694444444444444,0.555555555555556
"353","z0195683","Default",285,3,0.0104166666666667,0.569444444444444
"354","z0195684","Default",284,4,0.0138888888888889,0.576388888888889
"355","z0195688","Default",288,0,0,0.548611111111111
"356","z0195689","Default",283,5,0.0173611111111111,0.534722222222222
"357","z0195691","Default",287,1,0.00347222222222222,0.559027777777778
"358","z0195693","Default",285,3,0.0104166666666667,0.586805555555556
"359","z0195696","Default",277,11,0.0381944444444444,0.534722222222222
"360","z0195697","Default",271,17,0.0590277777777778,0.524305555555556
"361","z0195699","Default",288,0,0,0.5625
"362","z0195700","Default",284,4,0.0138888888888889,0.506944444444444
"363","z0195701","Default",265,23,0.0798611111111111,0.465277777777778
"364","z0195702","Default",288,0,0,0.583333333333333
"365","z0195703","Default",285,3,0.0104166666666667,0.524305555555556
"366","z0195704","Default",287,1,0.00347222222222222,0.513888888888889
"367","z0195705","Default",286,2,0.00694444444444444,0.53125
"368","z0195706","Default",286,2,0.00694444444444444,0.579861111111111
"369","z0195707","Default",288,0,0,0.520833333333333
"370","z0195708","Default",287,1,0.00347222222222222,0.576388888888889
"371","z0195709","Default",286,2,0.00694444444444444,0.472222222222222
"372","z0195711","Default",287,1,0.00347222222222222,0.590277777777778
"373","z0195712","Default",287,1,0.00347222222222222,0.517361111111111
"374","z0195713","Default",288,0,0,0.53125
"375","z0195714","Default",288,0,0,0.673611111111111
"376","z0195715","Default",285,3,0.0104166666666667,0.513888888888889
"377","z0195716","Default",287,1,0.00347222222222222,0.475694444444444
"378","z0195717","Default",287,1,0.00347222222222222,0.475694444444444
"379","z0195718","Default",251,37,0.128472222222222,0.475694444444444
"380","z0195720","Default",278,10,0.0347222222222222,0.517361111111111
"381","z0195722","Default",288,0,0,0.527777777777778
"382","z0195725","Default",274,14,0.0486111111111111,0.520833333333333
"383","z0195726","Default",242,46,0.159722222222222,0.472222222222222
"384","z0195727","Default",276,12,0.0416666666666667,0.513888888888889
"385","z0195728","Default",246,42,0.145833333333333,0.472222222222222
"386","z0195729","Default",277,11,0.0381944444444444,0.583333333333333
"387","z0195730","Default",286,2,0.00694444444444444,0.621527777777778
"388","z0195732","Default",241,47,0.163194444444444,0.454861111111111
"389","z0195733","Default",288,0,0,0.527777777777778
"390","z0195735","Default",288,0,0,0.548611111111111
"391","z0195736","Default",282,6,0.0208333333333333,0.541666666666667
"392","z0195737","Default",286,2,0.00694444444444444,0.496527777777778
"393","z0195738","Default",288,0,0,0.565972222222222
"394","z0195739","Default",285,3,0.0104166666666667,0.552083333333333
"395","z0195740","Default",209,79,0.274305555555556,0.409722222222222
"396","z0195741","Default",279,9,0.03125,0.510416666666667
"397","z0195742","Default",288,0,0,0.586805555555556
"398","z0195743","Default",287,1,0.00347222222222222,0.541666666666667
"399","z0195748","Default",288,0,0,0.53125
"400","z0195751","Default",285,3,0.0104166666666667,0.552083333333333
"401","z0195755","Default",285,3,0.0104166666666667,0.506944444444444
"402","z0195756","Default",285,3,0.0104166666666667,0.517361111111111
"403","z0195762","Default",285,3,0.0104166666666667,0.572916666666667
"404","z0195771","Default",287,1,0.00347222222222222,0.524305555555556
"405","z0195773","Default",283,5,0.0173611111111111,0.583333333333333
"406","z0195776","Default",276,12,0.0416666666666667,0.53125
"407","z0195777","Default",282,6,0.0208333333333333,0.53125
"408","z0195778","Default",286,2,0.00694444444444444,0.559027777777778
"409","z0195782","Default",200,88,0.305555555555556,0.381944444444444
"410","z0195784","Default",287,1,0.00347222222222222,0.569444444444444
"411","z0195791","Default",286,2,0.00694444444444444,0.527777777777778
"412","z0196686","Default",287,1,0.00347222222222222,0.559027777777778
"413","z0196687","Default",288,0,0,0.572916666666667
"414","z0196689","Default",288,0,0,0.659722222222222
"415","z0196690","Default",281,7,0.0243055555555556,0.611111111111111
"416","z0196691","Default",266,22,0.0763888888888889,0.534722222222222
"417","z0196692","Default",285,3,0.0104166666666667,0.559027777777778
"418","z0196693","Default",283,5,0.0173611111111111,0.5625
"419","z0196694","Default",285,3,0.0104166666666667,0.548611111111111
"420","z0196707","Default",288,0,0,0.572916666666667
"421","z0196709","Default",281,7,0.0243055555555556,0.517361111111111
"422","z0196710","Default",287,1,0.00347222222222222,0.548611111111111
"423","z0196711","Default",271,17,0.0590277777777778,0.513888888888889
"424","z0196714","Default",288,0,0,0.538194444444444
"425","z0196715","Default",223,65,0.225694444444444,0.420138888888889
"426","z0196718","Default",288,0,0,0.565972222222222
"427","z0196719","Default",287,1,0.00347222222222222,0.541666666666667
"428","z0196721","Default",259,29,0.100694444444444,0.503472222222222
"429","z0196722","Default",286,2,0.00694444444444444,0.565972222222222
"430","z0196723","Default",213,75,0.260416666666667,0.423611111111111
"431","z0196724","Default",229,59,0.204861111111111,0.434027777777778
"432","z0196725","Default",288,0,0,0.552083333333333
"433","z0196726","Default",282,6,0.0208333333333333,0.479166666666667
"434","z0196727","Default",287,1,0.00347222222222222,0.545138888888889
"435","z0196728","Default",287,1,0.00347222222222222,0.503472222222222
"436","z0196729","Default",283,5,0.0173611111111111,0.506944444444444
"437","z0196730","Default",279,9,0.03125,0.541666666666667
"438","z0196731","Default",287,1,0.00347222222222222,0.527777777777778
"439","z0196733","Default",250,38,0.131944444444444,0.46875
"440","z0196734","Default",283,5,0.0173611111111111,0.565972222222222
"441","z0196737","Default",275,13,0.0451388888888889,0.496527777777778
"442","z0196738","Default",241,47,0.163194444444444,0.486111111111111
"443","z0196739","Default",237,51,0.177083333333333,0.416666666666667
"444","z0196740","Default",257,31,0.107638888888889,0.458333333333333
"445","z0196741","Default",242,46,0.159722222222222,0.444444444444444
"446","z0196742","Default",287,1,0.00347222222222222,0.579861111111111
"447","z0196743","Default",282,6,0.0208333333333333,0.482638888888889
"448","z0196744","Default",281,7,0.0243055555555556,0.565972222222222
"449","z0196746","Default",284,4,0.0138888888888889,0.538194444444444
"450","z0196747","Default",276,12,0.0416666666666667,0.53125
"451","z0196748","Default",285,3,0.0104166666666667,0.545138888888889
"452","z0196749","Default",286,2,0.00694444444444444,0.555555555555556
"453","z0196750","Default",272,16,0.0555555555555556,0.53125
"454","z0196751","Default",288,0,0,0.576388888888889
"455","z0196752","Default",288,0,0,0.576388888888889
"456","z0196753","Default",284,4,0.0138888888888889,0.524305555555556
"457","z0196754","Default",288,0,0,0.541666666666667
