"","id","stratum","num.loci.genotyped","num.loci.missing.genotypes","pct.loci.missing.genotypes","pct.loci.homozygous"
"458","z0196755","Default",284,4,0.0138888888888889,0.572916666666667
"459","z0196756","Default",288,0,0,0.600694444444444
"460","z0196757","Default",287,1,0.00347222222222222,0.576388888888889
"461","z0196758","Default",284,4,0.0138888888888889,0.493055555555556
"462","z0196759","Default",279,9,0.03125,0.572916666666667
"463","z0196760","Default",286,2,0.00694444444444444,0.517361111111111
"464","z0196761","Default",281,7,0.0243055555555556,0.520833333333333
"465","z0196762","Default",281,7,0.0243055555555556,0.576388888888889
"466","z0196763","Default",285,3,0.0104166666666667,0.520833333333333
"467","z0196764","Default",287,1,0.00347222222222222,0.545138888888889
"468","z0196765","Default",286,2,0.00694444444444444,0.513888888888889
"469","z0196766","Default",287,1,0.00347222222222222,0.496527777777778
"470","z0196767","Default",280,8,0.0277777777777778,0.600694444444444
"471","z0196768","Default",282,6,0.0208333333333333,0.569444444444444
"472","z0196769","Default",286,2,0.00694444444444444,0.579861111111111
"473","z0196770","Default",264,24,0.0833333333333333,0.538194444444444
"474","z0196772","Default",287,1,0.00347222222222222,0.520833333333333
"475","z0196773","Default",278,10,0.0347222222222222,0.53125
"476","z0196774","Default",287,1,0.00347222222222222,0.506944444444444
"477","z0196775","Default",284,4,0.0138888888888889,0.527777777777778
"478","z0196777","Default",283,5,0.0173611111111111,0.510416666666667
"479","z0196778","Default",283,5,0.0173611111111111,0.590277777777778
"480","z0196781","Default",284,4,0.0138888888888889,0.524305555555556
"481","z0196783","Default",288,0,0,0.527777777777778
"482","z0196792","Default",250,38,0.131944444444444,0.440972222222222
"483","z0196793","Default",275,13,0.0451388888888889,0.520833333333333
"484","z0196794","Default",282,6,0.0208333333333333,0.586805555555556
"485","z0196795","Default",270,18,0.0625,0.46875
"486","z0196800","Default",247,41,0.142361111111111,0.472222222222222
"487","z0196804","Default",245,43,0.149305555555556,0.409722222222222
"488","z0196805","Default",286,2,0.00694444444444444,0.486111111111111
"489","z0196806","Default",202,86,0.298611111111111,0.347222222222222
"490","z0196809","Default",288,0,0,0.548611111111111
"491","z0196810","Default",285,3,0.0104166666666667,0.541666666666667
"492","z0196811","Default",286,2,0.00694444444444444,0.541666666666667
"493","z0196812","Default",239,49,0.170138888888889,0.4375
"494","z0196822","Default",285,3,0.0104166666666667,0.534722222222222
"495","z0196823","Default",287,1,0.00347222222222222,0.552083333333333
"496","z0196824","Default",287,1,0.00347222222222222,0.513888888888889
"497","z0196825","Default",286,2,0.00694444444444444,0.552083333333333
"498","z0196826","Default",280,8,0.0277777777777778,0.548611111111111
"499","z0196828","Default",286,2,0.00694444444444444,0.579861111111111
"500","z0196829","Default",287,1,0.00347222222222222,0.59375
"501","z0196830","Default",260,28,0.0972222222222222,0.517361111111111
"502","z0196831","Default",285,3,0.0104166666666667,0.576388888888889
"503","z0196832","Default",221,67,0.232638888888889,0.440972222222222
"504","z0196833","Default",287,1,0.00347222222222222,0.541666666666667
"505","z0196834","Default",212,76,0.263888888888889,0.413194444444444
"506","z0196835","Default",287,1,0.00347222222222222,0.503472222222222
"507","z0196841","Default",228,60,0.208333333333333,0.451388888888889
"508","z0196842","Default",231,57,0.197916666666667,0.399305555555556
"509","z0196843","Default",217,71,0.246527777777778,0.420138888888889
"510","z0196844","Default",223,65,0.225694444444444,0.378472222222222
"511","z0196846","Default",283,5,0.0173611111111111,0.520833333333333
"512","z0196847","Default",288,0,0,0.576388888888889
"513","z0196848","Default",288,0,0,0.548611111111111
"514","z0196849","Default",286,2,0.00694444444444444,0.524305555555556
"515","z0196850","Default",224,64,0.222222222222222,0.434027777777778
"516","z0196851","Default",288,0,0,0.5625
"517","z0196852","Default",286,2,0.00694444444444444,0.53125
"518","z0196854","Default",287,1,0.00347222222222222,0.541666666666667
"519","z0196855","Default",287,1,0.00347222222222222,0.590277777777778
"520","z0196856","Default",287,1,0.00347222222222222,0.565972222222222
"521","z0196858","Default",264,24,0.0833333333333333,0.503472222222222
"522","z0196859","Default",288,0,0,0.524305555555556
"523","z0196860","Default",287,1,0.00347222222222222,0.59375
"524","z0196861","Default",288,0,0,0.545138888888889
"525","z0196862","Default",287,1,0.00347222222222222,0.607638888888889
"526","z0196863","Default",282,6,0.0208333333333333,0.479166666666667
"527","z0196864","Default",283,5,0.0173611111111111,0.565972222222222
"528","z0196865","Default",284,4,0.0138888888888889,0.489583333333333
"529","z0196886","Default",254,34,0.118055555555556,0.496527777777778
"530","z0196887","Default",285,3,0.0104166666666667,0.493055555555556
"531","z0196891","Default",282,6,0.0208333333333333,0.489583333333333
"532","z0196892","Default",235,53,0.184027777777778,0.440972222222222
"533","z0196894","Default",287,1,0.00347222222222222,0.541666666666667
"534","z0196895","Default",230,58,0.201388888888889,0.416666666666667
"535","z0197659","Default",285,3,0.0104166666666667,0.579861111111111
"536","z0197662","Default",281,7,0.0243055555555556,0.541666666666667
"537","z0197664","Default",287,1,0.00347222222222222,0.541666666666667
"538","z0197665","Default",283,5,0.0173611111111111,0.5625
"539","z0197667","Default",270,18,0.0625,0.496527777777778
"540","z0197668","Default",231,57,0.197916666666667,0.46875
"541","z0197669","Default",287,1,0.00347222222222222,0.5625
"542","z0197671","Default",244,44,0.152777777777778,0.430555555555556
"543","z0197672","Default",285,3,0.0104166666666667,0.513888888888889
"544","z0197673","Default",282,6,0.0208333333333333,0.576388888888889
"545","z0197679","Default",287,1,0.00347222222222222,0.53125
"546","z0197682","Default",236,52,0.180555555555556,0.423611111111111
