"","locus","inds.genoed","num.unique.genos","num.alleles.pos1","num.alleles.pos2","num.alleles.pos3","num.alleles.pos4","num.alleles.pos5"
"243","Mnov_gtseq_468",535,3,2,1,1,1,1
"244","Mnov_gtseq_47",538,3,2,1,1,1,1
"245","Mnov_gtseq_470",545,3,2,2,1,1,1
"246","Mnov_gtseq_471",424,3,2,2,1,1,1
"247","Mnov_gtseq_472",536,3,2,1,1,1,1
"248","Mnov_gtseq_473",533,6,2,2,2,2,1
"249","Mnov_gtseq_475",543,38,2,2,2,2,2
"250","Mnov_gtseq_478",477,3,2,1,1,1,1
"251","Mnov_gtseq_479",545,3,2,2,1,1,1
"252","Mnov_gtseq_48",542,3,2,1,1,1,1
"253","Mnov_gtseq_50",544,10,2,2,2,1,1
"254","Mnov_gtseq_502",530,3,2,1,1,1,1
"255","Mnov_gtseq_504",543,5,2,2,1,1,1
"256","Mnov_gtseq_506",467,3,2,1,1,1,1
"257","Mnov_gtseq_507",536,3,2,1,1,1,1
"258","Mnov_gtseq_509",500,3,2,1,1,1,1
"259","Mnov_gtseq_51",540,3,2,1,1,1,1
"260","Mnov_gtseq_511",453,3,2,1,1,1,1
"261","Mnov_gtseq_513",521,3,2,1,1,1,1
"262","Mnov_gtseq_514",541,6,2,2,1,1,1
"263","Mnov_gtseq_515",511,6,2,2,1,1,1
"264","Mnov_gtseq_517",515,3,2,1,1,1,1
"265","Mnov_gtseq_518",545,6,2,2,1,1,1
"266","Mnov_gtseq_521",479,3,2,1,1,1,1
"267","Mnov_gtseq_522",541,3,2,1,1,1,1
"268","Mnov_gtseq_523",544,3,2,1,1,1,1
"269","Mnov_gtseq_529",401,3,2,1,1,1,1
"270","Mnov_gtseq_53",546,3,2,1,1,1,1
"271","Mnov_gtseq_532",490,16,2,2,2,1,1
"272","Mnov_gtseq_533",541,3,2,1,1,1,1
"273","Mnov_gtseq_536",323,6,2,2,1,1,1
"274","Mnov_gtseq_539",472,3,2,1,1,1,1
"275","Mnov_gtseq_54",538,3,2,1,1,1,1
"276","Mnov_gtseq_541",546,3,2,1,1,1,1
"277","Mnov_gtseq_543",538,5,2,2,1,1,1
"278","Mnov_gtseq_544",539,3,2,1,1,1,1
"279","Mnov_gtseq_545",542,3,2,1,1,1,1
"280","Mnov_gtseq_546",502,9,2,2,2,1,1
"281","Mnov_gtseq_547",546,3,2,1,1,1,1
"282","Mnov_gtseq_548",544,3,2,1,1,1,1
"283","Mnov_gtseq_549",531,6,2,2,1,1,1
"284","Mnov_gtseq_55",522,12,2,2,2,2,2
"285","Mnov_gtseq_550",386,3,2,1,1,1,1
"286","Mnov_gtseq_553",403,3,2,1,1,1,1
