"","LABID","Rep1","Rep2","overlapping.genos","mismatches","pct.mismatched"
"528","z0196891","z0196891.GTseq.prod","z0196891.RunMS58",224,2,0.00892857142857143
"529","z0196891","z0196891.RunMS51","z0196891.RunMS58",72,1,0.0138888888888889
"530","z0056399","z0056399.GTseq.prod","z0056399.RunMS51",315,1,0.00317460317460317
"531","z0195673","z0195673.GTseq.prod","z0195673.RunMS51",0,0,NA
"532","z0195673","z0195673.GTseq.prod","z0195673.RunMS54",0,0,NA
"533","z0195673","z0195673.GTseq.prod","z0195673.RunMS58",0,0,NA
"534","z0195673","z0195673.RunMS51","z0195673.RunMS54",49,2,0.0408163265306122
"535","z0195673","z0195673.RunMS51","z0195673.RunMS58",49,2,0.0408163265306122
"536","z0195673","z0195673.RunMS54","z0195673.RunMS58",232,2,0.00862068965517241
"537","z0196758","z0196758.GTseq.prod","z0196758.RunMS51",216,2,0.00925925925925926
"538","z0196800","z0196800.GTseq.prod","z0196800.RunMS51",248,2,0.00806451612903226
"539","z0051947","z0051947.GTseq.prod","z0051947.RunMS51",9,1,0.111111111111111
"540","z0066792","z0066792.GTseq.val","z0066792b.RunMS51",162,1,0.00617283950617284
"541","z0066792","z0066792.GTseq.val","z0066792.RunMS51",1,0,0
"542","z0066792","z0066792b.RunMS51","z0066792.RunMS51",1,0,0
"543","z0196847","z0196847.GTseq.prod","z0196847.RunMS51",47,1,0.0212765957446809
"544","z0196847","z0196847.GTseq.prod","z0196847.RunMS58",257,0,0
"545","z0196847","z0196847.RunMS51","z0196847.RunMS58",49,1,0.0204081632653061
"546","z0195657","z0195657.GTseq.prod","z0195657.RunMS51",0,0,NA
"547","z0195657","z0195657.GTseq.prod","z0195657.RunMS54",0,0,NA
"548","z0195657","z0195657.GTseq.prod","z0195657.RunMS58",0,0,NA
"549","z0195657","z0195657.RunMS51","z0195657.RunMS54",58,1,0.0172413793103448
"550","z0195657","z0195657.RunMS51","z0195657.RunMS58",56,1,0.0178571428571429
"551","z0195657","z0195657.RunMS54","z0195657.RunMS58",211,1,0.004739336492891
"552","z0196757","z0196757.GTseq.prod","z0196757.RunMS51",261,3,0.0114942528735632
"553","z0051891","z0051891.GTseq.prod","z0051891.RunMS51",287,1,0.00348432055749129
"554","z0195778","z0195778.GTseq.prod","z0195778.RunMS51",1,0,0
"555","z0195778","z0195778.GTseq.prod","z0195778.RunMS58",199,3,0.0150753768844221
"556","z0195778","z0195778.RunMS51","z0195778.RunMS58",1,0,0
"557","z0187859","z0187859.GTseq.prod","z0187859.RunMS51",0,0,NA
"558","z0187859","z0187859.GTseq.prod","z0187859.RunMS58",0,0,NA
"559","z0187859","z0187859.RunMS51","z0187859.RunMS58",223,2,0.00896860986547085
"560","z0195682","z0195682.GTseq.prod","z0195682.RunMS51",1,0,0
"561","z0195682","z0195682.GTseq.prod","z0195682.RunMS54",60,0,0
"562","z0195682","z0195682.GTseq.prod","z0195682.RunMS58",60,1,0.0166666666666667
"563","z0195682","z0195682.RunMS51","z0195682.RunMS54",1,0,0
"564","z0195682","z0195682.RunMS51","z0195682.RunMS58",1,0,0
"565","z0195682","z0195682.RunMS54","z0195682.RunMS58",166,2,0.0120481927710843
"566","z0196810","z0196810.GTseq.val","z0196810.RunMS51",1,0,0
"567","z0196810","z0196810.GTseq.val","z0196810.RunMS58",227,1,0.00440528634361234
"568","z0196810","z0196810.RunMS51","z0196810.RunMS58",1,0,0
"569","z0029846","z0029846.GTseq.prod","z0029846b.RunMS51",118,4,0.0338983050847458
"570","z0029846","z0029846.GTseq.prod","z0029846.RunMS51",1,0,0
"571","z0029846","z0029846b.RunMS51","z0029846.RunMS51",1,0,0
"572","z0056374","z0056374.GTseq.prod","z0056374.RunMS51",0,0,NA
"573","z0056374","z0056374.GTseq.prod","z0056374.RunMS58",0,0,NA
"574","z0056374","z0056374.RunMS51","z0056374.RunMS58",212,1,0.00471698113207547
"575","z0056395","z0056395.GTseq.prod","z0056395.RunMS51",290,1,0.00344827586206897
"576","z0053846","z0053846.GTseq.val","z0053846.RunMS51",1,0,0
"577","z0053846","z0053846.GTseq.val","z0053846.RunMS58",201,1,0.00497512437810945
"578","z0053846","z0053846.RunMS51","z0053846.RunMS58",1,0,0
"579","z0195667","z0195667.GTseq.prod","z0195667.RunMS51",1,0,0
"580","z0195667","z0195667.GTseq.prod","z0195667.RunMS54",1,0,0
"581","z0195667","z0195667.RunMS51","z0195667.RunMS54",170,4,0.0235294117647059
"582","z0107078","z0107078.GTseq.prod","z0107078.RunMS51",0,0,NA
"583","z0107078","z0107078.GTseq.prod","z0107078.RunMS58",0,0,NA
"584","z0107078","z0107078.RunMS51","z0107078.RunMS58",141,74,0.524822695035461
"585","z0196851","z0196851.GTseq.prod","z0196851.RunMS51",7,0,0
"586","z0196851","z0196851.GTseq.prod","z0196851.RunMS58",246,1,0.0040650406504065
"587","z0196851","z0196851.RunMS51","z0196851.RunMS58",7,0,0
"588","z0195755","z0195755.GTseq.prod","z0195755.RunMS51",1,0,0
"589","z0195755","z0195755.GTseq.prod","z0195755.RunMS58",246,1,0.0040650406504065
"590","z0195755","z0195755.RunMS51","z0195755.RunMS58",1,0,0
"591","z0195678","z0195678.GTseq.prod","z0195678.RunMS51",0,0,NA
"592","z0195678","z0195678.GTseq.prod","z0195678.RunMS54",0,0,NA
"593","z0195678","z0195678.GTseq.prod","z0195678.RunMS58",0,0,NA
"594","z0195678","z0195678.RunMS51","z0195678.RunMS54",1,0,0
"595","z0195678","z0195678.RunMS51","z0195678.RunMS58",1,0,0
"596","z0195678","z0195678.RunMS54","z0195678.RunMS58",118,1,0.00847457627118644
"597","z0029831","z0029831.GTseq.prod","z0029831.RunMS51",0,0,NA
"598","z0029831","z0029831.GTseq.prod","z0029831.RunMS58",0,0,NA
"599","z0029831","z0029831.RunMS51","z0029831.RunMS58",98,1,0.0102040816326531
"600","z0195670","z0195670.GTseq.prod","z0195670.RunMS51",1,0,0
"601","z0195670","z0195670.GTseq.prod","z0195670.RunMS54",1,0,0
"602","z0195670","z0195670.GTseq.prod","z0195670.RunMS58",1,0,0
"603","z0195670","z0195670.RunMS51","z0195670.RunMS54",1,0,0
"604","z0195670","z0195670.RunMS51","z0195670.RunMS58",1,0,0
"605","z0195670","z0195670.RunMS54","z0195670.RunMS58",106,3,0.0283018867924528
"606","z0195650","z0195650.GTseq.prod","z0195650.RunMS51",54,2,0.037037037037037
"607","z0195650","z0195650.GTseq.prod","z0195650.RunMS54",69,1,0.0144927536231884
"608","z0195650","z0195650.RunMS51","z0195650.RunMS54",139,1,0.00719424460431655
"609","z0053757","z0053757.GTseq.prod","z0053757b.RunMS51",0,0,NA
"610","z0053757","z0053757.GTseq.prod","z0053757.RunMS51",0,0,NA
"611","z0053757","z0053757.GTseq.prod","z0053757.RunMS58",0,0,NA
"612","z0053757","z0053757b.RunMS51","z0053757.RunMS51",0,0,NA
"613","z0053757","z0053757b.RunMS51","z0053757.RunMS58",8,4,0.5
"614","z0053757","z0053757.RunMS51","z0053757.RunMS58",0,0,NA
"615","z0187911","z0187911.GTseq.val","z0187911.RunMS51",1,0,0
"616","z0187911","z0187911.GTseq.val","z0187911.RunMS58",184,4,0.0217391304347826
"617","z0187911","z0187911.RunMS51","z0187911.RunMS58",1,0,0
"618","z0195651","z0195651.GTseq.prod","z0195651.RunMS51",0,0,NA
"619","z0195651","z0195651.GTseq.prod","z0195651.RunMS54",0,0,NA
"620","z0195651","z0195651.RunMS51","z0195651.RunMS54",203,2,0.00985221674876847
"621","z0195756","z0195756.GTseq.prod","z0195756.RunMS51",1,0,0
"622","z0195756","z0195756.GTseq.prod","z0195756.RunMS58",101,2,0.0198019801980198
"623","z0195756","z0195756.RunMS51","z0195756.RunMS58",1,0,0
"624","z0195258","z0195258.GTseq.prod","z0195258.RunMS51",0,0,NA
"625","z0195258","z0195258.GTseq.prod","z0195258.RunMS54",0,0,NA
"626","z0195258","z0195258.GTseq.prod","z0195258.RunMS58",0,0,NA
"627","z0195258","z0195258.RunMS51","z0195258.RunMS54",64,1,0.015625
"628","z0195258","z0195258.RunMS51","z0195258.RunMS58",64,1,0.015625
"629","z0195258","z0195258.RunMS54","z0195258.RunMS58",251,1,0.00398406374501992
"630","z0195684","z0195684.GTseq.prod","z0195684.RunMS51",1,0,0
"631","z0195684","z0195684.GTseq.prod","z0195684.RunMS54",1,0,0
"632","z0195684","z0195684.GTseq.prod","z0195684.RunMS58",1,0,0
"633","z0195684","z0195684.RunMS51","z0195684.RunMS54",2,0,0
"634","z0195684","z0195684.RunMS51","z0195684.RunMS58",1,0,0
"635","z0195684","z0195684.RunMS54","z0195684.RunMS58",98,3,0.0306122448979592
"636","z0195671","z0195671.GTseq.prod","z0195671.RunMS51",1,0,0
"637","z0195671","z0195671.GTseq.prod","z0195671.RunMS54",3,0,0
"638","z0195671","z0195671.GTseq.prod","z0195671.RunMS58",3,0,0
"639","z0195671","z0195671.RunMS51","z0195671.RunMS54",1,0,0
"640","z0195671","z0195671.RunMS51","z0195671.RunMS58",1,0,0
"641","z0195671","z0195671.RunMS54","z0195671.RunMS58",125,1,0.008
"642","z0053845","z0053845.GTseq.prod","z0053845.RunMS51",0,0,NA
"643","z0053845","z0053845.GTseq.prod","z0053845.RunMS58",0,0,NA
"644","z0053845","z0053845.GTseq.prod","z0053845b.RunMS58",0,0,NA
"645","z0053845","z0053845.RunMS51","z0053845.RunMS58",41,4,0.0975609756097561
"646","z0053845","z0053845.RunMS51","z0053845b.RunMS58",16,0,0
"647","z0053845","z0053845.RunMS58","z0053845b.RunMS58",24,3,0.125
"648","z0195643","z0195643.GTseq.prod","z0195643.RunMS51",0,0,NA
"649","z0195643","z0195643.GTseq.prod","z0195643.RunMS54",0,0,NA
"650","z0195643","z0195643.GTseq.prod","z0195643.RunMS58",0,0,NA
"651","z0195643","z0195643.RunMS51","z0195643.RunMS54",38,2,0.0526315789473684
"652","z0195643","z0195643.RunMS51","z0195643.RunMS58",40,2,0.05
"653","z0195643","z0195643.RunMS54","z0195643.RunMS58",223,0,0
"654","z0195693","z0195693.GTseq.prod","z0195693.RunMS51",1,0,0
"655","z0195693","z0195693.GTseq.prod","z0195693.RunMS58",188,1,0.00531914893617021
"656","z0195693","z0195693.RunMS51","z0195693.RunMS58",1,0,0
"657","z0195672","z0195672.GTseq.prod","z0195672.RunMS51",1,0,0
"658","z0195672","z0195672.GTseq.prod","z0195672.RunMS54",1,0,0
"659","z0195672","z0195672.GTseq.prod","z0195672.RunMS58",1,0,0
"660","z0195672","z0195672.RunMS51","z0195672.RunMS54",1,0,0
"661","z0195672","z0195672.RunMS51","z0195672.RunMS58",1,0,0
"662","z0195672","z0195672.RunMS54","z0195672.RunMS58",72,2,0.0277777777777778
"663","z0195647","z0195647.GTseq.prod","z0195647.RunMS51",0,0,NA
"664","z0195647","z0195647.GTseq.prod","z0195647.RunMS54",0,0,NA
"665","z0195647","z0195647.GTseq.prod","z0195647.RunMS58",0,0,NA
"666","z0195647","z0195647.RunMS51","z0195647.RunMS54",1,0,0
"667","z0195647","z0195647.RunMS51","z0195647.RunMS58",0,0,NA
"668","z0195647","z0195647.RunMS54","z0195647.RunMS58",2,1,0.5
"669","z0196839","z0196839.GTseq.prod","z0196839b.RunMS51",0,0,NA
"670","z0196839","z0196839.GTseq.prod","z0196839.RunMS51",0,0,NA
"671","z0196839","z0196839.GTseq.prod","z0196839.RunMS58",235,3,0.0127659574468085
"672","z0196839","z0196839b.RunMS51","z0196839.RunMS51",0,0,NA
"673","z0196839","z0196839b.RunMS51","z0196839.RunMS58",0,0,NA
"674","z0196839","z0196839.RunMS51","z0196839.RunMS58",0,0,NA
"675","z0066805","z0066805.GTseq.val","z0066805.RunMS51",0,0,NA
"676","z0066805","z0066805.GTseq.val","z0066805.RunMS58",176,2,0.0113636363636364
"677","z0066805","z0066805.RunMS51","z0066805.RunMS58",0,0,NA
"678","z0196846","z0196846.GTseq.prod","z0196846.RunMS51",0,0,NA
"679","z0196846","z0196846.GTseq.prod","z0196846.RunMS58",216,2,0.00925925925925926
"680","z0196846","z0196846.RunMS51","z0196846.RunMS58",0,0,NA
"681","z0196805","z0196805.GTseq.prod","z0196805.RunMS51",0,0,NA
"682","z0196805","z0196805.GTseq.prod","z0196805.RunMS58",182,3,0.0164835164835165
"683","z0196805","z0196805.RunMS51","z0196805.RunMS58",0,0,NA
"684","z0040439","z0040439.GTseq.val","z0040439.RunMS54",245,1,0.00408163265306122
"685","z0041512","z0041512.GTseq.prod","z0041512.RunMS54",289,3,0.0103806228373702
"686","z0195702","z0195702.GTseq.prod","z0195702.RunMS54",215,2,0.00930232558139535
"687","z0045371","z0045371.GTseq.prod","z0045371.RunMS54",243,2,0.00823045267489712
"688","z0196754","z0196754.GTseq.prod","z0196754.RunMS54",247,2,0.00809716599190283
"689","z0043572","z0043572.GTseq.prod","z0043572.RunMS54",278,2,0.00719424460431655
"690","z0041483","z0041483.GTseq.prod","z0041483.RunMS54",271,2,0.00738007380073801
"691","z0051327","z0051327.GTseq.val","z0051327.RunMS54",74,2,0.027027027027027
"692","z0196764","z0196764.GTseq.val","z0196764.RunMS54",143,1,0.00699300699300699
"693","z0187885","z0187885.GTseq.prod","z0187885b.RunMS54",313,2,0.00638977635782748
"694","z0187885","z0187885.GTseq.prod","z0187885.RunMS54",1,0,0
"695","z0187885","z0187885b.RunMS54","z0187885.RunMS54",1,0,0
"696","z0196710","z0196710.GTseq.prod","z0196710.RunMS54",307,1,0.00325732899022801
"697","z0195704","z0195704.GTseq.val","z0195704.RunMS54",189,2,0.0105820105820106
"698","z0195725","z0195725.GTseq.prod","z0195725.RunMS54",254,1,0.00393700787401575
"699","z0056056","z0056056.GTseq.prod","z0056056.RunMS54",194,4,0.0206185567010309
"700","z0045793","z0045793.GTseq.prod","z0045793.RunMS54",243,3,0.0123456790123457
"701","z0045781","z0045781.GTseq.prod","z0045781.RunMS54",109,2,0.018348623853211
"702","z0061967","z0061967.GTseq.prod","z0061967.RunMS54",307,2,0.00651465798045603
"703","z0196725","z0196725.GTseq.prod","z0196725b.RunMS54",208,1,0.00480769230769231
"704","z0196725","z0196725.GTseq.prod","z0196725.RunMS54",209,1,0.00478468899521531
"705","z0196725","z0196725b.RunMS54","z0196725.RunMS54",324,0,0
"706","z0196752","z0196752.GTseq.prod","z0196752.RunMS54",102,1,0.00980392156862745
"707","z0196719","z0196719.GTseq.val","z0196719.RunMS54",219,3,0.0136986301369863
"708","z0196751","z0196751.GTseq.prod","z0196751.RunMS54",202,1,0.00495049504950495
"709","z0053131","z0053131.GTseq.val","z0053131.RunMS54",198,6,0.0303030303030303
"710","z0196740","z0196740.GTseq.val","z0196740.RunMS54",207,2,0.00966183574879227
"711","z0043649","z0043649.GTseq.prod","z0043649.RunMS54",272,1,0.00367647058823529
"712","z0195716","z0195716.GTseq.prod","z0195716.RunMS54",294,1,0.00340136054421769
"713","z0195716","z0195716.GTseq.prod","z0195716b.RunMS54",293,1,0.00341296928327645
"714","z0195716","z0195716.RunMS54","z0195716b.RunMS54",326,0,0
"715","z0196857","z0196857.GTseq.val","z0196857.RunMS54",298,1,0.00335570469798658
"716","z0196857","z0196857.GTseq.val","z0196857b.RunMS54",296,1,0.00337837837837838
"717","z0196857","z0196857.RunMS54","z0196857b.RunMS54",324,1,0.00308641975308642
"718","z0053071","z0053071.GTseq.val","z0053071.RunMS54",272,2,0.00735294117647059
"719","z0196835","z0196835.GTseq.prod","z0196835.RunMS54",216,1,0.00462962962962963
"720","z0196766","z0196766.GTseq.prod","z0196766.RunMS54",252,2,0.00793650793650794
"721","z0053040","z0053040.GTseq.val","z0053040.RunMS54",191,1,0.00523560209424084
"722","z0012701","z0012701.GTseq.prod","z0012701.RunMS54",292,1,0.00342465753424658
"723","z0196724","z0196724.GTseq.prod","z0196724.RunMS54",209,2,0.00956937799043062
"724","z0045776","z0045776.GTseq.prod","z0045776.RunMS54",196,1,0.00510204081632653
"725","z0045776","z0045776.GTseq.prod","z0045776b.RunMS54",196,0,0
"726","z0045776","z0045776.RunMS54","z0045776b.RunMS54",327,1,0.00305810397553517
"727","z0055962","z0055962.GTseq.prod","z0055962.RunMS54",281,1,0.00355871886120996
"728","z0196824","z0196824.GTseq.prod","z0196824.RunMS54",219,5,0.0228310502283105
"729","z0197669","z0197669.GTseq.prod","z0197669.RunMS54",308,2,0.00649350649350649
"730","z0053073","z0053073.GTseq.prod","z0053073.RunMS54",254,2,0.0078740157480315
"731","z0056062","z0056062.GTseq.prod","z0056062.RunMS54",302,1,0.0033112582781457
"732","z0197663","z0197663.GTseq.prod","z0197663.RunMS54",282,163,0.578014184397163
"733","z0196731","z0196731.GTseq.prod","z0196731.RunMS54",168,5,0.0297619047619048
"734","z0045728","z0045728.GTseq.prod","z0045728.RunMS54",278,3,0.0107913669064748
"735","z0196774","z0196774.GTseq.val","z0196774.RunMS54",239,2,0.00836820083682008
"736","z0053142","z0053142.GTseq.val","z0053142.RunMS54",252,2,0.00793650793650794
"737","z0043481","z0043481.GTseq.prod","z0043481.RunMS54",278,2,0.00719424460431655
"738","z0196852","z0196852.GTseq.val","z0196852.RunMS54",296,0,0
"739","z0196852","z0196852.GTseq.val","z0196852b.RunMS54",294,2,0.00680272108843537
"740","z0196852","z0196852.RunMS54","z0196852b.RunMS54",315,1,0.00317460317460317
"741","z0195728","z0195728.GTseq.prod","z0195728.RunMS54",226,1,0.00442477876106195
"742","z0197672","z0197672.GTseq.prod","z0197672.RunMS54",290,3,0.0103448275862069
"743","z0196729","z0196729.GTseq.val","z0196729.RunMS54",206,1,0.00485436893203883
"744","z0195701","z0195701.GTseq.val","z0195701.RunMS54",234,1,0.00427350427350427
"745","z0045733","z0045733.GTseq.prod","z0045733.RunMS54",193,4,0.0207253886010363
"746","z0056085","z0056085.GTseq.prod","z0056085.RunMS54",298,1,0.00335570469798658
"747","z0196849","z0196849.GTseq.val","z0196849.RunMS54",258,2,0.00775193798449612
"748","z0196687","z0196687.GTseq.prod","z0196687.RunMS54",217,2,0.00921658986175115
"749","z0196686","z0196686.GTseq.prod","z0196686.RunMS54",317,1,0.00315457413249211
"750","z0053102","z0053102.GTseq.val","z0053102.RunMS54",139,2,0.0143884892086331
"751","z0196763","z0196763.GTseq.val","z0196763.RunMS54",183,2,0.0109289617486339
"752","z0196715","z0196715.GTseq.prod","z0196715.RunMS54",184,1,0.00543478260869565
"753","z0040357","z0040357.GTseq.prod","z0040357.RunMS54",237,2,0.00843881856540084
"754","z0195705","z0195705.GTseq.prod","z0195705.RunMS54",43,1,0.0232558139534884
"755","z0195705","z0195705.GTseq.prod","z0195705b.RunMS58",44,1,0.0227272727272727
"756","z0195705","z0195705.GTseq.prod","z0195705.RunMS58",45,1,0.0222222222222222
"757","z0195705","z0195705.RunMS54","z0195705b.RunMS58",228,2,0.0087719298245614
"758","z0195705","z0195705.RunMS54","z0195705.RunMS58",230,2,0.00869565217391304
"759","z0195705","z0195705b.RunMS58","z0195705.RunMS58",276,1,0.0036231884057971
"760","z0053103","z0053103.GTseq.prod","z0053103.RunMS54",141,2,0.0141843971631206
"761","z0196739","z0196739.GTseq.prod","z0196739.RunMS54",131,3,0.0229007633587786
"762","z0016579","z0016579.GTseq.prod","z0016579.RunMS54",269,1,0.00371747211895911
"763","z0045740","z0045740.GTseq.prod","z0045740.RunMS54",191,2,0.0104712041884817
"764","z0196692","z0196692.GTseq.prod","z0196692.RunMS54",310,1,0.0032258064516129
"765","z0053111","z0053111.GTseq.val","z0053111.RunMS54",232,3,0.0129310344827586
"766","z0053111","z0053111.GTseq.val","z0053111b.RunMS54",219,2,0.0091324200913242
"767","z0053111","z0053111.RunMS54","z0053111b.RunMS54",284,1,0.00352112676056338
"768","z0016577","z0016577.GTseq.prod","z0016577.RunMS54",0,0,NA
"769","z0016577","z0016577.GTseq.prod","z0016577.RunMS58",0,0,NA
"770","z0016577","z0016577.RunMS54","z0016577.RunMS58",256,1,0.00390625
"771","z0056069","z0056069.GTseq.prod","z0056069.RunMS54",32,0,0
"772","z0056069","z0056069.GTseq.prod","z0056069.RunMS58",169,2,0.0118343195266272
"773","z0056069","z0056069.RunMS54","z0056069.RunMS58",36,0,0
"774","z0053024","z0053024.GTseq.val","z0053024.RunMS54",154,4,0.025974025974026
"775","z0055996","z0055996.GTseq.val","z0055996.RunMS54",173,1,0.00578034682080925
"776","z0055997","z0055997.GTseq.val","z0055997.RunMS54",178,2,0.0112359550561798
"777","z0012702","z0012702.GTseq.val","z0012702.RunMS54",208,1,0.00480769230769231
"778","z0055998","z0055998.GTseq.val","z0055998.RunMS54",166,2,0.0120481927710843
"779","z0196828","z0196828.GTseq.val","z0196828.RunMS54",58,0,0
"780","z0196828","z0196828.GTseq.val","z0196828b.RunMS54",96,1,0.0104166666666667
"781","z0196828","z0196828.GTseq.val","z0196828.RunMS58",181,0,0
"782","z0196828","z0196828.GTseq.val","z0196828b.RunMS58",36,0,0
"783","z0196828","z0196828.RunMS54","z0196828b.RunMS54",70,0,0
"784","z0196828","z0196828.RunMS54","z0196828.RunMS58",75,0,0
"785","z0196828","z0196828.RunMS54","z0196828b.RunMS58",33,0,0
"786","z0196828","z0196828b.RunMS54","z0196828.RunMS58",130,1,0.00769230769230769
"787","z0196828","z0196828b.RunMS54","z0196828b.RunMS58",42,0,0
"788","z0196828","z0196828.RunMS58","z0196828b.RunMS58",43,0,0
"789","z0053101","z0053101.GTseq.val","z0053101.RunMS54",108,1,0.00925925925925926
"790","z0053101","z0053101.GTseq.val","z0053101.RunMS58",144,2,0.0138888888888889
"791","z0053101","z0053101.RunMS54","z0053101.RunMS58",197,2,0.0101522842639594
"792","z0045352","z0045352.GTseq.prod","z0045352.RunMS54",221,1,0.00452488687782805
"793","z0045720","z0045720.GTseq.prod","z0045720.RunMS54",195,4,0.0205128205128205
"794","z0040465","z0040465.GTseq.prod","z0040465.RunMS54",201,4,0.0199004975124378
"795","z0196834","z0196834.GTseq.val","z0196834.RunMS54",83,1,0.0120481927710843
"796","z0196829","z0196829.GTseq.prod","z0196829.RunMS54",97,1,0.0103092783505155
"797","z0196829","z0196829.GTseq.prod","z0196829.RunMS58",245,0,0
"798","z0196829","z0196829.RunMS54","z0196829.RunMS58",110,2,0.0181818181818182
"799","z0044017","z0044017.GTseq.prod","z0044017.RunMS54",166,2,0.0120481927710843
"800","z0195731","z0195731.GTseq.prod","z0195731.RunMS54",194,2,0.0103092783505155
"801","z0045779","z0045779.GTseq.prod","z0045779.RunMS54",288,1,0.00347222222222222
"802","z0040364","z0040364.GTseq.val","z0040364.RunMS54",277,3,0.0108303249097473
"803","z0041501","z0041501.GTseq.prod","z0041501.RunMS54",214,2,0.00934579439252336
"804","z0047562","z0047562.GTseq.val","z0047562.RunMS54",144,2,0.0138888888888889
"805","z0195784","z0195784.GTseq.val","z0195784.RunMS54",93,3,0.032258064516129
"806","z0195784","z0195784.GTseq.val","z0195784.RunMS58",213,0,0
"807","z0195784","z0195784.RunMS54","z0195784.RunMS58",114,3,0.0263157894736842
"808","z0196693","z0196693.GTseq.prod","z0196693.RunMS54",259,1,0.00386100386100386
"809","z0043966","z0043966.GTseq.val","z0043966.RunMS54",214,2,0.00934579439252336
"810","z0196843","z0196843.GTseq.val","z0196843.RunMS54",121,4,0.0330578512396694
"811","z0051895","z0051895.GTseq.prod","z0051895.RunMS54",0,0,NA
"812","z0051895","z0051895.GTseq.prod","z0051895.RunMS58",0,0,NA
"813","z0051895","z0051895.RunMS54","z0051895.RunMS58",257,1,0.00389105058365759
"814","z0045407","z0045407.GTseq.prod","z0045407.RunMS54",0,0,NA
"815","z0045407","z0045407.GTseq.prod","z0045407.RunMS58",0,0,NA
"816","z0045407","z0045407.RunMS54","z0045407.RunMS58",107,2,0.0186915887850467
"817","z0051918","z0051918.GTseq.prod","z0051918.RunMS54",0,0,NA
"818","z0051918","z0051918.GTseq.prod","z0051918.RunMS58",0,0,NA
"819","z0051918","z0051918.RunMS54","z0051918.RunMS58",254,1,0.00393700787401575
"820","z0043994","z0043994.GTseq.prod","z0043994b.RunMS54",0,0,NA
"821","z0043994","z0043994.GTseq.prod","z0043994.RunMS54",0,0,NA
"822","z0043994","z0043994.GTseq.prod","z0043994.RunMS58",0,0,NA
"823","z0043994","z0043994b.RunMS54","z0043994.RunMS54",156,0,0
"824","z0043994","z0043994b.RunMS54","z0043994.RunMS58",234,0,0
"825","z0043994","z0043994.RunMS54","z0043994.RunMS58",158,1,0.00632911392405063
"826","z0041498","z0041498.GTseq.prod","z0041498.RunMS54",272,1,0.00367647058823529
"827","z0029860","z0029860.GTseq.prod","z0029860.RunMS54",94,4,0.0425531914893617
"828","z0029860","z0029860.GTseq.prod","z0029860.RunMS58",185,3,0.0162162162162162
"829","z0029860","z0029860.RunMS54","z0029860.RunMS58",111,1,0.00900900900900901
"830","z0041472","z0041472.GTseq.prod","z0041472b.RunMS54",34,0,0
"831","z0041472","z0041472.GTseq.prod","z0041472.RunMS54",34,0,0
"832","z0041472","z0041472b.RunMS54","z0041472.RunMS54",320,3,0.009375
"833","z0053090","z0053090.GTseq.val","z0053090.RunMS54",173,1,0.00578034682080925
"834","z0053090","z0053090.GTseq.val","z0053090b.RunMS54",130,0,0
"835","z0053090","z0053090.RunMS54","z0053090b.RunMS54",189,1,0.00529100529100529
"836","z0195740","z0195740.GTseq.prod","z0195740.RunMS54",44,2,0.0454545454545455
"837","z0195732","z0195732.GTseq.prod","z0195732.RunMS54",202,2,0.0099009900990099
"838","z0053149","z0053149.GTseq.val","z0053149.RunMS54",10,1,0.1
"839","z0053149","z0053149.GTseq.val","z0053149.RunMS58",12,1,0.0833333333333333
"840","z0053149","z0053149.GTseq.val","z0053149b.RunMS58",3,0,0
"841","z0053149","z0053149.RunMS54","z0053149.RunMS58",94,0,0
"842","z0053149","z0053149.RunMS54","z0053149b.RunMS58",6,0,0
"843","z0053149","z0053149.RunMS58","z0053149b.RunMS58",6,0,0
"844","z0041233","z0041233.GTseq.prod","z0041233.RunMS54",194,3,0.0154639175257732
"845","z0056034","z0056034.GTseq.val","z0056034.RunMS54",88,1,0.0113636363636364
"846","z0056034","z0056034.GTseq.val","z0056034.RunMS58",164,1,0.00609756097560976
"847","z0056034","z0056034.RunMS54","z0056034.RunMS58",124,0,0
"848","z0053138","z0053138.GTseq.val","z0053138.RunMS54",140,0,0
"849","z0053138","z0053138.GTseq.val","z0053138.RunMS58",221,1,0.00452488687782805
"850","z0053138","z0053138.RunMS54","z0053138.RunMS58",170,0,0
