"","LABID","Rep1","Rep2","overlapping.genos","mismatches","pct.mismatched"
"196","z0187811","z0187811b.GTseq.prod","z0187811.GTseq.prod",0,0,NA
"197","z0187811","z0187811b.GTseq.prod","z0187811.RunMS51",1,0,0
"198","z0187811","z0187811b.GTseq.prod","z0187811.RunMS58",1,0,0
"199","z0187811","z0187811.GTseq.prod","z0187811.RunMS51",0,0,NA
"200","z0187811","z0187811.GTseq.prod","z0187811.RunMS58",0,0,NA
"201","z0187811","z0187811.RunMS51","z0187811.RunMS58",15,1,0.0666666666666667
"202","z0053055","z0053055.GTseq.prod","z0053055b.GTseq.prod",0,0,NA
"203","z0053055","z0053055.GTseq.prod","z0053055.RunMS51",31,1,0.032258064516129
"204","z0053055","z0053055.GTseq.prod","z0053055.RunMS58",50,2,0.04
"205","z0053055","z0053055b.GTseq.prod","z0053055.RunMS51",0,0,NA
"206","z0053055","z0053055b.GTseq.prod","z0053055.RunMS58",0,0,NA
"207","z0053055","z0053055.RunMS51","z0053055.RunMS58",53,0,0
"208","z0056392","z0056392b.GTseq.prod","z0056392.GTseq.prod",0,0,NA
"209","z0056392","z0056392b.GTseq.prod","z0056392.RunMS43",0,0,NA
"210","z0056392","z0056392b.GTseq.prod","z0056392.RunMS45.90s",0,0,NA
"211","z0056392","z0056392b.GTseq.prod","z0056392.RunMS51",0,0,NA
"212","z0056392","z0056392.GTseq.prod","z0056392.RunMS43",0,0,NA
"213","z0056392","z0056392.GTseq.prod","z0056392.RunMS45.90s",0,0,NA
"214","z0056392","z0056392.GTseq.prod","z0056392.RunMS51",0,0,NA
"215","z0056392","z0056392.RunMS43","z0056392.RunMS45.90s",1,1,1
"216","z0056392","z0056392.RunMS43","z0056392.RunMS51",1,1,1
"217","z0056392","z0056392.RunMS45.90s","z0056392.RunMS51",265,3,0.0113207547169811
"218","z0195677","z0195677b.GTseq.prod","z0195677.GTseq.prod",0,0,NA
"219","z0195677","z0195677b.GTseq.prod","z0195677.RunMS51",0,0,NA
"220","z0195677","z0195677b.GTseq.prod","z0195677.RunMS54",0,0,NA
"221","z0195677","z0195677.GTseq.prod","z0195677.RunMS51",0,0,NA
"222","z0195677","z0195677.GTseq.prod","z0195677.RunMS54",0,0,NA
"223","z0195677","z0195677.RunMS51","z0195677.RunMS54",186,1,0.00537634408602151
"224","z0045398","z0045398.GTseq.prod","z0045398b.GTseq.prod",0,0,NA
"225","z0045398","z0045398.GTseq.prod","z0045398.RunMS54",1,0,0
"226","z0045398","z0045398.GTseq.prod","z0045398.RunMS58",1,0,0
"227","z0045398","z0045398b.GTseq.prod","z0045398.RunMS54",0,0,NA
"228","z0045398","z0045398b.GTseq.prod","z0045398.RunMS58",0,0,NA
"229","z0045398","z0045398.RunMS54","z0045398.RunMS58",257,1,0.00389105058365759
"230","z0195699","z0195699.GTseq.val","z0195699b.GTseq.val",211,0,0
"231","z0195699","z0195699.GTseq.val","z0195699.RunMS54",213,0,0
"232","z0195699","z0195699b.GTseq.val","z0195699.RunMS54",283,1,0.00353356890459364
"233","z0053032","z0053032b.GTseq.val","z0053032.GTseq.val",186,1,0.00537634408602151
"234","z0053032","z0053032b.GTseq.val","z0053032.RunMS54",302,0,0
"235","z0053032","z0053032.GTseq.val","z0053032.RunMS54",186,1,0.00537634408602151
"236","z0045331","z0045331.GTseq.prod","z0045331.RunMS43",0,0,NA
"237","z0045331","z0045331.GTseq.prod","z0045331.RunMS45.90s",0,0,NA
"238","z0045331","z0045331.GTseq.prod","z0045331.RunMS51",0,0,NA
"239","z0045331","z0045331.RunMS43","z0045331.RunMS45.90s",248,0,0
"240","z0045331","z0045331.RunMS43","z0045331.RunMS51",253,1,0.00395256916996047
"241","z0045331","z0045331.RunMS45.90s","z0045331.RunMS51",281,0,0
"242","z0053100","z0053100.GTseq.val","z0053100.RunMS43",127,1,0.0078740157480315
"243","z0053100","z0053100.GTseq.val","z0053100.RunMS45.90s",160,3,0.01875
"244","z0053100","z0053100.GTseq.val","z0053100.RunMS54",160,2,0.0125
"245","z0053100","z0053100.RunMS43","z0053100.RunMS45.90s",175,3,0.0171428571428571
"246","z0053100","z0053100.RunMS43","z0053100.RunMS54",174,3,0.0172413793103448
"247","z0053100","z0053100.RunMS45.90s","z0053100.RunMS54",269,0,0
"248","z0047854","z0047854.GTseq.val","z0047854.RunMS43",71,2,0.028169014084507
"249","z0047854","z0047854.GTseq.val","z0047854.RunMS45.90s",73,2,0.0273972602739726
"250","z0047854","z0047854.GTseq.val","z0047854.RunMS54",74,1,0.0135135135135135
"251","z0047854","z0047854.RunMS43","z0047854.RunMS45.90s",210,1,0.00476190476190476
"252","z0047854","z0047854.RunMS43","z0047854.RunMS54",204,2,0.00980392156862745
"253","z0047854","z0047854.RunMS45.90s","z0047854.RunMS54",283,2,0.00706713780918728
"254","z0197665","z0197665.GTseq.val","z0197665.RunMS43",5,0,0
"255","z0197665","z0197665.GTseq.val","z0197665.RunMS45.90s",5,0,0
"256","z0197665","z0197665.GTseq.val","z0197665.RunMS51",5,0,0
"257","z0197665","z0197665.RunMS43","z0197665.RunMS45.90s",183,1,0.00546448087431694
"258","z0197665","z0197665.RunMS43","z0197665.RunMS51",186,1,0.00537634408602151
"259","z0197665","z0197665.RunMS45.90s","z0197665.RunMS51",295,0,0
"260","z0055931","z0055931.GTseq.prod","z0055931.RunMS43",0,0,NA
"261","z0055931","z0055931.GTseq.prod","z0055931.RunMS45.90s",0,0,NA
"262","z0055931","z0055931.GTseq.prod","z0055931.RunMS54",0,0,NA
"263","z0055931","z0055931.RunMS43","z0055931.RunMS45.90s",229,1,0.00436681222707424
"264","z0055931","z0055931.RunMS43","z0055931.RunMS54",237,2,0.00843881856540084
"265","z0055931","z0055931.RunMS45.90s","z0055931.RunMS54",274,0,0
"266","z0196887","z0196887.GTseq.prod","z0196887.RunMS43",0,0,NA
"267","z0196887","z0196887.GTseq.prod","z0196887.RunMS45.90s",0,0,NA
"268","z0196887","z0196887.GTseq.prod","z0196887.RunMS51",0,0,NA
"269","z0196887","z0196887.GTseq.prod","z0196887.RunMS58",0,0,NA
"270","z0196887","z0196887.RunMS43","z0196887.RunMS45.90s",154,0,0
"271","z0196887","z0196887.RunMS43","z0196887.RunMS51",75,0,0
"272","z0196887","z0196887.RunMS43","z0196887.RunMS58",170,2,0.0117647058823529
"273","z0196887","z0196887.RunMS45.90s","z0196887.RunMS51",85,0,0
"274","z0196887","z0196887.RunMS45.90s","z0196887.RunMS58",198,0,0
"275","z0196887","z0196887.RunMS51","z0196887.RunMS58",88,0,0
"276","z0043839","z0043839.GTseq.prod","z0043839.RunMS43",2,0,0
"277","z0043839","z0043839.GTseq.prod","z0043839.RunMS45.90s",2,0,0
"278","z0043839","z0043839.GTseq.prod","z0043839.RunMS54",1,0,0
"279","z0043839","z0043839.RunMS43","z0043839.RunMS45.90s",121,4,0.0330578512396694
"280","z0043839","z0043839.RunMS43","z0043839.RunMS54",79,2,0.0253164556962025
"281","z0043839","z0043839.RunMS45.90s","z0043839.RunMS54",113,1,0.00884955752212389
"282","z0195777","z0195777.GTseq.prod","z0195777.RunMS43",55,1,0.0181818181818182
"283","z0195777","z0195777.GTseq.prod","z0195777b.RunMS43",15,1,0.0666666666666667
"284","z0195777","z0195777.GTseq.prod","z0195777.RunMS45.90s",83,0,0
"285","z0195777","z0195777.GTseq.prod","z0195777.RunMS51",4,0,0
"286","z0195777","z0195777.GTseq.prod","z0195777.RunMS58",85,1,0.0117647058823529
"287","z0195777","z0195777.RunMS43","z0195777b.RunMS43",13,1,0.0769230769230769
"288","z0195777","z0195777.RunMS43","z0195777.RunMS45.90s",85,1,0.0117647058823529
"289","z0195777","z0195777.RunMS43","z0195777.RunMS51",3,0,0
"290","z0195777","z0195777.RunMS43","z0195777.RunMS58",90,2,0.0222222222222222
"291","z0195777","z0195777b.RunMS43","z0195777.RunMS45.90s",20,0,0
"292","z0195777","z0195777b.RunMS43","z0195777.RunMS51",1,0,0
"293","z0195777","z0195777b.RunMS43","z0195777.RunMS58",28,1,0.0357142857142857
"294","z0195777","z0195777.RunMS45.90s","z0195777.RunMS51",4,0,0
"295","z0195777","z0195777.RunMS45.90s","z0195777.RunMS58",155,0,0
"296","z0195777","z0195777.RunMS51","z0195777.RunMS58",4,0,0
"297","z0043498","z0043498.GTseq.prod","z0043498.RunMS43",0,0,NA
"298","z0043498","z0043498.GTseq.prod","z0043498.RunMS54",0,0,NA
"299","z0043498","z0043498.GTseq.prod","z0043498.RunMS58",0,0,NA
"300","z0043498","z0043498.RunMS43","z0043498.RunMS54",46,2,0.0434782608695652
"301","z0043498","z0043498.RunMS43","z0043498.RunMS58",106,3,0.0283018867924528
"302","z0043498","z0043498.RunMS54","z0043498.RunMS58",62,1,0.0161290322580645
"303","z0041051","z0041051.GTseq.val","z0041051.RunMS43",91,0,0
"304","z0041051","z0041051.GTseq.val","z0041051.RunMS54",152,1,0.00657894736842105
"305","z0041051","z0041051.RunMS43","z0041051.RunMS54",122,2,0.0163934426229508
"306","z0187857","z0187857.GTseq.prod","z0187857.RunMS43",0,0,NA
"307","z0187857","z0187857.GTseq.prod","z0187857.RunMS45.90s",0,0,NA
"308","z0187857","z0187857.GTseq.prod","z0187857.RunMS51",0,0,NA
"309","z0187857","z0187857.GTseq.prod","z0187857.RunMS58",0,0,NA
"310","z0187857","z0187857.RunMS43","z0187857.RunMS45.90s",120,0,0
"311","z0187857","z0187857.RunMS43","z0187857.RunMS51",1,0,0
"312","z0187857","z0187857.RunMS43","z0187857.RunMS58",124,1,0.00806451612903226
"313","z0187857","z0187857.RunMS45.90s","z0187857.RunMS51",1,0,0
"314","z0187857","z0187857.RunMS45.90s","z0187857.RunMS58",248,0,0
"315","z0187857","z0187857.RunMS51","z0187857.RunMS58",1,0,0
"316","z0133302","z0133302.GTseq.prod","z0133302.RunMS43",0,0,NA
"317","z0133302","z0133302.GTseq.prod","z0133302.RunMS51",0,0,NA
"318","z0133302","z0133302.RunMS43","z0133302.RunMS51",65,1,0.0153846153846154
"319","z0044432","z0044432.GTseq.prod","z0044432.RunMS43",0,0,NA
"320","z0044432","z0044432.GTseq.prod","z0044432.RunMS54",0,0,NA
"321","z0044432","z0044432.GTseq.prod","z0044432.RunMS58",0,0,NA
"322","z0044432","z0044432.GTseq.prod","z0044432b.RunMS58",0,0,NA
"323","z0044432","z0044432.RunMS43","z0044432.RunMS54",14,1,0.0714285714285714
"324","z0044432","z0044432.RunMS43","z0044432.RunMS58",14,1,0.0714285714285714
"325","z0044432","z0044432.RunMS43","z0044432b.RunMS58",7,0,0
"326","z0044432","z0044432.RunMS54","z0044432.RunMS58",215,1,0.00465116279069767
"327","z0044432","z0044432.RunMS54","z0044432b.RunMS58",32,1,0.03125
"328","z0044432","z0044432.RunMS58","z0044432b.RunMS58",31,1,0.032258064516129
"329","z0195776","z0195776.GTseq.prod","z0195776.RunMS43",0,0,NA
"330","z0195776","z0195776.GTseq.prod","z0195776.RunMS45.90s",0,0,NA
"331","z0195776","z0195776.GTseq.prod","z0195776.RunMS51",0,0,NA
"332","z0195776","z0195776.GTseq.prod","z0195776.RunMS58",0,0,NA
"333","z0195776","z0195776.RunMS43","z0195776.RunMS45.90s",2,0,0
"334","z0195776","z0195776.RunMS43","z0195776.RunMS51",1,0,0
"335","z0195776","z0195776.RunMS43","z0195776.RunMS58",2,0,0
"336","z0195776","z0195776.RunMS45.90s","z0195776.RunMS51",9,1,0.111111111111111
"337","z0195776","z0195776.RunMS45.90s","z0195776.RunMS58",79,1,0.0126582278481013
"338","z0195776","z0195776.RunMS51","z0195776.RunMS58",10,1,0.1
"339","z0075696","z0075696.GTseq.val","z0075696.RunMS43",14,1,0.0714285714285714
"340","z0075696","z0075696.GTseq.val","z0075696.RunMS45.90s",102,1,0.00980392156862745
"341","z0075696","z0075696.GTseq.val","z0075696.RunMS54",113,1,0.00884955752212389
"342","z0075696","z0075696.RunMS43","z0075696.RunMS45.90s",17,1,0.0588235294117647
"343","z0075696","z0075696.RunMS43","z0075696.RunMS54",19,1,0.0526315789473684
"344","z0075696","z0075696.RunMS45.90s","z0075696.RunMS54",213,1,0.00469483568075117
"345","z0197682","z0197682.GTseq.prod","z0197682.RunMS43",0,0,NA
"346","z0197682","z0197682.GTseq.prod","z0197682.RunMS45.90s",0,0,NA
"347","z0197682","z0197682.GTseq.prod","z0197682.RunMS51",0,0,NA
"348","z0197682","z0197682.GTseq.prod","z0197682.RunMS58",0,0,NA
"349","z0197682","z0197682.RunMS43","z0197682.RunMS45.90s",0,0,NA
"350","z0197682","z0197682.RunMS43","z0197682.RunMS51",0,0,NA
"351","z0197682","z0197682.RunMS43","z0197682.RunMS58",0,0,NA
"352","z0197682","z0197682.RunMS45.90s","z0197682.RunMS51",0,0,NA
"353","z0197682","z0197682.RunMS45.90s","z0197682.RunMS58",208,5,0.0240384615384615
"354","z0197682","z0197682.RunMS51","z0197682.RunMS58",0,0,NA
"355","z0043475","z0043475.GTseq.prod","z0043475.RunMS43",0,0,NA
"356","z0043475","z0043475.GTseq.prod","z0043475.RunMS45.90s",0,0,NA
"357","z0043475","z0043475.GTseq.prod","z0043475.RunMS54",0,0,NA
"358","z0043475","z0043475.GTseq.prod","z0043475b.RunMS54",0,0,NA
"359","z0043475","z0043475.RunMS43","z0043475.RunMS45.90s",0,0,NA
"360","z0043475","z0043475.RunMS43","z0043475.RunMS54",0,0,NA
"361","z0043475","z0043475.RunMS43","z0043475b.RunMS54",0,0,NA
"362","z0043475","z0043475.RunMS45.90s","z0043475.RunMS54",0,0,NA
"363","z0043475","z0043475.RunMS45.90s","z0043475b.RunMS54",0,0,NA
"364","z0043475","z0043475.RunMS54","z0043475b.RunMS54",211,1,0.004739336492891
"365","z0055903","z0055903.GTseq.prod","z0055903.RunMS45.90s",4,1,0.25
"366","z0055903","z0055903.GTseq.prod","z0055903.RunMS54",4,1,0.25
"367","z0055903","z0055903.RunMS45.90s","z0055903.RunMS54",304,0,0
"368","z0056389","z0056389.GTseq.val","z0056389.RunMS51",83,1,0.0120481927710843
"369","z0056389","z0056389.GTseq.val","z0056389.RunMS58",115,1,0.00869565217391304
"370","z0056389","z0056389.RunMS51","z0056389.RunMS58",179,2,0.0111731843575419
"371","z0195697","z0195697.GTseq.prod","z0195697.RunMS51",259,2,0.00772200772200772
"372","z0107073","z0107073.GTseq.prod","z0107073.RunMS51",315,3,0.00952380952380952
"373","z0196737","z0196737.GTseq.prod","z0196737.RunMS51",218,1,0.00458715596330275
"374","z0195727","z0195727.GTseq.prod","z0195727.RunMS51",247,2,0.00809716599190283
"375","z0196795","z0196795.GTseq.prod","z0196795.RunMS51",256,1,0.00390625
"376","z0195729","z0195729.GTseq.prod","z0195729.RunMS51",249,1,0.00401606425702811
"377","z0195742","z0195742.GTseq.prod","z0195742b.RunMS51",186,2,0.010752688172043
"378","z0195742","z0195742.GTseq.prod","z0195742.RunMS51",186,2,0.010752688172043
"379","z0195742","z0195742b.RunMS51","z0195742.RunMS51",331,0,0
"380","z0196854","z0196854.GTseq.prod","z0196854b.RunMS51",233,4,0.0171673819742489
"381","z0196854","z0196854.GTseq.prod","z0196854.RunMS51",233,4,0.0171673819742489
"382","z0196854","z0196854b.RunMS51","z0196854.RunMS51",324,0,0
"383","z0175927","z0175927.GTseq.prod","z0175927.RunMS51",1,0,0
"384","z0175927","z0175927.GTseq.prod","z0175927.RunMS58",1,0,0
"385","z0175927","z0175927.RunMS51","z0175927.RunMS58",232,4,0.0172413793103448
"386","z0195717","z0195717.GTseq.prod","z0195717.RunMS51",239,5,0.0209205020920502
"387","z0196861","z0196861.GTseq.prod","z0196861.RunMS51",271,1,0.003690036900369
"388","z0195739","z0195739.GTseq.prod","z0195739.RunMS51",245,2,0.00816326530612245
"389","z0056378","z0056378.GTseq.prod","z0056378b.RunMS51",304,1,0.00328947368421053
"390","z0056378","z0056378.GTseq.prod","z0056378.RunMS51",305,2,0.00655737704918033
"391","z0056378","z0056378b.RunMS51","z0056378.RunMS51",316,0,0
"392","z0195709","z0195709.GTseq.prod","z0195709.RunMS51",242,3,0.012396694214876
"393","z0045357","z0045357.GTseq.prod","z0045357.RunMS51",247,1,0.00404858299595142
"394","z0196732","z0196732.GTseq.prod","z0196732.RunMS51",279,2,0.00716845878136201
"395","z0195713","z0195713.GTseq.prod","z0195713b.RunMS51",68,1,0.0147058823529412
"396","z0195713","z0195713.GTseq.prod","z0195713.RunMS51",68,1,0.0147058823529412
"397","z0195713","z0195713b.RunMS51","z0195713.RunMS51",329,1,0.00303951367781155
"398","z0196742","z0196742.GTseq.prod","z0196742.RunMS51",233,1,0.00429184549356223
"399","z0195748","z0195748.GTseq.prod","z0195748.RunMS51",223,5,0.0224215246636771
"400","z0196848","z0196848.GTseq.prod","z0196848.RunMS51",223,3,0.0134529147982063
"401","z0195710","z0195710.GTseq.prod","z0195710.RunMS51",262,1,0.00381679389312977
"402","z0195712","z0195712.GTseq.prod","z0195712.RunMS51",180,1,0.00555555555555556
"403","z0053760","z0053760.GTseq.val","z0053760.RunMS51",29,0,0
"404","z0053760","z0053760.GTseq.val","z0053760.RunMS58",42,2,0.0476190476190476
"405","z0053760","z0053760.RunMS51","z0053760.RunMS58",140,0,0
"406","z0195726","z0195726.GTseq.val","z0195726.RunMS51",180,3,0.0166666666666667
"407","z0187860","z0187860.GTseq.prod","z0187860b.RunMS51",92,1,0.0108695652173913
"408","z0187860","z0187860.GTseq.prod","z0187860.RunMS51",92,1,0.0108695652173913
"409","z0187860","z0187860b.RunMS51","z0187860.RunMS51",328,0,0
"410","z0196859","z0196859.GTseq.prod","z0196859.RunMS51",110,2,0.0181818181818182
"411","z0196811","z0196811.GTseq.prod","z0196811.RunMS51",73,2,0.0273972602739726
"412","z0196811","z0196811.GTseq.prod","z0196811.RunMS58",250,2,0.008
"413","z0196811","z0196811.RunMS51","z0196811.RunMS58",78,2,0.0256410256410256
"414","z0195743","z0195743.GTseq.prod","z0195743.RunMS51",148,2,0.0135135135135135
"415","z0196708","z0196708.GTseq.prod","z0196708.RunMS51",135,1,0.00740740740740741
"416","z0196743","z0196743.GTseq.prod","z0196743.RunMS51",284,3,0.0105633802816901
"417","z0108489","z0108489.GTseq.prod","z0108489.RunMS51",271,1,0.003690036900369
"418","z0196865","z0196865.GTseq.prod","z0196865.RunMS51",228,3,0.0131578947368421
"419","z0197673","z0197673.GTseq.prod","z0197673.RunMS51",293,1,0.00341296928327645
"420","z0196806","z0196806.GTseq.prod","z0196806.RunMS51",161,4,0.0248447204968944
"421","z0196862","z0196862.GTseq.prod","z0196862.RunMS51",207,3,0.0144927536231884
"422","z0196826","z0196826.GTseq.prod","z0196826.RunMS51",238,2,0.00840336134453781
"423","z0196830","z0196830.GTseq.prod","z0196830.RunMS51",244,1,0.00409836065573771
"424","z0187842","z0187842.GTseq.prod","z0187842.RunMS51",316,1,0.00316455696202532
"425","z0197662","z0197662.GTseq.val","z0197662.RunMS51",288,1,0.00347222222222222
"426","z0053842","z0053842.GTseq.prod","z0053842.RunMS51",61,2,0.0327868852459016
"427","z0053842","z0053842.GTseq.prod","z0053842.RunMS58",248,2,0.00806451612903226
"428","z0053842","z0053842.RunMS51","z0053842.RunMS58",66,1,0.0151515151515152
"429","z0045792","z0045792.GTseq.prod","z0045792.RunMS51",46,2,0.0434782608695652
"430","z0196781","z0196781.GTseq.prod","z0196781.RunMS51",148,1,0.00675675675675676
"431","z0011944","z0011944.GTseq.prod","z0011944.RunMS51",320,1,0.003125
"432","z0195722","z0195722.GTseq.prod","z0195722.RunMS51",296,1,0.00337837837837838
"433","z0195782","z0195782.GTseq.prod","z0195782.RunMS51",130,1,0.00769230769230769
"434","z0196718","z0196718.GTseq.prod","z0196718.RunMS51",233,1,0.00429184549356223
"435","z0196749","z0196749.GTseq.prod","z0196749.RunMS51",252,1,0.00396825396825397
"436","z0195700","z0195700.GTseq.prod","z0195700.RunMS51",285,1,0.00350877192982456
"437","z0051324","z0051324.GTseq.prod","z0051324b.RunMS51",138,2,0.0144927536231884
"438","z0051324","z0051324.GTseq.prod","z0051324.RunMS51",83,0,0
"439","z0051324","z0051324b.RunMS51","z0051324.RunMS51",77,1,0.012987012987013
"440","z0196858","z0196858.GTseq.prod","z0196858.RunMS51",232,3,0.0129310344827586
"441","z0195736","z0195736.GTseq.prod","z0195736.RunMS51",124,3,0.0241935483870968
"442","z0195736","z0195736.GTseq.prod","z0195736.RunMS58",231,2,0.00865800865800866
"443","z0195736","z0195736.RunMS51","z0195736.RunMS58",134,1,0.00746268656716418
"444","z0196738","z0196738.GTseq.prod","z0196738.RunMS51",232,5,0.021551724137931
"445","z0195715","z0195715.GTseq.prod","z0195715.RunMS51",282,2,0.00709219858156028
"446","z0196728","z0196728.GTseq.prod","z0196728.RunMS51",267,1,0.00374531835205993
"447","z0196728","z0196728.GTseq.prod","z0196728b.RunMS51",265,2,0.00754716981132075
"448","z0196728","z0196728.RunMS51","z0196728b.RunMS51",315,0,0
"449","z0196778","z0196778.GTseq.prod","z0196778.RunMS51",131,1,0.00763358778625954
"450","z0196831","z0196831.GTseq.prod","z0196831.RunMS51",288,2,0.00694444444444444
"451","z0196741","z0196741.GTseq.prod","z0196741.RunMS51",100,1,0.01
"452","z0037624","z0037624.GTseq.prod","z0037624.RunMS51",192,1,0.00520833333333333
"453","z0195707","z0195707.GTseq.prod","z0195707.RunMS51",309,1,0.00323624595469256
"454","z0196755","z0196755.GTseq.prod","z0196755.RunMS51",236,3,0.0127118644067797
"455","z0196755","z0196755.GTseq.prod","z0196755b.RunMS51",244,2,0.00819672131147541
"456","z0196755","z0196755.RunMS51","z0196755b.RunMS51",290,1,0.00344827586206897
"457","z0196812","z0196812.GTseq.prod","z0196812.RunMS51",183,3,0.0163934426229508
"458","z0196777","z0196777.GTseq.prod","z0196777.RunMS51",208,4,0.0192307692307692
"459","z0196747","z0196747.GTseq.prod","z0196747.RunMS51",212,6,0.0283018867924528
"460","z0187868","z0187868.GTseq.prod","z0187868b.RunMS51",54,1,0.0185185185185185
"461","z0187868","z0187868.GTseq.prod","z0187868.RunMS51",22,1,0.0454545454545455
"462","z0187868","z0187868b.RunMS51","z0187868.RunMS51",56,0,0
"463","z0196744","z0196744.GTseq.prod","z0196744.RunMS51",279,1,0.003584229390681
"464","z0196822","z0196822.GTseq.prod","z0196822.RunMS51",129,1,0.00775193798449612
"465","z0045358","z0045358.GTseq.prod","z0045358.RunMS51",272,1,0.00367647058823529
"466","z0196726","z0196726.GTseq.prod","z0196726.RunMS51",222,1,0.0045045045045045
"467","z0196756","z0196756.GTseq.prod","z0196756.RunMS51",237,1,0.00421940928270042
"468","z0196773","z0196773.GTseq.prod","z0196773.RunMS51",216,1,0.00462962962962963
"469","z0196730","z0196730.GTseq.val","z0196730.RunMS51",257,1,0.00389105058365759
"470","z0196746","z0196746.GTseq.val","z0196746.RunMS51",230,1,0.00434782608695652
"471","z0196768","z0196768.GTseq.prod","z0196768.RunMS51",256,1,0.00390625
"472","z0196762","z0196762.GTseq.prod","z0196762b.RunMS51",213,2,0.00938967136150235
"473","z0196762","z0196762.GTseq.prod","z0196762.RunMS51",212,3,0.0141509433962264
"474","z0196762","z0196762b.RunMS51","z0196762.RunMS51",299,1,0.00334448160535117
"475","z0196793","z0196793.GTseq.prod","z0196793.RunMS51",281,3,0.0106761565836299
"476","z0196886","z0196886.GTseq.prod","z0196886.RunMS51",238,3,0.0126050420168067
"477","z0195689","z0195689.GTseq.prod","z0195689.RunMS51",2,0,0
"478","z0195689","z0195689.GTseq.prod","z0195689.RunMS58",2,0,0
"479","z0195689","z0195689.RunMS51","z0195689.RunMS58",124,1,0.00806451612903226
"480","z0195771","z0195771.GTseq.prod","z0195771.RunMS51",3,0,0
"481","z0195771","z0195771.GTseq.prod","z0195771.RunMS58",4,0,0
"482","z0195771","z0195771.RunMS51","z0195771.RunMS58",55,1,0.0181818181818182
"483","z0197658","z0197658.GTseq.prod","z0197658b.RunMS51",3,0,0
"484","z0197658","z0197658.GTseq.prod","z0197658.RunMS51",3,0,0
"485","z0197658","z0197658b.RunMS51","z0197658.RunMS51",119,1,0.00840336134453781
"486","z0196722","z0196722.GTseq.prod","z0196722.RunMS51",272,1,0.00367647058823529
"487","z0195659","z0195659.GTseq.prod","z0195659.RunMS51",0,0,NA
"488","z0195659","z0195659.GTseq.prod","z0195659.RunMS54",0,0,NA
"489","z0195659","z0195659.GTseq.prod","z0195659.RunMS58",0,0,NA
"490","z0195659","z0195659.RunMS51","z0195659.RunMS54",51,1,0.0196078431372549
"491","z0195659","z0195659.RunMS51","z0195659.RunMS58",51,2,0.0392156862745098
"492","z0195659","z0195659.RunMS54","z0195659.RunMS58",211,2,0.00947867298578199
"493","z0196759","z0196759.GTseq.prod","z0196759.RunMS51",281,1,0.00355871886120996
"494","z0056386","z0056386.GTseq.prod","z0056386.RunMS51",238,2,0.00840336134453781
"495","z0196823","z0196823.GTseq.prod","z0196823.RunMS51",214,1,0.00467289719626168
"496","z0196733","z0196733.GTseq.val","z0196733.RunMS51",203,1,0.00492610837438424
"497","z0196794","z0196794.GTseq.val","z0196794.RunMS51",255,3,0.0117647058823529
"498","z0196892","z0196892.GTseq.prod","z0196892.RunMS51",98,1,0.0102040816326531
"499","z0045337","z0045337.GTseq.prod","z0045337.RunMS51",182,2,0.010989010989011
"500","z0196838","z0196838.GTseq.val","z0196838.RunMS51",10,0,0
"501","z0196838","z0196838.GTseq.val","z0196838.RunMS58",235,0,0
"502","z0196838","z0196838.RunMS51","z0196838.RunMS58",11,1,0.0909090909090909
"503","z0196775","z0196775.GTseq.prod","z0196775.RunMS51",162,1,0.00617283950617284
"504","z0040334","z0040334.GTseq.val","z0040334.RunMS51",269,1,0.00371747211895911
"505","z0056382","z0056382.GTseq.prod","z0056382.RunMS51",313,1,0.00319488817891374
"506","z0197664","z0197664.GTseq.prod","z0197664.RunMS51",2,0,0
"507","z0197664","z0197664.GTseq.prod","z0197664.RunMS58",247,4,0.0161943319838057
"508","z0197664","z0197664.RunMS51","z0197664.RunMS58",2,0,0
"509","z0196832","z0196832.GTseq.prod","z0196832.RunMS51",71,4,0.0563380281690141
"510","z0029863","z0029863.GTseq.prod","z0029863.RunMS51",160,5,0.03125
"511","z0029863","z0029863.GTseq.prod","z0029863.RunMS58",191,1,0.00523560209424084
"512","z0029863","z0029863.RunMS51","z0029863.RunMS58",200,6,0.03
"513","z0196863","z0196863.GTseq.prod","z0196863.RunMS51",155,3,0.0193548387096774
"514","z0053758","z0053758.GTseq.prod","z0053758.RunMS51",231,1,0.00432900432900433
"515","z0196772","z0196772.GTseq.prod","z0196772.RunMS51",264,1,0.00378787878787879
"516","z0195668","z0195668.GTseq.prod","z0195668.RunMS51",0,0,NA
"517","z0195668","z0195668.GTseq.prod","z0195668.RunMS54",0,0,NA
"518","z0195668","z0195668.GTseq.prod","z0195668.RunMS58",0,0,NA
"519","z0195668","z0195668.RunMS51","z0195668.RunMS54",85,3,0.0352941176470588
"520","z0195668","z0195668.RunMS51","z0195668.RunMS58",84,1,0.0119047619047619
"521","z0195668","z0195668.RunMS54","z0195668.RunMS58",240,2,0.00833333333333333
"522","z0053849","z0053849.GTseq.prod","z0053849.RunMS51",295,1,0.00338983050847458
"523","z0195772","z0195772.GTseq.prod","z0195772.RunMS51",0,0,NA
"524","z0195772","z0195772.GTseq.prod","z0195772.RunMS58",0,0,NA
"525","z0195772","z0195772.RunMS51","z0195772.RunMS58",78,1,0.0128205128205128
"526","z0051898","z0051898.GTseq.prod","z0051898.RunMS51",317,1,0.00315457413249211
"527","z0196891","z0196891.GTseq.prod","z0196891.RunMS51",70,2,0.0285714285714286
