"","label","strata.1","strata.2","n.1","n.2","CHIsq","CHIsq_p.val","Ho","Ho_p.val","Hs","Hs_p.val","Ht","Ht_p.val","Ht_prime","Ht_prime_p.val","Dst","Dst_p.val","Dst_prime","Dst_prime_p.val","Fst","Fst_p.val","Fst_prime","Fst_prime_p.val","Fis","Fis_p.val","Gst_prime","Gst_prime_p.val","Gst_dbl_prime","Gst_dbl_prime_p.val","Dest","Dest_p.val","Dest_Chao","Dest_Chao_p.val","wcFit","wcFit_p.val","wcFst","wcFst_p.val","wcFis","wcFis_p.val"
"1","Al.Ber (13) v. CA.OR.WA.SBC (344)","Al.Ber","CA.OR.WA.SBC",13,344,652.227261039144,0.001,0.440341222396068,0.729,0.454336448452682,0.494,0.455716156072863,0.231,0.457095863693044,0.066,0.00137970762018108,0.002,0.00275941524036216,0.002,0.00302755915452004,0.003,0.00603684141455108,0.003,0.0308036612608928,0.26,0.003815072570698,0.002,0.0110633033806869,0.002,0.00505699021409326,0.002,0.00562174760566436,0.006,0.020466732054121,0.943,-0.00520767286635267,0.932,0.0255413936975462,0.998
"2","Al.Ber (13) v. GOA (31)","Al.Ber","GOA",13,31,526.7369698775,0.109,0.438774525459579,0.627766599597586,0.4517285666681,0.148893360160966,0.451903586884241,0.085513078470825,0.452078607100383,0.0804828973843058,0.000175020216141852,0.365191146881288,0.000350040432283705,0.365191146881288,0.000387295478994915,0.365191146881288,0.000774291078555679,0.365191146881288,0.0286766039705393,0.183098591549296,0.000486587990841156,0.365191146881288,0.00141224041867408,0.365191146881288,0.000638443681365039,0.364185110663984,0.00188362996198954,0.309859154929577,0.017758138276869,0.843,-0.00705814721077736,0.815,0.0246423561105973,0.676
"3","Al.Ber (13) v. SEAK.NBC (89)","Al.Ber","SEAK.NBC",13,89,591.104317935596,0.009,0.439589171537931,0.638,0.451239369769073,0.127,0.45220526119788,0.029,0.453171152626688,0.005,0.000965891428807764,0.03,0.00193178285761553,0.03,0.0021359579635344,0.031,0.00426281074251627,0.031,0.0258182220161864,0.154,0.00268207367552178,0.03,0.00776806955105801,0.03,0.00352026503213724,0.028,0.00466896706167319,0.028,0.0222863537462449,0.369,0.00465131954692567,0.317,0.0177174436914831,0.974
"4","CA.OR.WA.SBC (344) v. GOA (31)","CA.OR.WA.SBC","GOA",344,31,734.450030729162,0.001,0.441065884100455,0.719,0.451558508890541,0.976,0.452299672533275,0.928,0.453040836176009,0.792,0.000741163642734355,0.001,0.00148232728546871,0.001,0.00163865615595782,0.001,0.00327195070974312,0.001,0.0232364678851157,0.654,0.00205836782662355,0.001,0.00596590659675326,0.001,0.00270279931314107,0.001,0.00443463838890856,0.001,0.0295787480385485,0.071,0.00479055136360648,0.05,0.0249075174164656,1
"5","CA.OR.WA.SBC (344) v. SEAK.NBC (89)","CA.OR.WA.SBC","SEAK.NBC",344,89,1495.96257543483,0.001,0.441880530178806,0.654,0.451110106801102,1,0.453047466038728,0.988,0.454984825276355,0.037,0.00193735923762672,0.001,0.00387471847525345,0.001,0.00427628313334636,0.001,0.00851614880320452,0.001,0.020459698160487,0.997,0.0053688448170583,0.001,0.0155152224676117,0.001,0.00705919078355007,0.001,0.00837523853641575,0.001,0.0474875527575286,0.036,0.0247460107733384,0.026,0.0233185839129183,1
"6","GOA (31) v. SEAK.NBC (89)","GOA","SEAK.NBC",31,89,481.211141234012,0.365,0.440313833242317,0.595,0.448528832242707,0.37,0.448494467125716,0.373,0.448460102008725,0.396,-3.43651169907311e-05,0.535,-6.87302339814622e-05,0.535,-7.66232796827308e-05,0.535,-0.000153258302519239,0.535,0.0183154312718624,0.345,-9.59203559185795e-05,0.535,-0.000277908096523896,0.535,-0.000124630693316157,0.535,0.000147206449105042,0.467,0.0240656787240182,0.193,0.00723780511568254,0.184,0.016950558446977,0.493
