"","locus","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","num.snps"
"213","Mnov_gtseq_444",519,18,0.966480446927374,3,0.00578034682080925,0,0.498074146743887,0.484171322160149,2
"214","Mnov_gtseq_445",510,27,0.949720670391061,2,0.00392156862745098,0,0.43883661413535,0.389199255121043,1
"215","Mnov_gtseq_446",525,12,0.977653631284916,2,0.00380952380952381,0,0.117924553997004,0.104283054003724,1
"216","Mnov_gtseq_447",531,6,0.988826815642458,2,0.00376647834274953,0,0.458376154393663,0.452513966480447,1
"217","Mnov_gtseq_448",513,24,0.955307262569832,2,0.00389863547758285,0,0.495733371368801,0.497206703910615,1
"218","Mnov_gtseq_45",534,3,0.994413407821229,2,0.00374531835205993,0,0.129095893488341,0.108007448789572,1
"219","Mnov_gtseq_451",537,0,1,4,0.0074487895716946,0.00186219739292365,0.520991806678572,0.521415270018622,2
"220","Mnov_gtseq_452",534,3,0.994413407821229,4,0.00749063670411985,0.00187265917602996,0.636948074513232,0.610800744878957,2
"221","Mnov_gtseq_454",488,49,0.908752327746741,2,0.0040983606557377,0,0.45693148381673,0.37243947858473,1
"222","Mnov_gtseq_46",536,1,0.998137802607076,3,0.00559701492537313,0.00186567164179104,0.607168986997784,0.618249534450652,2
"223","Mnov_gtseq_463",519,18,0.966480446927374,4,0.00770712909441233,0.00192678227360308,0.506855220056373,0.491620111731844,3
"224","Mnov_gtseq_465",392,145,0.729981378026071,2,0.00510204081632653,0,0.498436156071624,0.37243947858473,2
"225","Mnov_gtseq_468",535,2,0.996275605214153,2,0.00373831775700935,0,0.446919559724784,0.394785847299814,1
"226","Mnov_gtseq_47",534,3,0.994413407821229,2,0.00374531835205993,0,0.480748642453728,0.487895716945996,1
"227","Mnov_gtseq_470",536,1,0.998137802607076,2,0.00373134328358209,0.00186567164179104,0.464344941956882,0.513966480446927,2
"228","Mnov_gtseq_471",415,122,0.772811918063315,2,0.00481927710843374,0,0.184065574723502,0.132216014897579,2
"229","Mnov_gtseq_472",530,7,0.986964618249534,2,0.00377358490566038,0,0.499173303401215,0.482309124767225,1
"230","Mnov_gtseq_475",537,0,1,12,0.0223463687150838,0,0.681114749887626,0.707635009310987,5
"231","Mnov_gtseq_478",477,60,0.888268156424581,2,0.00419287211740042,0,0.462194856362233,0.407821229050279,1
"232","Mnov_gtseq_479",536,1,0.998137802607076,2,0.00373134328358209,0.00186567164179104,0.500256072578285,0.482309124767225,2
"233","Mnov_gtseq_50",535,2,0.996275605214153,4,0.00747663551401869,0,0.7064196602642,0.711359404096834,3
"234","Mnov_gtseq_502",521,16,0.970204841713222,2,0.00383877159309021,0,0.498221664168331,0.46927374301676,1
